time_s,max_real_part,min_real_part,max_abs_imag,verdict
7.5,0.63325831100808,-0.5622286254364413,1.1734556923411597,UNSTABLE
7.75,0.7062093146051975,-0.5646544465508907,1.1304551847562736,UNSTABLE
8.0,0.7044684558949804,-0.7287259943143884,1.2972497126385678,UNSTABLE
8.25,0.657554312986917,-0.6487359813166143,1.4538770171030975,UNSTABLE
8.5,0.6521881339744187,-0.5651948393950249,1.5571511518372927,UNSTABLE
8.75,0.6137104502454982,-0.5130354453853886,1.7305753598177767,UNSTABLE
9.0,0.5745715991301377,-0.5311560023372227,1.8204897761292396,UNSTABLE
9.25,0.5779298333533601,-0.4716576033891447,1.8370177489582467,UNSTABLE
9.5,0.671499179275431,-0.3614538719937479,1.9628502728527202,UNSTABLE
9.75,0.6757933118881642,-0.3656565718647292,2.040754167461001,UNSTABLE
10.0,0.5904680118655106,-0.37765711611289454,2.049780559798778,UNSTABLE
10.25,0.46861830113272185,-0.3120700102962073,2.055990640226354,UNSTABLE
10.5,0.49393388810947947,-0.3023334065728431,2.1256663675272285,UNSTABLE
10.75,0.4895118178618203,-0.3160865883444992,2.0883286670277585,UNSTABLE
11.0,0.45178972910298343,-0.38370775965101134,1.9977770220557436,UNSTABLE
11.25,0.4022516953157378,-0.37785809644341417,1.9158482372991097,UNSTABLE
11.5,0.3810490067910088,-0.4352729268512133,1.804637133643367,UNSTABLE
11.75,0.4251784274015379,-0.4166260103767743,1.7065126214277635,UNSTABLE
12.0,0.8186627109390977,-0.38275017710824727,1.788305949993755,UNSTABLE
12.25,1.0318031987588465,-0.39527785441725055,1.8305730710699784,UNSTABLE
12.5,1.11216354277237,-0.43408256762023123,1.8685739389416123,UNSTABLE
12.75,1.072339011294698,-0.4874600216367062,1.9044626121310568,UNSTABLE
13.0,0.901504935929755,-0.5733722508543353,1.8915164251507204,UNSTABLE
13.25,0.4627544483792273,-0.6475935549152285,1.8036346922839754,UNSTABLE
13.5,0.39784757925602304,-0.6765314476035158,1.6850746091324742,UNSTABLE
13.75,0.4012353397155999,-0.6824571377477181,1.599906757163601,UNSTABLE
14.0,0.5433485348092375,-0.8319198792006363,1.5513058773087518,UNSTABLE
14.25,0.5700799325305699,-0.8562377305182661,1.497969778346982,UNSTABLE
14.5,0.5011909022674624,-0.6899570812055754,1.3875622103132588,UNSTABLE
14.75,0.624401060994503,-0.47270945704325973,1.5560866806092721,UNSTABLE
15.0,0.6407676526299172,-0.495188802613412,1.8044776007025507,UNSTABLE
15.25,0.5566161330859141,-0.5205685653344547,1.959943259207628,UNSTABLE
15.5,0.3803491809918651,-0.5337769099033514,2.0191096313173453,UNSTABLE
15.75,0.5256706624050711,-0.5698994198633489,1.9895130491554827,UNSTABLE
16.0,0.5885858186980694,-0.7053725875290637,1.8992485925446743,UNSTABLE
16.25,0.5869283471277077,-0.7857823014268329,1.8726745215442984,UNSTABLE
16.5,0.5670206465658975,-0.7935800238735198,1.9447354932403977,UNSTABLE
16.75,0.5257205629591097,-0.7488014231956484,1.9582650143400226,UNSTABLE
17.0,0.43905789718313615,-0.6548581868290541,1.915566833071565,UNSTABLE
17.25,0.3995353328418375,-0.5030198967902588,1.8100671358903433,UNSTABLE
17.5,0.4482016077183874,-0.6448499458816196,1.690745478277498,UNSTABLE
17.75,0.46688244738161927,-0.7507143854042689,1.5797569576602442,UNSTABLE
18.0,0.4575899274201266,-0.7289875148407488,1.5326561131052288,UNSTABLE
18.25,0.5634523691779565,-0.630138127978094,1.4732070515228772,UNSTABLE
18.5,0.7028483223036553,-0.45295734334272697,1.4036039741059467,UNSTABLE
18.75,0.815079293184271,-0.5404884098489086,1.3236748374499332,UNSTABLE
19.0,0.8325767593910425,-0.5959557197905501,1.263410309972351,UNSTABLE
19.25,0.781861355978309,-0.6345504500837247,1.3146631690666406,UNSTABLE
19.5,0.7027622955101009,-0.6623056374765828,1.3576346152481407,UNSTABLE
19.75,0.6250502831786515,-0.67512000641193,1.393651931885077,UNSTABLE
20.0,0.5652129094067093,-0.7248028363297744,1.4160234081585843,UNSTABLE
20.25,0.5212844714473361,-0.9733475425602451,1.415082946678191,UNSTABLE
20.5,0.4725026313261335,-1.1223170608199964,1.3990744101419617,UNSTABLE
20.75,0.39576698164429813,-1.2060034585803319,1.3866050083136168,UNSTABLE
21.0,0.292531834232545,-1.2119643895815826,1.3964205520187087,UNSTABLE
21.25,0.35553425432579616,-1.153990825217539,1.445993391764532,UNSTABLE
21.5,0.41598732956294066,-1.063495534080081,1.4544726255757434,UNSTABLE
21.75,0.4154072345122033,-0.9671038199790146,1.425250540187471,UNSTABLE
22.0,0.36265101463565463,-0.8792154254379709,1.3879160843287146,UNSTABLE
22.25,0.27840563930193657,-0.800657550214509,1.3831619015071805,UNSTABLE
22.5,0.2354719842483277,-0.7207706404304856,1.423188331271512,UNSTABLE
22.75,0.40225804759939693,-0.6237051982977394,1.4712827739018037,UNSTABLE
23.0,0.5256092384597554,-0.49058779413735415,1.5376263677624364,UNSTABLE
23.25,0.5360938683910978,-0.3911715966600857,1.67071316762099,UNSTABLE
23.5,0.4764253858917842,-0.4231179096606269,1.8277140032079797,UNSTABLE
23.75,0.3615724513183717,-0.4400154631158634,1.97994986403872,UNSTABLE
24.0,0.3529044232261004,-0.43814089494252595,2.1175948975601697,UNSTABLE
24.25,0.36718082984569217,-0.40867200193316733,2.231914546180065,UNSTABLE
24.5,0.3725940094250131,-0.3833767651165544,2.3276268807546017,UNSTABLE
24.75,0.39244156349589254,-0.3597379287544291,2.4145051056911297,UNSTABLE
25.0,0.4037978988446562,-0.29283597888777824,2.4878182885044033,UNSTABLE
25.25,0.46263540461062763,-0.21548069080425716,2.5249078060706984,UNSTABLE
25.5,0.639775375546358,-0.1300889283658322,2.5014392069095734,UNSTABLE
25.75,0.6988472639015413,-0.20443591242794368,2.413235466982304,UNSTABLE
26.0,0.6939115943807713,-0.28180787518111067,2.3000790525816397,UNSTABLE
26.25,0.6816597973959477,-0.3584428817983311,2.2417875907724336,UNSTABLE
26.5,0.6846512992267506,-0.4005312599687372,2.2524858583073333,UNSTABLE
26.75,0.6868559083344599,-0.37495568096494203,2.2763656881162273,UNSTABLE
27.0,0.6698964880195886,-0.14879544478387371,2.2792810025220276,UNSTABLE
27.25,0.586303123426825,-0.3161414571266034,2.267175382166394,UNSTABLE
27.5,0.7173776694186058,-0.3890082979227501,2.266389758065964,UNSTABLE
27.75,0.9762554531790028,-0.45538318800988054,2.2890047105347207,UNSTABLE
28.0,1.101624593452327,-0.5170061672273534,2.3274617457396727,UNSTABLE
28.25,1.1807103341607579,-0.5542183242279435,2.369038454335257,UNSTABLE
28.5,1.2823059242119186,-0.5664384532632512,2.4010939895187264,UNSTABLE
28.75,1.4157453937686297,-0.5928543478490782,2.417076754721725,UNSTABLE
29.0,1.5388911088645232,-0.5861760983386609,2.416358526973228,UNSTABLE
29.25,1.6088032269820531,-0.6092022755126623,2.4038847101859955,UNSTABLE
29.5,1.5848282388347645,-0.6374367901506532,2.4036919948937174,UNSTABLE
29.75,1.4729693878031054,-0.6795503573255632,2.4396266595289955,UNSTABLE
