t,x_true,x_est,y_true,y_est,z_true,z_est,vx_true,vx_est,vy_true,vy_est,vz_true,vz_est,phi_true,phi_est,theta_true,theta_est,psi_true,psi_est,p_true,p_est,q_true,q_est,r_true,r_est
1.06,6.31421,6.21423,6.3186,6.2876,2.04993,2.08869,4.31101,4.27149,1.9803,2.03495,2.08304,2.2437,0.365655,0.375048,0.416116,0.444508,0.16231,0.144619,0.96702,0.933515,-1.81444,-1.53724,0.246088,0.249313
1.07,6.35757,6.25577,6.33823,6.30929,2.07076,2.10885,4.35949,4.32108,1.94624,2.00025,2.08307,2.241,0.375137,0.385064,0.397542,0.428419,0.164779,0.14719,0.929458,0.896979,-1.89847,-1.63988,0.247588,0.250742
1.08,6.4014,6.29805,6.35752,6.33031,2.09159,2.12959,4.406,4.36915,1.91117,1.9647,2.08304,2.23814,0.384247,0.394726,0.378184,0.411277,0.167262,0.149874,0.892551,0.860819,-1.97148,-1.73138,0.249072,0.252164
1.09,6.44568,6.34111,6.37645,6.35072,2.11242,2.15084,4.45051,4.41566,1.87509,1.92834,2.08297,2.23513,0.392991,0.404034,0.358147,0.393177,0.16976,0.152658,0.856338,0.825089,-2.03414,-1.81214,0.25054,0.253585
1.1,6.4904,6.38497,6.39502,6.37055,2.13325,2.17251,4.49296,4.46055,1.83805,1.89118,2.08286,2.23199,0.401376,0.412991,0.337533,0.374221,0.172273,0.155526,0.820852,0.789861,-2.0871,-1.88248,0.251992,0.25501
1.11,6.53553,6.42962,6.41321,6.38986,2.15408,2.19448,4.53335,4.50375,1.80007,1.8532,2.0827,2.22877,0.40941,0.421599,0.316435,0.354517,0.1748,0.158464,0.786122,0.755224,-2.13097,-1.9427,0.253428,0.256442
1.12,6.58106,6.47503,6.43102,6.40869,2.17491,2.21664,4.57166,4.5452,1.76115,1.81438,2.0825,2.22547,0.417101,0.42986,0.294942,0.334174,0.177341,0.161454,0.752174,0.721256,-2.16636,-1.99319,0.254848,0.257882
1.13,6.62696,6.52117,6.44843,6.42705,2.19573,2.23889,4.60789,4.58484,1.72133,1.77471,2.08226,2.22212,0.424456,0.437779,0.273135,0.313302,0.179897,0.164481,0.71903,0.688029,-2.19381,-2.0344,0.256253,0.259331
1.14,6.67321,6.56797,6.46544,6.44496,2.21655,2.26116,4.64203,4.62262,1.68061,1.73415,2.08198,2.21876,0.431484,0.44536,0.25109,0.292003,0.182466,0.167534,0.686706,0.655607,-2.21389,-2.06685,0.257641,0.260787
1.15,6.71979,6.61539,6.48204,6.46244,2.23737,2.2834,4.67411,4.65849,1.639,1.6927,2.08167,2.2154,0.438193,0.452607,0.22888,0.270371,0.185049,0.170601,0.655218,0.624036,-2.2271,-2.09112,0.259014,0.262248
1.16,6.76669,6.66335,6.49822,6.4795,2.25819,2.30558,4.70412,4.69244,1.59651,1.65033,2.08133,2.21206,0.444591,0.459525,0.206569,0.24849,0.187646,0.173673,0.624577,0.593355,-2.23395,-2.1078,0.260371,0.263713
1.17,6.81387,6.71181,6.51396,6.49612,2.279,2.32767,4.73211,4.72444,1.55316,1.60703,2.08096,2.20876,0.450688,0.466119,0.18422,0.226428,0.190257,0.176745,0.594792,0.563586,-2.23491,-2.11748,0.261713,0.265179
1.18,6.86132,6.7607,6.52928,6.51231,2.2998,2.3497,4.75808,4.7545,1.50894,1.5628,2.08056,2.20552,0.45649,0.472392,0.161889,0.204246,0.192881,0.179812,0.565868,0.53474,-2.23042,-2.12074,0.263038,0.266644
1.19,6.90902,6.80998,6.54414,6.52806,2.32061,2.37167,4.78207,4.78259,1.46387,1.51763,2.08013,2.20234,0.462008,0.478349,0.139629,0.18199,0.195518,0.182871,0.537808,0.506826,-2.22093,-2.11812,0.264348,0.268106
1.2,6.95696,6.85961,6.55855,6.54337,2.34141,2.39361,4.8041,4.80874,1.41794,1.47153,2.07967,2.19923,0.467249,0.483992,0.117486,0.159701,0.198168,0.185921,0.510614,0.47984,-2.20682,-2.11013,0.265641,0.269561
1.21,7.0051,6.90953,6.5725,6.55821,2.3622,2.41554,4.8242,4.83294,1.37115,1.42449,2.07919,2.19621,0.472223,0.489327,0.0955062,0.137411,0.20083,0.188961,0.484284,0.453774,-2.1885,-2.09725,0.26692,0.271009
1.22,7.05343,6.95973,6.58597,6.57257,2.38299,2.43749,4.84242,4.85521,1.32351,1.37654,2.07869,2.19327,0.476938,0.494358,0.073729,0.115148,0.203506,0.191991,0.458815,0.428618,-2.16633,-2.07989,0.268182,0.272446
1.23,7.10194,7.01016,6.59896,6.58646,2.40378,2.45948,4.85877,4.87557,1.27503,1.32767,2.07816,2.19041,0.481402,0.499089,0.0521912,0.0929381,0.206194,0.195012,0.434202,0.404361,-2.14067,-2.05847,0.269428,0.273872
1.24,7.1506,7.0608,6.61147,6.59985,2.42455,2.48154,4.8733,4.89403,1.22569,1.27789,2.07762,2.18764,0.485625,0.503525,0.0309262,0.0708044,0.208894,0.198025,0.410439,0.38098,-2.11183,-2.03334,0.270659,0.275284
1.25,7.1994,7.1116,6.62348,6.61273,2.44533,2.50368,4.88605,4.91062,1.1755,1.22721,2.07706,2.18497,0.489614,0.507672,0.00996412,0.0487723,0.211607,0.20103,0.387516,0.358464,-2.08014,-2.00485,0.271874,0.276681
1.26,7.24832,7.16256,6.63498,6.62509,2.4661,2.52591,4.89705,4.92536,1.12447,1.17566,2.07648,2.18237,0.493378,0.511536,-0.010668,0.0268689,0.214332,0.20403,0.365425,0.336793,-2.04588,-1.97333,0.273074,0.278061
1.27,7.29734,7.21363,6.64596,6.63693,2.48686,2.54822,4.90634,4.93827,1.07258,1.12323,2.07588,2.17986,0.496925,0.515125,-0.030946,0.00512196,0.217068,0.207025,0.344155,0.315947,-2.00935,-1.93907,0.274258,0.279423
1.28,7.34644,7.26479,6.65642,6.64822,2.50761,2.57063,4.91395,4.94939,1.01985,1.06994,2.07527,2.17742,0.500264,0.518447,-0.0508483,-0.0164383,0.219817,0.210015,0.323693,0.295908,-1.9708,-1.90237,0.275426,0.280765
1.29,7.39561,7.31601,6.66636,6.65896,2.52836,2.59311,4.91994,4.95875,0.966278,1.0158,2.07464,2.17506,0.503401,0.52151,-0.0703561,-0.0377798,0.222577,0.213003,0.304027,0.276651,-1.93048,-1.86351,0.276578,0.282086
1.3,7.44483,7.36726,6.67575,6.66913,2.54911,2.61565,4.92432,4.96637,0.911856,0.960815,2.074,2.17277,0.506347,0.524325,-0.0894528,-0.058868,0.225348,0.215988,0.285143,0.258159,-1.88862,-1.82274,0.277715,0.283386
1.31,7.49409,7.41851,6.68459,6.67874,2.56984,2.63824,4.92716,4.97231,0.856592,0.904995,2.07335,2.17054,0.509107,0.5269,-0.108124,-0.0796668,0.228131,0.218972,0.267025,0.240409,-1.84544,-1.78032,0.278836,0.284664
1.32,7.54337,7.46975,6.69288,6.68777,2.59057,2.66086,4.92848,4.97657,0.800487,0.848348,2.07268,2.16836,0.51169,0.529248,-0.126358,-0.100141,0.230925,0.221955,0.249659,0.223382,-1.80115,-1.7365,0.279942,0.285918
1.33,7.59266,7.52094,6.7006,6.6962,2.6113,2.68348,4.92832,4.97922,0.743545,0.79088,2.07201,2.16623,0.514102,0.531379,-0.144144,-0.120252,0.23373,0.224938,0.233029,0.207054,-1.75594,-1.6915,0.281031,0.287147
1.34,7.64193,7.57206,6.70774,6.70404,2.63201,2.70608,4.92673,4.98028,0.685769,0.7326,2.07133,2.16414,0.516353,0.533305,-0.161474,-0.139966,0.236546,0.227921,0.217117,0.191406,-1.70999,-1.64554,0.282106,0.288352
1.35,7.69119,7.62308,6.71431,6.71127,2.65272,2.72863,4.92375,4.9798,0.627164,0.673509,2.07064,2.16209,0.518447,0.535036,-0.178342,-0.159247,0.239372,0.230905,0.201907,0.176413,-1.66346,-1.59884,0.283165,0.289532
1.36,7.7404,7.67398,6.72029,6.71789,2.67343,2.75112,4.91941,4.97781,0.567735,0.613617,2.06994,2.16006,0.520393,0.536584,-0.194742,-0.178062,0.242209,0.233889,0.187382,0.162058,-1.61651,-1.55158,0.284208,0.290685
1.37,7.78957,7.72474,6.72566,6.72389,2.69412,2.77351,4.91375,4.97437,0.507487,0.552926,2.06923,2.15807,0.522197,0.537961,-0.210671,-0.196379,0.245056,0.236875,0.173523,0.148316,-1.56929,-1.50396,0.285236,0.291813
1.38,7.83867,7.77535,6.73043,6.72926,2.71481,2.79578,4.90682,4.9695,0.446428,0.491442,2.06852,2.15608,0.523866,0.539179,-0.226127,-0.214171,0.247914,0.239862,0.160313,0.13517,-1.52193,-1.45614,0.286248,0.292915
1.39,7.8877,7.82579,6.73459,6.73399,2.73549,2.81793,4.89866,4.96325,0.384565,0.429171,2.0678,2.15411,0.525405,0.540247,-0.24111,-0.231411,0.250781,0.242852,0.147734,0.122597,-1.47456,-1.40828,0.287245,0.29399
1.4,7.93664,7.87604,6.73812,6.73808,2.75617,2.83992,4.8893,4.95567,0.321905,0.36612,2.06708,2.15215,0.526822,0.541177,-0.255619,-0.248078,0.253658,0.245844,0.135766,0.110578,-1.42728,-1.36053,0.288226,0.295038
1.41,7.98548,7.9261,6.74102,6.74151,2.77683,2.86175,4.87878,4.9468,0.258459,0.302293,2.06635,2.1502,0.528123,0.541979,-0.269656,-0.264153,0.256546,0.248838,0.124393,0.0990939,-1.38022,-1.31301,0.289192,0.29606
1.42,8.03422,7.97595,6.74329,6.7443,2.79749,2.8834,4.86716,4.93668,0.194236,0.2377,2.06563,2.14824,0.529312,0.542663,-0.283224,-0.27962,0.259442,0.251835,0.113595,0.0881259,-1.33345,-1.26586,0.290143,0.297056
1.43,8.08282,8.02558,6.74491,6.74641,2.81815,2.90486,4.85445,4.92536,0.129246,0.172349,2.06489,2.14628,0.530396,0.543238,-0.296327,-0.29447,0.262348,0.254836,0.103355,0.0776557,-1.28708,-1.21917,0.291078,0.298026
1.44,8.1313,8.07499,6.74587,6.74786,2.83879,2.92612,4.84072,4.91288,0.0635001,0.10625,2.06416,2.14432,0.531381,0.543712,-0.308967,-0.308692,0.265264,0.25784,0.0936536,0.0676664,-1.24118,-1.17305,0.291998,0.29897
1.45,8.17963,8.12418,6.74617,6.74862,2.85943,2.94719,4.82598,4.89929,-0.0029888,0.0394113,2.06342,2.14235,0.532271,0.544095,-0.321152,-0.322284,0.268188,0.260848,0.0844732,0.0581407,-1.19583,-1.12757,0.292902,0.299888
1.46,8.22782,8.17313,6.74581,6.7487,2.88006,2.96805,4.81029,4.88463,-0.0702084,-0.0281521,2.06269,2.14037,0.533072,0.544393,-0.332886,-0.335245,0.271122,0.26386,0.0757957,0.0490642,-1.15109,-1.08281,0.293791,0.300781
1.47,8.27584,8.22185,6.74477,6.74809,2.90068,2.98871,4.79369,4.86895,-0.138146,-0.0964269,2.06195,2.13838,0.533789,0.544614,-0.344176,-0.347575,0.274064,0.266876,0.0676033,0.0404189,-1.10703,-1.03884,0.294665,0.301649
1.48,8.32369,8.27034,6.74304,6.74678,2.9213,3.00917,4.7762,4.85229,-0.206786,-0.1654,2.06121,2.13639,0.534426,0.544765,-0.355029,-0.359283,0.277015,0.269897,0.0598783,0.0321932,-1.0637,-0.995693,0.295524,0.302492
1.49,8.37136,8.31859,6.74063,6.74476,2.94191,3.02943,4.75788,4.8347,-0.276116,-0.235055,2.06047,2.13439,0.534988,0.544852,-0.365453,-0.370375,0.279974,0.272922,0.0526035,0.0243739,-1.02114,-0.953437,0.296367,0.303312
1.5,8.41884,8.36661,6.73752,6.74203,2.96251,3.04949,4.73875,4.81623,-0.34612,-0.30537,2.05973,2.13238,0.535479,0.544882,-0.375455,-0.380861,0.282942,0.275952,0.0457616,0.0169469,-0.979401,-0.912101,0.297196,0.304109
1.51,8.46613,8.41439,6.7337,6.73859,2.9831,3.06937,4.71886,4.79693,-0.416782,-0.376333,2.059,2.13036,0.535904,0.544858,-0.385043,-0.390756,0.285918,0.278987,0.0393358,0.00990175,-0.938518,-0.871716,0.298009,0.304883
1.52,8.51322,8.46193,6.72918,6.73443,3.00369,3.08908,4.69824,4.77683,-0.488087,-0.447923,2.05826,2.12834,0.536267,0.544786,-0.394228,-0.400075,0.288902,0.282025,0.0333095,0.00322842,-0.898525,-0.832305,0.298807,0.305634
1.53,8.56009,8.50925,6.72394,6.72954,3.02427,3.10861,4.67693,4.75599,-0.560019,-0.520118,2.05753,2.12632,0.536572,0.544671,-0.403017,-0.408834,0.291894,0.285069,0.0276666,-0.00308562,-0.859448,-0.793885,0.299589,0.306364
1.54,8.60675,8.55632,6.71798,6.72392,3.04484,3.12798,4.65497,4.73446,-0.63256,-0.592894,2.0568,2.12429,0.536822,0.544517,-0.41142,-0.417051,0.294894,0.288116,0.022391,-0.00904465,-0.821311,-0.756476,0.300357,0.307073
1.55,8.65319,8.60317,6.71129,6.71757,3.0654,3.14719,4.63239,4.71227,-0.705694,-0.666235,2.05607,2.12228,0.537021,0.544328,-0.419446,-0.424747,0.297901,0.291167,0.0174673,-0.0146606,-0.784134,-0.72008,0.30111,0.307762
1.56,8.6994,8.64978,6.70386,6.71048,3.08596,3.16626,4.60923,4.68948,-0.779405,-0.740111,2.05534,2.12026,0.537172,0.544107,-0.427106,-0.431942,0.300916,0.294222,0.0128801,-0.0199361,-0.747931,-0.684704,0.301848,0.308431
1.57,8.74537,8.69615,6.6957,6.70266,3.10651,3.18521,4.58553,4.66614,-0.853674,-0.814505,2.05462,2.11826,0.53728,0.543858,-0.434408,-0.438658,0.303938,0.29728,0.00861474,-0.0248814,-0.712715,-0.650349,0.30257,0.309081
1.58,8.79111,8.7423,6.68679,6.69409,3.12705,3.20402,4.5613,4.64228,-0.928484,-0.889389,2.0539,2.11627,0.537346,0.543583,-0.441364,-0.444918,0.306968,0.300342,0.00465658,-0.0294998,-0.678494,-0.617012,0.303278,0.309713
1.59,8.8366,8.7882,6.67713,6.68477,3.14759,3.22273,4.5366,4.61795,-1.00382,-0.964742,2.05318,2.11429,0.537374,0.543286,-0.447982,-0.450742,0.310004,0.303405,0.000991561,-0.0337948,-0.645275,-0.584693,0.303971,0.310326
1.6,8.88184,8.83387,6.66671,6.67472,3.16812,3.24134,4.51146,4.5932,-1.07966,-1.04054,2.05247,2.11234,0.537367,0.542969,-0.454272,-0.456156,0.313047,0.306471,-0.00239406,-0.0377699,-0.613059,-0.553379,0.304648,0.310923
1.61,8.92683,8.8793,6.65553,6.66392,3.18864,3.25986,4.4859,4.56806,-1.15599,-1.11676,2.05176,2.1104,0.537327,0.542635,-0.460246,-0.461181,0.316097,0.309537,-0.00551364,-0.0414286,-0.581848,-0.523064,0.305311,0.311503
1.62,8.97156,8.92449,6.64359,6.65237,3.20915,3.27829,4.45995,4.54259,-1.23279,-1.19338,2.05106,2.10849,0.537257,0.542285,-0.465913,-0.46584,0.319153,0.312605,-0.00838012,-0.0447712,-0.551639,-0.493741,0.30596,0.312067
1.63,9.01602,8.96944,6.63087,6.64007,3.22966,3.29666,4.43366,4.51681,-1.31004,-1.27037,2.05036,2.10662,0.53716,0.541923,-0.471282,-0.470155,0.322216,0.315673,-0.0110061,-0.0477979,-0.522427,-0.465397,0.306593,0.312615
1.64,9.06023,9.01414,6.61738,6.62703,3.25016,3.31497,4.40704,4.49077,-1.38773,-1.34771,2.04966,2.10477,0.537038,0.54155,-0.476365,-0.474149,0.325285,0.318741,-0.0134037,-0.050514,-0.494206,-0.438016,0.307212,0.313149
1.65,9.10416,9.0586,6.60312,6.61324,3.27065,3.33322,4.38013,4.46451,-1.46584,-1.4254,2.04897,2.10296,0.536893,0.541167,-0.48117,-0.477842,0.32836,0.321808,-0.0155848,-0.0529151,-0.466968,-0.411589,0.307815,0.313668
1.66,9.14783,9.1028,6.58807,6.59871,3.29114,3.35143,4.35295,4.43806,-1.54436,-1.50339,2.04829,2.1012,0.536727,0.540779,-0.485707,-0.481256,0.331441,0.324875,-0.0175608,-0.0550046,-0.440702,-0.3861,0.308405,0.314174
1.67,9.19122,9.14675,6.57223,6.58343,3.31162,3.36962,4.32554,4.41144,-1.62326,-1.58167,2.04761,2.09947,0.536542,0.540385,-0.489987,-0.484412,0.334528,0.327939,-0.0193427,-0.0567789,-0.415397,-0.361532,0.308979,0.314666
1.68,9.23434,9.19045,6.5556,6.5674,3.33209,3.38778,4.29792,4.38471,-1.70253,-1.66023,2.04693,2.09779,0.53634,0.539988,-0.494018,-0.487327,0.337621,0.331002,-0.0209411,-0.0582402,-0.39104,-0.337873,0.309539,0.315146
1.69,9.27718,9.23388,6.53818,6.55063,3.35256,3.40592,4.27011,4.35788,-1.78215,-1.73905,2.04626,2.09616,0.536124,0.539589,-0.497811,-0.490022,0.340719,0.334062,-0.0223663,-0.0593869,-0.367616,-0.315105,0.310084,0.315613
1.7,9.31974,9.27705,6.51996,6.53311,3.37301,3.42407,4.24214,4.33098,-1.86211,-1.81811,2.0456,2.09458,0.535894,0.539191,-0.501374,-0.492513,0.343822,0.33712,-0.0236282,-0.0602192,-0.34511,-0.293213,0.310615,0.316069
1.71,9.36202,9.31995,6.50093,6.51485,3.39347,3.44221,4.21405,4.30404,-1.9424,-1.89739,2.04494,2.09306,0.535652,0.538795,-0.504716,-0.494818,0.346931,0.340175,-0.0247364,-0.0607383,-0.323505,-0.272177,0.311131,0.316513
1.72,9.40402,9.36259,6.48111,6.49584,3.41391,3.46037,4.18584,4.27708,-2.02299,-1.97688,2.04429,2.09159,0.535399,0.538402,-0.507847,-0.496953,0.350045,0.343226,-0.0256999,-0.0609442,-0.302785,-0.251986,0.311633,0.316946
1.73,9.44574,9.40495,6.46047,6.47609,3.43435,3.47855,4.15754,4.25012,-2.10388,-2.05658,2.04364,2.09018,0.535138,0.538014,-0.510775,-0.498933,0.353164,0.346274,-0.0265276,-0.0608416,-0.28293,-0.232617,0.31212,0.317368
1.74,9.48717,9.44704,6.43903,6.45558,3.45479,3.49676,4.12917,4.22319,-2.18505,-2.13645,2.043,2.08882,0.534869,0.537633,-0.513508,-0.500772,0.356287,0.349318,-0.0272279,-0.060431,-0.263922,-0.214058,0.312593,0.31778
1.75,9.52832,9.48886,6.41677,6.43434,3.47521,3.51501,4.10076,4.19631,-2.26648,-2.21651,2.04237,2.08753,0.534594,0.53726,-0.516056,-0.502483,0.359416,0.352359,-0.027809,-0.0597152,-0.245741,-0.196287,0.313051,0.318182
1.76,9.56919,9.5304,6.3937,6.41235,3.49563,3.53329,4.07233,4.16948,-2.34817,-2.29673,2.04174,2.08631,0.534313,0.536897,-0.518426,-0.50408,0.362548,0.355397,-0.0282786,-0.058703,-0.228368,-0.179287,0.313496,0.318574
1.77,9.60977,9.57166,6.36981,6.3896,3.51605,3.55163,4.04388,4.14273,-2.4301,-2.37712,2.04112,2.08514,0.534029,0.536544,-0.520626,-0.505573,0.365685,0.358431,-0.0286442,-0.0574002,-0.211782,-0.163043,0.313926,0.318957
1.78,9.65007,9.61264,6.3451,6.36611,3.53646,3.57003,4.01546,4.11606,-2.51225,-2.45765,2.0405,2.08404,0.533741,0.536203,-0.522664,-0.506973,0.368827,0.361461,-0.0289129,-0.0558128,-0.195962,-0.147536,0.314341,0.319331
1.79,9.69008,9.65335,6.31956,6.34186,3.55686,3.58849,3.98706,4.0895,-2.59462,-2.53833,2.03989,2.08301,0.533451,0.535876,-0.524547,-0.508291,0.371972,0.364488,-0.0290915,-0.0539579,-0.180888,-0.132749,0.314743,0.319696
1.8,9.72981,9.69377,6.2932,6.31686,3.57725,3.60703,3.95871,4.06304,-2.67719,-2.61915,2.03929,2.08204,0.533159,0.535564,-0.526284,-0.509535,0.375122,0.367513,-0.0291864,-0.0518433,-0.166539,-0.118663,0.31513,0.320052
1.81,9.76925,9.73392,6.26602,6.29109,3.59764,3.62564,3.93042,4.0367,-2.75996,-2.70011,2.03869,2.08114,0.532867,0.535266,-0.527881,-0.510714,0.378275,0.370534,-0.029204,-0.0494889,-0.152892,-0.105263,0.315503,0.320399
1.82,9.80842,9.7738,6.238,6.26456,3.61803,3.64433,3.90221,4.01048,-2.84291,-2.78121,2.0381,2.0803,0.532576,0.534985,-0.529344,-0.511836,0.381432,0.373553,-0.02915,-0.0469121,-0.139928,-0.0925265,0.315862,0.320739
1.83,9.8473,9.8134,6.20916,6.23726,3.63841,3.66312,3.8741,3.9844,-2.92603,-2.86244,2.03752,2.07953,0.532285,0.534721,-0.530681,-0.512907,0.384592,0.37657,-0.0290302,-0.0441336,-0.127624,-0.0804406,0.316207,0.32107
1.84,9.8859,9.85273,6.17948,6.20918,3.65878,3.68199,3.8461,3.95846,-3.00931,-2.9438,2.03694,2.07883,0.531995,0.534474,-0.531899,-0.513934,0.387756,0.379585,-0.0288498,-0.0411801,-0.11596,-0.0689865,0.316538,0.321393
1.85,9.92422,9.89179,6.14897,6.18032,3.67915,3.70096,3.81821,3.93265,-3.09275,-3.02531,2.03637,2.07819,0.531708,0.534245,-0.533003,-0.514923,0.390923,0.382598,-0.028614,-0.0380795,-0.104914,-0.0581456,0.316855,0.321709
1.86,9.96226,9.93059,6.11763,6.15066,3.69951,3.72003,3.79047,3.907,-3.17633,-3.10695,2.03581,2.07761,0.531423,0.534035,-0.533999,-0.515879,0.394093,0.385611,-0.0283276,-0.0348669,-0.0944647,-0.0479014,0.317158,0.322017
1.87,10,9.96913,6.08544,6.12021,3.71986,3.7392,3.76286,3.88149,-3.26005,-3.18873,2.03525,2.0771,0.531141,0.533841,-0.534894,-0.516806,0.397266,0.388623,-0.0279952,-0.0315782,-0.0845922,-0.038234,0.317448,0.322318
1.88,10.0375,10.0074,6.05242,6.08895,3.74021,3.75848,3.73542,3.85613,-3.34389,-3.27066,2.0347,2.07665,0.530863,0.533666,-0.535693,-0.517709,0.400442,0.391635,-0.0276211,-0.0282571,-0.0752756,-0.0291329,0.317723,0.322611
1.89,10.0747,10.0454,6.01857,6.05686,3.76056,3.77787,3.70814,3.83093,-3.42785,-3.35275,2.03416,2.07626,0.530589,0.533506,-0.536401,-0.518592,0.40362,0.394648,-0.0272094,-0.0249498,-0.0664944,-0.0205753,0.317985,0.322897
1.9,10.1117,10.0832,5.98387,6.02395,3.78089,3.79736,3.68104,3.80589,-3.51193,-3.43499,2.03362,2.07594,0.530319,0.533363,-0.537024,-0.519457,0.406801,0.397661,-0.026764,-0.0217124,-0.0582287,-0.0125456,0.318233,0.323177
1.91,10.1484,10.1208,5.94833,5.9902,3.80123,3.81696,3.65413,3.781,-3.59611,-3.51741,2.03309,2.07566,0.530054,0.533233,-0.537567,-0.520307,0.409985,0.400676,-0.0262886,-0.0186023,-0.0504585,-0.00502585,0.318467,0.323449
1.92,10.1848,10.1581,5.91194,5.95559,3.82156,3.83667,3.62742,3.75627,-3.68039,-3.59999,2.03256,2.07545,0.529794,0.533115,-0.538035,-0.521145,0.413171,0.403693,-0.0257865,-0.01569,-0.0431646,0.00199863,0.318687,0.323715
1.93,10.2209,10.1952,5.87472,5.92012,3.84188,3.85648,3.60091,3.7317,-3.76477,-3.68277,2.03204,2.07529,0.529538,0.533007,-0.538432,-0.521973,0.416358,0.406712,-0.0252611,-0.0130469,-0.0363277,0.00854787,0.318894,0.323973
1.94,10.2568,10.2321,5.83665,5.88377,3.8622,3.87639,3.57462,3.70729,-3.84923,-3.76573,2.03153,2.07519,0.529288,0.532905,-0.538763,-0.522793,0.419548,0.409734,-0.0247155,-0.0107592,-0.0299293,0.0146339,0.319088,0.324226
1.95,10.2924,10.2687,5.79773,5.84652,3.88251,3.89641,3.54855,3.68304,-3.93377,-3.8489,2.03103,2.07513,0.529044,0.532804,-0.539032,-0.523606,0.42274,0.41276,-0.0241524,-0.00891948,-0.0239508,0.0202764,0.319268,0.324472
1.96,10.3278,10.3052,5.75797,5.80838,3.90282,3.91651,3.5227,3.65895,-4.01839,-3.93226,2.03053,2.07512,0.528805,0.532701,-0.539243,-0.524412,0.425934,0.415789,-0.0235746,-0.00762976,-0.0183745,0.0254916,0.319434,0.324711
1.97,10.3629,10.3415,5.71737,5.76931,3.92312,3.93671,3.49709,3.63503,-4.10308,-4.01584,2.03004,2.07516,0.528573,0.532588,-0.539401,-0.525214,0.429129,0.418823,-0.0229845,-0.00700367,-0.0131828,0.0302993,0.319587,0.324943
1.98,10.3977,10.3775,5.67591,5.72932,3.94342,3.95698,3.47173,3.61126,-4.18784,-4.09964,2.02955,2.07525,0.528346,0.532459,-0.539508,-0.526011,0.432325,0.421861,-0.0223847,-0.007172,-0.00835858,0.034712,0.319727,0.32517
1.99,10.4323,10.4134,5.63361,5.68838,3.96371,3.97732,3.4466,3.58766,-4.27267,-4.18364,2.02907,2.07537,0.528125,0.532306,-0.539569,-0.526805,0.435523,0.424904,-0.0217772,-0.00826789,-0.00388518,0.0387523,0.319853,0.325389
2,10.4666,10.4491,5.59046,5.64651,3.984,3.99772,3.42173,3.56423,-4.35755,-4.26786,2.0286,2.07554,0.52791,0.532119,-0.539587,-0.527594,0.438722,0.427951,-0.021164,-0.0104497,0.000253627,0.042435,0.319966,0.325603
2.01,10.5007,10.4845,5.54646,5.60369,4.00428,4.01816,3.39712,3.54095,-4.44248,-4.35227,2.02813,2.07574,0.527702,0.531885,-0.539565,-0.528379,0.441923,0.431002,-0.0205472,-0.0138815,0.00407362,0.045777,0.320066,0.325809
2.02,10.5346,10.5198,5.50161,5.55991,4.02456,4.03863,3.37277,3.51784,-4.52747,-4.43687,2.02767,2.07597,0.527499,0.531591,-0.539507,-0.52916,0.445124,0.434058,-0.0199285,-0.018749,0.00759013,0.0487987,0.320153,0.326008
2.03,10.5682,10.5549,5.45591,5.51519,4.04484,4.05912,3.34868,3.49489,-4.61251,-4.52163,2.02722,2.07623,0.527303,0.531222,-0.539414,-0.529936,0.448326,0.437118,-0.0193099,-0.0252521,0.010818,0.0515188,0.320226,0.3262
2.04,10.6016,10.5899,5.40936,5.46952,4.06511,4.0796,3.32486,3.47211,-4.69759,-4.60652,2.02677,2.07652,0.527113,0.53076,-0.539291,-0.530706,0.451528,0.440181,-0.018661,-0.0336058,0.0137718,0.0539557,0.320287,0.326385
2.05,10.6347,10.6246,5.36196,5.42292,4.08537,4.10005,3.30132,3.44948,-4.78271,-4.69151,2.02633,2.07683,0.526931,0.530184,-0.53914,-0.531467,0.454731,0.443246,-0.0183189,-0.0440379,0.0164654,0.0561278,0.320334,0.326562
2.06,10.6676,10.659,5.3137,5.3754,4.10563,4.12046,3.27805,3.42701,-4.86788,-4.77656,2.02589,2.07716,0.52672,0.529472,-0.538963,-0.53222,0.457935,0.446313,-0.0252862,-0.0567957,0.0189123,0.0580606,0.320369,0.32673
2.07,10.7002,10.6933,5.2646,5.32698,4.12589,4.14081,3.25505,3.4047,-4.95307,-4.86161,2.02546,2.0775,0.526397,0.528596,-0.538762,-0.532961,0.461139,0.44938,-0.0405077,-0.0721358,0.0211257,0.0597671,0.32039,0.32689
2.08,10.7327,10.7274,5.21464,5.27767,4.14614,4.16108,3.23232,3.38253,-5.03826,-4.9466,2.02504,2.07786,0.525885,0.52753,-0.538541,-0.533689,0.464343,0.452445,-0.063241,-0.0903273,0.0231181,0.0612688,0.320399,0.327041
2.09,10.7649,10.7611,5.16383,5.22751,4.16639,4.18124,3.20984,3.36049,-5.12342,-5.03148,2.02462,2.07822,0.52511,0.52624,-0.538301,-0.534398,0.467547,0.455508,-0.0927934,-0.111645,0.0249019,0.0625852,0.320395,0.327181
