t,x_des,y_des,z_des,x_act,y_act,z_act
4.96,9.96574,0.827018,2,10.1007,0.82282,2
4.97,9.96818,0.797117,2,10.1066,0.793851,2
4.98,9.97053,0.767209,2,10.1121,0.764844,2
4.99,9.97278,0.737294,2,10.1173,0.7358,2
5,9.97495,0.707372,2,10.1222,0.706716,2
5.01,9.97703,0.677444,2,10.1266,0.67759,2
5.02,9.97901,0.64751,2,10.1308,0.648423,2
5.03,9.98091,0.61757,2,10.1345,0.619212,2
5.04,9.98272,0.587625,2,10.1379,0.589957,2
5.05,9.98444,0.557674,2,10.1409,0.560657,2
5.06,9.98607,0.527718,2,10.1435,0.53131,2
5.07,9.9876,0.497757,2,10.1458,0.501917,2
5.08,9.98905,0.467792,2,10.1477,0.472476,2
5.09,9.99041,0.437823,2,10.1492,0.442987,2
5.1,9.99168,0.40785,2,10.1503,0.413449,2
5.11,9.99286,0.377873,2,10.1511,0.383862,2
5.12,9.99395,0.347893,2,10.1515,0.354225,2
5.13,9.99495,0.31791,2,10.1515,0.324538,2
5.14,9.99585,0.287923,2,10.1511,0.294801,2
5.15,9.99667,0.257935,2,10.1504,0.265014,2
5.16,9.9974,0.227944,2,10.1494,0.235177,2
5.17,9.99804,0.19795,2,10.148,0.205289,2
5.18,9.99859,0.167955,2,10.1462,0.175351,2
5.19,9.99905,0.137959,2,10.1441,0.145364,2
5.2,9.99942,0.107961,2,10.1416,0.115327,2
5.21,9.9997,0.0779625,2,10.1389,0.0852416,2
5.22,9.99988,0.0479631,2,10.1357,0.0551073,2
5.23,9.99998,0.0179633,2,10.1323,0.024925,2
5.24,9.99999,-0.0120367,2,10.1286,-0.00530452,2
5.25,9.99991,-0.0420366,2,10.1245,-0.0355806,2
5.26,9.99974,-0.0720361,2,10.1202,-0.0659023,2
5.27,9.99948,-0.102035,2,10.1155,-0.0962689,2
5.28,9.99913,-0.132033,2,10.1106,-0.126679,2
5.29,9.99869,-0.16203,2,10.1054,-0.157132,2
5.3,9.99816,-0.192025,2,10.0999,-0.187627,2
5.31,9.99754,-0.222018,2,10.0942,-0.218163,2
5.32,9.99682,-0.25201,2,10.0882,-0.248737,2
5.33,9.99602,-0.281999,2,10.082,-0.279349,2
5.34,9.99513,-0.311986,2,10.0756,-0.309998,2
5.35,9.99415,-0.34197,2,10.0689,-0.340682,2
5.36,9.99308,-0.371951,2,10.062,-0.3714,2
5.37,9.99192,-0.401928,2,10.055,-0.402149,2
5.38,9.99067,-0.431902,2,10.0477,-0.432929,2
5.39,9.98933,-0.461872,2,10.0402,-0.463737,2
5.4,9.9879,-0.491838,2,10.0326,-0.494572,2
5.41,9.98638,-0.5218,2,10.0249,-0.525433,2
5.42,9.98477,-0.551756,2,10.0169,-0.556317,2
5.43,9.98307,-0.581708,2,10.0089,-0.587223,2
5.44,9.98128,-0.611655,2,10.0007,-0.618148,2
5.45,9.9794,-0.641596,2,9.99236,-0.64909,2
5.46,9.97743,-0.671531,2,9.98394,-0.680049,2
5.47,9.97537,-0.70146,2,9.97542,-0.711021,2
5.48,9.97322,-0.731383,2,9.96682,-0.742005,2
5.49,9.97098,-0.761299,2,9.95814,-0.772999,2
5.5,9.96865,-0.791209,2,9.94939,-0.804,2
5.51,9.96623,-0.821111,2,9.94059,-0.835007,2
5.52,9.96372,-0.851006,2,9.93174,-0.866017,2
5.53,9.96113,-0.880893,2,9.92285,-0.897028,2
5.54,9.95844,-0.910773,2,9.91394,-0.928039,2
5.55,9.95566,-0.940644,2,9.90501,-0.959046,2
5.56,9.95279,-0.970507,2,9.89608,-0.990048,2
5.57,9.94984,-1.00036,2,9.88715,-1.02104,2
5.58,9.94679,-1.03021,2,9.87823,-1.05203,2
5.59,9.94366,-1.06004,2,9.86933,-1.083,2
5.6,9.94043,-1.08987,2,9.86046,-1.11396,2
5.61,9.93712,-1.11968,2,9.85164,-1.1449,2
5.62,9.93371,-1.14949,2,9.84286,-1.17583,2
5.63,9.93022,-1.17929,2,9.83413,-1.20674,2
5.64,9.92664,-1.20907,2,9.82547,-1.23762,2
5.65,9.92297,-1.23885,2,9.81689,-1.26848,2
5.66,9.91921,-1.26861,2,9.80838,-1.29931,2
5.67,9.91535,-1.29836,2,9.79996,-1.33011,2
5.68,9.91142,-1.3281,2,9.79163,-1.36088,2
5.69,9.90739,-1.35783,2,9.78341,-1.39162,2
5.7,9.90327,-1.38755,2,9.77529,-1.42233,2
5.71,9.89906,-1.41725,2,9.76729,-1.453,2
5.72,9.89476,-1.44694,2,9.7594,-1.48363,2
5.73,9.89038,-1.47662,2,9.75164,-1.51422,2
5.74,9.8859,-1.50628,2,9.74401,-1.54476,2
5.75,9.88134,-1.53593,2,9.73651,-1.57527,2
5.76,9.87669,-1.56557,2,9.72915,-1.60573,2
5.77,9.87195,-1.59519,2,9.72193,-1.63614,2
5.78,9.86712,-1.6248,2,9.71486,-1.6665,2
5.79,9.8622,-1.6544,2,9.70793,-1.69682,2
5.8,9.85719,-1.68397,2,9.70116,-1.72708,2
5.81,9.8521,-1.71354,2,9.69454,-1.75729,2
5.82,9.84691,-1.74309,2,9.68808,-1.78745,2
5.83,9.84164,-1.77262,2,9.68178,-1.81755,2
5.84,9.83627,-1.80214,2,9.67563,-1.84759,2
5.85,9.83082,-1.83164,2,9.66965,-1.87758,2
5.86,9.82529,-1.86112,2,9.66382,-1.90751,2
5.87,9.81966,-1.89059,2,9.65815,-1.93738,2
5.88,9.81394,-1.92004,2,9.65264,-1.96718,2
5.89,9.80814,-1.94947,2,9.64729,-1.99693,2
5.9,9.80224,-1.97889,2,9.6421,-2.02662,2
5.91,9.79626,-2.00829,2,9.63706,-2.05624,2
5.92,9.7902,-2.03767,2,9.63218,-2.0858,2
5.93,9.78404,-2.06703,2,9.62745,-2.1153,2
5.94,9.77779,-2.09637,2,9.62286,-2.14473,2
5.95,9.77146,-2.12569,2,9.61842,-2.1741,2
5.96,9.76504,-2.155,2,9.61412,-2.20341,2
5.97,9.75853,-2.18428,2,9.60996,-2.23265,2
5.98,9.75193,-2.21355,2,9.60593,-2.26182,2
5.99,9.74525,-2.2428,2,9.60203,-2.29093,2
6,9.73848,-2.27202,2,9.59825,-2.31998,2
6.01,9.73162,-2.30123,2,9.59459,-2.34896,2
6.02,9.72467,-2.33041,2,9.59105,-2.37788,2
6.03,9.71763,-2.35957,2,9.58761,-2.40673,2
6.04,9.71051,-2.38872,2,9.58427,-2.43552,2
6.05,9.7033,-2.41784,2,9.58102,-2.46425,2
6.06,9.696,-2.44694,2,9.57786,-2.49291,2
6.07,9.68862,-2.47601,2,9.57479,-2.52152,2
6.08,9.68115,-2.50507,2,9.57178,-2.55006,2
6.09,9.67359,-2.5341,2,9.56884,-2.57854,2
6.1,9.66594,-2.56311,2,9.56596,-2.60696,2
6.11,9.65821,-2.5921,2,9.56313,-2.63532,2
6.12,9.65039,-2.62106,2,9.56034,-2.66362,2
6.13,9.64248,-2.65,2,9.55759,-2.69186,2
6.14,9.63449,-2.67891,2,9.55486,-2.72005,2
6.15,9.62641,-2.7078,2,9.55215,-2.74818,2
6.16,9.61824,-2.73667,2,9.54944,-2.77626,2
6.17,9.60999,-2.76551,2,9.54674,-2.80428,2
6.18,9.60165,-2.79433,2,9.54402,-2.83225,2
6.19,9.59323,-2.82312,2,9.54128,-2.86017,2
6.2,9.58471,-2.85189,2,9.53852,-2.88804,2
6.21,9.57611,-2.88063,2,9.53572,-2.91586,2
6.22,9.56743,-2.90935,2,9.53287,-2.94364,2
6.23,9.55866,-2.93804,2,9.52997,-2.97137,2
6.24,9.5498,-2.9667,2,9.527,-2.99905,2
6.25,9.54086,-2.99534,2,9.52395,-3.02669,2
6.26,9.53183,-3.02394,2,9.52082,-3.05428,2
6.27,9.52271,-3.05253,2,9.51759,-3.08184,2
6.28,9.51351,-3.08108,2,9.51426,-3.10935,2
6.29,9.50423,-3.10961,2,9.51082,-3.13683,2
6.3,9.49486,-3.13811,2,9.50725,-3.16427,2
6.31,9.4854,-3.16658,2,9.50355,-3.19168,2
6.32,9.47586,-3.19502,2,9.49971,-3.21905,2
6.33,9.46623,-3.22343,2,9.49572,-3.24639,2
6.34,9.45652,-3.25182,2,9.49157,-3.27369,2
6.35,9.44672,-3.28017,2,9.48725,-3.30097,2
6.36,9.43684,-3.3085,2,9.48275,-3.32822,2
6.37,9.42687,-3.33679,2,9.47807,-3.35545,2
6.38,9.41681,-3.36506,2,9.47319,-3.38264,2
6.39,9.40668,-3.39329,2,9.46811,-3.40982,2
6.4,9.39645,-3.4215,2,9.46281,-3.43697,2
6.41,9.38615,-3.44967,2,9.4573,-3.4641,2
6.42,9.37576,-3.47781,2,9.45156,-3.49121,2
6.43,9.36528,-3.50592,2,9.44559,-3.5183,2
6.44,9.35472,-3.534,2,9.43937,-3.54537,2
6.45,9.34408,-3.56205,2,9.4329,-3.57243,2
6.46,9.33335,-3.59007,2,9.42618,-3.59947,2
6.47,9.32254,-3.61805,2,9.4192,-3.6265,2
6.48,9.31164,-3.646,2,9.41195,-3.65352,2
6.49,9.30066,-3.67392,2,9.40443,-3.68053,2
6.5,9.2896,-3.70181,2,9.39663,-3.70752,2
6.51,9.27845,-3.72966,2,9.38854,-3.73451,2
6.52,9.26722,-3.75748,2,9.38017,-3.76149,2
6.53,9.25591,-3.78526,2,9.3715,-3.78846,2
6.54,9.24451,-3.81301,2,9.36254,-3.81542,2
6.55,9.23303,-3.84073,2,9.35328,-3.84238,2
6.56,9.22146,-3.86841,2,9.34371,-3.86933,2
6.57,9.20982,-3.89606,2,9.33384,-3.89628,2
6.58,9.19809,-3.92367,2,9.32366,-3.92323,2
6.59,9.18627,-3.95125,2,9.31317,-3.95017,2
6.6,9.17438,-3.97879,2,9.30237,-3.97712,2
6.61,9.1624,-4.00629,2,9.29126,-4.00406,2
6.62,9.15034,-4.03376,2,9.27983,-4.031,2
6.63,9.1382,-4.0612,2,9.26808,-4.05794,2
6.64,9.12597,-4.08859,2,9.25603,-4.08488,2
6.65,9.11367,-4.11595,2,9.24366,-4.11182,2
6.66,9.10128,-4.14327,2,9.23098,-4.13876,2
6.67,9.08881,-4.17056,2,9.21798,-4.1657,2
6.68,9.07626,-4.19781,2,9.20468,-4.19264,2
6.69,9.06362,-4.22502,2,9.19107,-4.21959,2
6.7,9.05091,-4.25219,2,9.17715,-4.24653,2
6.71,9.03811,-4.27932,2,9.16294,-4.27348,2
6.72,9.02523,-4.30642,2,9.14842,-4.30042,2
6.73,9.01227,-4.33347,2,9.13361,-4.32737,2
6.74,8.99923,-4.36049,2,9.1185,-4.35432,2
6.75,8.98611,-4.38747,2,9.10311,-4.38126,2
6.76,8.9729,-4.41441,2,9.08744,-4.40821,2
6.77,8.95962,-4.44131,2,9.07149,-4.43516,2
6.78,8.94626,-4.46816,2,9.05527,-4.4621,2
6.79,8.93281,-4.49498,2,9.03878,-4.48905,2
6.8,8.91929,-4.52176,2,9.02202,-4.51599,2
6.81,8.90568,-4.5485,2,9.00502,-4.54293,2
6.82,8.892,-4.5752,2,8.98776,-4.56987,2
6.83,8.87823,-4.60185,2,8.97026,-4.5968,2
6.84,8.86438,-4.62846,2,8.95252,-4.62372,2
6.85,8.85046,-4.65504,2,8.93456,-4.65065,2
6.86,8.83645,-4.68157,2,8.91638,-4.67756,2
6.87,8.82237,-4.70806,2,8.89798,-4.70447,2
6.88,8.80821,-4.7345,2,8.87937,-4.73136,2
6.89,8.79396,-4.76091,2,8.86056,-4.75825,2
6.9,8.77964,-4.78727,2,8.84157,-4.78513,2
6.91,8.76524,-4.81358,2,8.82239,-4.81199,2
6.92,8.75076,-4.83986,2,8.80303,-4.83885,2
6.93,8.7362,-4.86609,2,8.78351,-4.86568,2
6.94,8.72156,-4.89227,2,8.76383,-4.89251,2
6.95,8.70685,-4.91842,2,8.744,-4.91931,2
6.96,8.69205,-4.94451,2,8.72403,-4.9461,2
6.97,8.67718,-4.97057,2,8.70393,-4.97286,2
6.98,8.66223,-4.99658,2,8.6837,-4.99961,2
6.99,8.6472,-5.02254,2,8.66336,-5.02633,2
7,8.63209,-5.04846,2,8.64291,-5.05303,2
7.01,8.61691,-5.07433,2,8.62237,-5.0797,2
7.02,8.60165,-5.10016,2,8.60173,-5.10635,2
7.03,8.58631,-5.12594,2,8.58101,-5.13296,2
7.04,8.57089,-5.15168,2,8.56023,-5.15955,2
7.05,8.5554,-5.17737,2,8.53937,-5.1861,2
7.06,8.53983,-5.20301,2,8.51847,-5.21262,2
7.07,8.52418,-5.22861,2,8.49752,-5.23911,2
7.08,8.50846,-5.25416,2,8.47653,-5.26556,2
7.09,8.49266,-5.27966,2,8.45551,-5.29197,2
7.1,8.47678,-5.30511,2,8.43447,-5.31833,2
7.11,8.46082,-5.33052,2,8.41342,-5.34466,2
7.12,8.4448,-5.35588,2,8.39237,-5.37094,2
7.13,8.42869,-5.38119,2,8.37131,-5.39718,2
7.14,8.41251,-5.40645,2,8.35027,-5.42337,2
7.15,8.39625,-5.43166,2,8.32925,-5.44951,2
7.16,8.37992,-5.45683,2,8.30826,-5.4756,2
7.17,8.36351,-5.48194,2,8.2873,-5.50164,2
7.18,8.34703,-5.50701,2,8.26638,-5.52762,2
7.19,8.33047,-5.53202,2,8.24551,-5.55355,2
7.2,8.31383,-5.55699,2,8.22469,-5.57942,2
7.21,8.29713,-5.58191,2,8.20393,-5.60523,2
7.22,8.28034,-5.60677,2,8.18325,-5.63098,2
7.23,8.26349,-5.63159,2,8.16263,-5.65667,2
7.24,8.24655,-5.65635,2,8.1421,-5.6823,2
7.25,8.22955,-5.68107,2,8.12165,-5.70785,2
7.26,8.21247,-5.70573,2,8.10129,-5.73334,2
7.27,8.19531,-5.73034,2,8.08103,-5.75877,2
7.28,8.17809,-5.7549,2,8.06086,-5.78412,2
7.29,8.16078,-5.77941,2,8.0408,-5.8094,2
7.3,8.14341,-5.80387,2,8.02085,-5.83461,2
7.31,8.12596,-5.82827,2,8.00102,-5.85974,2
7.32,8.10844,-5.85262,2,7.9813,-5.8848,2
7.33,8.09085,-5.87692,2,7.96169,-5.90978,2
7.34,8.07318,-5.90117,2,7.94222,-5.93468,2
7.35,8.05544,-5.92536,2,7.92286,-5.9595,2
7.36,8.03763,-5.9495,2,7.90364,-5.98425,2
7.37,8.01974,-5.97359,2,7.88454,-6.00891,2
7.38,8.00178,-5.99762,2,7.86557,-6.03348,2
7.39,7.98376,-6.0216,2,7.84674,-6.05798,2
7.4,7.96565,-6.04552,2,7.82804,-6.08239,2
7.41,7.94748,-6.06939,2,7.80947,-6.10671,2
7.42,7.92924,-6.09321,2,7.79104,-6.13095,2
7.43,7.91092,-6.11697,2,7.77274,-6.1551,2
7.44,7.89254,-6.14067,2,7.75457,-6.17916,2
7.45,7.87408,-6.16432,2,7.73654,-6.20313,2
7.46,7.85555,-6.18792,2,7.71864,-6.22701,2
7.47,7.83695,-6.21146,2,7.70087,-6.25081,2
7.48,7.81828,-6.23494,2,7.68323,-6.27451,2
7.49,7.79954,-6.25837,2,7.66572,-6.29812,2
7.5,7.78073,-6.28174,2,7.64833,-6.32164,2
7.51,7.76185,-6.30505,2,7.63106,-6.34507,2
7.52,7.7429,-6.32831,2,7.61391,-6.36841,2
7.53,7.72388,-6.35151,2,7.59688,-6.39166,2
7.54,7.70479,-6.37465,2,7.57996,-6.41481,2
7.55,7.68563,-6.39774,2,7.56315,-6.43787,2
7.56,7.66641,-6.42076,2,7.54644,-6.46084,2
7.57,7.64711,-6.44373,2,7.52984,-6.48372,2
7.58,7.62774,-6.46665,2,7.51333,-6.5065,2
7.59,7.60831,-6.4895,2,7.49691,-6.52919,2
7.6,7.58881,-6.5123,2,7.48058,-6.55179,2
7.61,7.56924,-6.53503,2,7.46433,-6.5743,2
7.62,7.5496,-6.55771,2,7.44815,-6.59672,2
7.63,7.52989,-6.58033,2,7.43204,-6.61905,2
7.64,7.51012,-6.60289,2,7.416,-6.64128,2
7.65,7.49027,-6.62539,2,7.40001,-6.66343,2
7.66,7.47036,-6.64783,2,7.38407,-6.68548,2
7.67,7.45039,-6.67021,2,7.36818,-6.70745,2
7.68,7.43034,-6.69254,2,7.35233,-6.72932,2
7.69,7.41023,-6.7148,2,7.33651,-6.75111,2
7.7,7.39005,-6.737,2,7.32071,-6.77281,2
7.71,7.36981,-6.75914,2,7.30493,-6.79442,2
7.72,7.3495,-6.78122,2,7.28916,-6.81595,2
7.73,7.32912,-6.80323,2,7.27339,-6.83739,2
7.74,7.30868,-6.82519,2,7.25762,-6.85874,2
7.75,7.28817,-6.84709,2,7.24183,-6.88001,2
7.76,7.2676,-6.86892,2,7.22603,-6.9012,2
7.77,7.24696,-6.89069,2,7.2102,-6.92231,2
7.78,7.22625,-6.9124,2,7.19433,-6.94333,2
7.79,7.20548,-6.93405,2,7.17842,-6.96427,2
7.8,7.18465,-6.95563,2,7.16247,-6.98513,2
7.81,7.16375,-6.97716,2,7.14645,-7.00591,2
7.82,7.14279,-6.99862,2,7.13037,-7.02661,2
7.83,7.12176,-7.02001,2,7.11422,-7.04723,2
7.84,7.10067,-7.04135,2,7.09798,-7.06778,2
7.85,7.07951,-7.06262,2,7.08166,-7.08825,2
7.86,7.05829,-7.08382,2,7.06524,-7.10865,2
7.87,7.03701,-7.10497,2,7.04871,-7.12897,2
7.88,7.01566,-7.12605,2,7.03208,-7.14922,2
7.89,6.99425,-7.14706,2,7.01532,-7.16939,2
7.9,6.97278,-7.16801,2,6.99845,-7.1895,2
7.91,6.95124,-7.1889,2,6.98143,-7.20953,2
7.92,6.92964,-7.20972,2,6.96428,-7.2295,2
7.93,6.90798,-7.23047,2,6.94698,-7.2494,2
7.94,6.88626,-7.25117,2,6.92953,-7.26923,2
7.95,6.86448,-7.27179,2,6.91192,-7.28899,2
7.96,6.84263,-7.29235,2,6.89414,-7.30869,2
7.97,6.82072,-7.31285,2,6.87619,-7.32832,2
7.98,6.79875,-7.33328,2,6.85806,-7.34789,2
7.99,6.77672,-7.35364,2,6.83974,-7.3674,2
8,6.75463,-7.37394,2,6.82124,-7.38684,2
8.01,6.73248,-7.39417,2,6.80253,-7.40623,2
8.02,6.71027,-7.41433,2,6.78363,-7.42555,2
8.03,6.68799,-7.43443,2,6.76452,-7.44482,2
8.04,6.66566,-7.45446,2,6.7452,-7.46402,2
8.05,6.64327,-7.47442,2,6.72566,-7.48317,2
8.06,6.62081,-7.49432,2,6.70591,-7.50227,2
8.07,6.5983,-7.51415,2,6.68593,-7.5213,2
8.08,6.57573,-7.53391,2,6.66572,-7.54029,2
8.09,6.5531,-7.5536,2,6.64529,-7.55921,2
8.1,6.53041,-7.57323,2,6.62462,-7.57809,2
8.11,6.50766,-7.59278,2,6.60371,-7.59691,2
8.12,6.48485,-7.61227,2,6.58256,-7.61568,2
8.13,6.46198,-7.63169,2,6.56118,-7.6344,2
8.14,6.43906,-7.65105,2,6.53955,-7.65307,2
8.15,6.41608,-7.67033,2,6.51768,-7.67169,2
8.16,6.39304,-7.68954,2,6.49556,-7.69026,2
8.17,6.36994,-7.70869,2,6.4732,-7.70878,2
8.18,6.34679,-7.72776,2,6.45059,-7.72725,2
8.19,6.32358,-7.74677,2,6.42773,-7.74567,2
8.2,6.30031,-7.7657,2,6.40463,-7.76405,2
8.21,6.27698,-7.78457,2,6.38128,-7.78238,2
8.22,6.2536,-7.80336,2,6.35768,-7.80067,2
8.23,6.23016,-7.82209,2,6.33384,-7.81891,2
8.24,6.20667,-7.84075,2,6.30976,-7.8371,2
8.25,6.18312,-7.85933,2,6.28544,-7.85525,2
8.26,6.15951,-7.87784,2,6.26087,-7.87335,2
8.27,6.13585,-7.89629,2,6.23607,-7.89141,2
8.28,6.11213,-7.91466,2,6.21104,-7.90943,2
8.29,6.08836,-7.93296,2,6.18577,-7.9274,2
8.3,6.06454,-7.95119,2,6.16028,-7.94532,2
8.31,6.04065,-7.96935,2,6.13456,-7.96321,2
8.32,6.01672,-7.98743,2,6.10862,-7.98105,2
8.33,5.99273,-8.00545,2,6.08246,-7.99884,2
8.34,5.96869,-8.02339,2,6.05609,-8.0166,2
8.35,5.94459,-8.04126,2,6.02951,-8.0343,2
8.36,5.92044,-8.05906,2,6.00272,-8.05197,2
8.37,5.89624,-8.07678,2,5.97574,-8.06959,2
8.38,5.87198,-8.09443,2,5.94856,-8.08717,2
8.39,5.84767,-8.11201,2,5.9212,-8.1047,2
8.4,5.82331,-8.12952,2,5.89365,-8.12219,2
8.41,5.79889,-8.14695,2,5.86592,-8.13964,2
8.42,5.77442,-8.16431,2,5.83802,-8.15704,2
8.43,5.74991,-8.1816,2,5.80996,-8.17439,2
8.44,5.72534,-8.19881,2,5.78174,-8.1917,2
8.45,5.70071,-8.21595,2,5.75336,-8.20896,2
8.46,5.67604,-8.23302,2,5.72484,-8.22618,2
8.47,5.65132,-8.25001,2,5.69618,-8.24335,2
8.48,5.62654,-8.26693,2,5.66739,-8.26047,2
8.49,5.60171,-8.28377,2,5.63847,-8.27755,2
8.5,5.57684,-8.30054,2,5.60943,-8.29457,2
8.51,5.55191,-8.31723,2,5.58028,-8.31155,2
8.52,5.52693,-8.33385,2,5.55102,-8.32848,2
8.53,5.50191,-8.35039,2,5.52167,-8.34535,2
8.54,5.47683,-8.36686,2,5.49222,-8.36218,2
8.55,5.45171,-8.38325,2,5.4627,-8.37895,2
8.56,5.42653,-8.39957,2,5.43309,-8.39567,2
8.57,5.40131,-8.41581,2,5.40342,-8.41234,2
8.58,5.37604,-8.43198,2,5.37369,-8.42895,2
8.59,5.35072,-8.44807,2,5.3439,-8.4455,2
8.6,5.32535,-8.46408,2,5.31407,-8.46201,2
8.61,5.29993,-8.48002,2,5.28419,-8.47845,2
8.62,5.27447,-8.49588,2,5.25429,-8.49483,2
8.63,5.24896,-8.51167,2,5.22436,-8.51116,2
8.64,5.2234,-8.52737,2,5.19441,-8.52742,2
8.65,5.19779,-8.54301,2,5.16445,-8.54363,2
8.66,5.17214,-8.55856,2,5.13449,-8.55977,2
8.67,5.14644,-8.57404,2,5.10454,-8.57585,2
8.68,5.1207,-8.58944,2,5.07459,-8.59186,2
8.69,5.09491,-8.60476,2,5.04466,-8.60781,2
8.7,5.06907,-8.62001,2,5.01475,-8.62369,2
8.71,5.04319,-8.63518,2,4.98488,-8.6395,2
8.72,5.01726,-8.65027,2,4.95504,-8.65525,2
8.73,4.99128,-8.66528,2,4.92524,-8.67092,2
8.74,4.96527,-8.68022,2,4.8955,-8.68653,2
8.75,4.9392,-8.69507,2,4.86581,-8.70206,2
8.76,4.9131,-8.70985,2,4.83618,-8.71751,2
8.77,4.88694,-8.72455,2,4.80661,-8.7329,2
8.78,4.86075,-8.73917,2,4.77712,-8.7482,2
8.79,4.83451,-8.75371,2,4.74771,-8.76343,2
8.8,4.80823,-8.76818,2,4.71838,-8.77858,2
8.81,4.7819,-8.78256,2,4.68913,-8.79365,2
8.82,4.75553,-8.79687,2,4.65998,-8.80864,2
8.83,4.72912,-8.8111,2,4.63093,-8.82355,2
8.84,4.70266,-8.82524,2,4.60197,-8.83837,2
8.85,4.67617,-8.83931,2,4.57312,-8.85312,2
8.86,4.64963,-8.8533,2,4.54438,-8.86777,2
8.87,4.62305,-8.86721,2,4.51574,-8.88234,2
8.88,4.59643,-8.88104,2,4.48723,-8.89682,2
8.89,4.56976,-8.89479,2,4.45883,-8.91121,2
8.9,4.54306,-8.90846,2,4.43055,-8.92552,2
8.91,4.51631,-8.92205,2,4.40239,-8.93973,2
8.92,4.48952,-8.93556,2,4.37436,-8.95385,2
8.93,4.4627,-8.94898,2,4.34645,-8.96788,2
8.94,4.43583,-8.96233,2,4.31868,-8.98181,2
8.95,4.40892,-8.9756,2,4.29103,-8.99565,2
8.96,4.38198,-8.98879,2,4.26351,-9.00939,2
8.97,4.35499,-9.00189,2,4.23612,-9.02304,2
8.98,4.32797,-9.01492,2,4.20887,-9.03659,2
8.99,4.3009,-9.02786,2,4.18175,-9.05004,2
9,4.2738,-9.04072,2,4.15476,-9.06339,2
9.01,4.24666,-9.0535,2,4.1279,-9.07664,2
9.02,4.21948,-9.0662,2,4.10117,-9.08979,2
9.03,4.19226,-9.07882,2,4.07457,-9.10284,2
9.04,4.16501,-9.09135,2,4.0481,-9.11579,2
9.05,4.13771,-9.10381,2,4.02176,-9.12864,2
9.06,4.11038,-9.11618,2,3.99555,-9.14138,2
9.07,4.08302,-9.12847,2,3.96945,-9.15402,2
9.08,4.05561,-9.14068,2,3.94348,-9.16655,2
9.09,4.02817,-9.1528,2,3.91763,-9.17898,2
9.1,4.00069,-9.16485,2,3.8919,-9.19131,2
9.11,3.97318,-9.17681,2,3.86627,-9.20352,2
9.12,3.94563,-9.18869,2,3.84076,-9.21564,2
9.13,3.91805,-9.20048,2,3.81536,-9.22764,2
9.14,3.89043,-9.2122,2,3.79006,-9.23954,2
9.15,3.86278,-9.22383,2,3.76485,-9.25133,2
9.16,3.83509,-9.23537,2,3.73975,-9.26301,2
9.17,3.80736,-9.24684,2,3.71473,-9.27459,2
9.18,3.77961,-9.25822,2,3.68981,-9.28606,2
9.19,3.75182,-9.26951,2,3.66496,-9.29742,2
9.2,3.72399,-9.28073,2,3.64019,-9.30867,2
9.21,3.69613,-9.29186,2,3.6155,-9.31982,2
9.22,3.66824,-9.3029,2,3.59087,-9.33085,2
9.23,3.64031,-9.31387,2,3.56631,-9.34178,2
9.24,3.61236,-9.32475,2,3.5418,-9.3526,2
9.25,3.58437,-9.33554,2,3.51734,-9.36331,2
9.26,3.55634,-9.34625,2,3.49293,-9.37391,2
9.27,3.52829,-9.35688,2,3.46856,-9.38441,2
9.28,3.5002,-9.36742,2,3.44423,-9.39479,2
9.29,3.47208,-9.37788,2,3.41992,-9.40507,2
9.3,3.44393,-9.38825,2,3.39564,-9.41524,2
9.31,3.41575,-9.39854,2,3.37137,-9.42531,2
9.32,3.38754,-9.40875,2,3.34712,-9.43527,2
9.33,3.3593,-9.41887,2,3.32287,-9.44512,2
9.34,3.33103,-9.4289,2,3.29861,-9.45486,2
9.35,3.30273,-9.43885,2,3.27435,-9.4645,2
9.36,3.2744,-9.44872,2,3.25008,-9.47403,2
9.37,3.24604,-9.4585,2,3.22578,-9.48345,2
9.38,3.21765,-9.4682,2,3.20146,-9.49277,2
9.39,3.18923,-9.47781,2,3.1771,-9.50199,2
9.4,3.16078,-9.48733,2,3.15271,-9.5111,2
9.41,3.1323,-9.49677,2,3.12827,-9.5201,2
9.42,3.1038,-9.50613,2,3.10378,-9.529,2
9.43,3.07527,-9.51539,2,3.07923,-9.5378,2
9.44,3.04671,-9.52458,2,3.05462,-9.5465,2
9.45,3.01812,-9.53367,2,3.02993,-9.55509,2
9.46,2.9895,-9.54269,2,3.00518,-9.56359,2
9.47,2.96086,-9.55161,2,2.98034,-9.57198,2
9.48,2.9322,-9.56045,2,2.95541,-9.58027,2
9.49,2.9035,-9.5692,2,2.93039,-9.58846,2
9.5,2.87478,-9.57787,2,2.90527,-9.59655,2
9.51,2.84603,-9.58645,2,2.88005,-9.60455,2
9.52,2.81726,-9.59495,2,2.85472,-9.61244,2
9.53,2.78846,-9.60336,2,2.82928,-9.62024,2
9.54,2.75964,-9.61168,2,2.80372,-9.62794,2
9.55,2.73079,-9.61991,2,2.77803,-9.63554,2
9.56,2.70192,-9.62806,2,2.75222,-9.64305,2
9.57,2.67303,-9.63613,2,2.72627,-9.65047,2
9.58,2.64411,-9.6441,2,2.70018,-9.65779,2
9.59,2.61516,-9.65199,2,2.67396,-9.66501,2
9.6,2.58619,-9.65979,2,2.64759,-9.67215,2
9.61,2.5572,-9.66751,2,2.62107,-9.67919,2
9.62,2.52819,-9.67514,2,2.5944,-9.68614,2
9.63,2.49915,-9.68268,2,2.56757,-9.693,2
