t,x_des,y_des,z_des,x_act,y_act,z_act
4.08,9.40466,3.19652,1.83989,9.68216,3.07174,1.83989
4.09,9.41482,3.17339,1.83706,9.69001,3.03939,1.83706
4.1,9.42489,3.15015,1.83424,9.69743,3.00712,1.83424
4.11,9.43487,3.1268,1.83141,9.70442,2.97494,1.83141
4.12,9.44477,3.10333,1.82858,9.711,2.94286,1.82858
4.13,9.45459,3.07976,1.82574,9.71716,2.9109,1.82574
4.14,9.46432,3.05607,1.8229,9.72292,2.87906,1.8229
4.15,9.47396,3.03227,1.82006,9.72827,2.84735,1.82006
4.16,9.48352,3.00836,1.81722,9.73323,2.8158,1.81722
4.17,9.49299,2.98434,1.81437,9.73779,2.7844,1.81437
4.18,9.50238,2.96022,1.81152,9.74198,2.75318,1.81152
4.19,9.51169,2.93599,1.80867,9.7458,2.72213,1.80867
4.2,9.5209,2.91165,1.80582,9.74925,2.69127,1.80582
4.21,9.53004,2.88721,1.80296,9.75234,2.66061,1.80296
4.22,9.53908,2.86267,1.8001,9.75509,2.63015,1.8001
4.23,9.54804,2.83802,1.79724,9.7575,2.59991,1.79724
4.24,9.55692,2.81327,1.79437,9.75958,2.56989,1.79437
4.25,9.5657,2.78842,1.7915,9.76135,2.54009,1.7915
4.26,9.57441,2.76347,1.78863,9.76281,2.51054,1.78863
4.27,9.58302,2.73842,1.78576,9.76397,2.48122,1.78576
4.28,9.59155,2.71327,1.78288,9.76485,2.45214,1.78288
4.29,9.59999,2.68802,1.78,9.76545,2.42332,1.78
4.3,9.60835,2.66267,1.77712,9.7658,2.39475,1.77712
4.31,9.61662,2.63723,1.77424,9.7659,2.36645,1.77424
4.32,9.6248,2.6117,1.77135,9.76575,2.3384,1.77135
4.33,9.6329,2.58607,1.76846,9.76539,2.31062,1.76846
4.34,9.64091,2.56035,1.76557,9.76481,2.28311,1.76557
4.35,9.64884,2.53453,1.76268,9.76404,2.25587,1.76268
4.36,9.65667,2.50863,1.75978,9.76307,2.2289,1.75978
4.37,9.66442,2.48263,1.75688,9.76194,2.2022,1.75688
4.38,9.67209,2.45655,1.75398,9.76065,2.17578,1.75398
4.39,9.67966,2.43037,1.75108,9.75921,2.14963,1.75108
4.4,9.68715,2.40411,1.74818,9.75764,2.12375,1.74818
4.41,9.69455,2.37777,1.74527,9.75595,2.09814,1.74527
4.42,9.70187,2.35133,1.74236,9.75415,2.0728,1.74236
4.43,9.70909,2.32481,1.73945,9.75226,2.04773,1.73945
4.44,9.71623,2.29821,1.73653,9.7503,2.02292,1.73653
4.45,9.72329,2.27153,1.73362,9.74827,1.99838,1.73362
4.46,9.73025,2.24476,1.7307,9.74619,1.97409,1.7307
4.47,9.73713,2.21792,1.72778,9.74407,1.95006,1.72778
4.48,9.74392,2.19099,1.72486,9.74193,1.92628,1.72486
4.49,9.75062,2.16398,1.72193,9.73977,1.90274,1.72193
4.5,9.75723,2.1369,1.71901,9.73762,1.87944,1.71901
4.51,9.76376,2.10974,1.71608,9.73549,1.85637,1.71608
4.52,9.7702,2.0825,1.71315,9.73338,1.83354,1.71315
4.53,9.77655,2.05519,1.71022,9.73131,1.81092,1.71022
4.54,9.78281,2.02781,1.70728,9.7293,1.78851,1.70728
4.55,9.78899,2.00035,1.70435,9.72735,1.76631,1.70435
4.56,9.79507,1.97282,1.70141,9.72548,1.7443,1.70141
4.57,9.80107,1.94522,1.69847,9.7237,1.72248,1.69847
4.58,9.80698,1.91754,1.69553,9.72201,1.70085,1.69553
4.59,9.8128,1.8898,1.69259,9.72044,1.67938,1.69259
4.6,9.81854,1.862,1.68964,9.71899,1.65807,1.68964
4.61,9.82418,1.83412,1.68669,9.71767,1.63691,1.68669
4.62,9.82974,1.80618,1.68375,9.71649,1.61589,1.68375
4.63,9.83521,1.77817,1.6808,9.71547,1.59499,1.6808
4.64,9.84058,1.7501,1.67785,9.71461,1.57422,1.67785
4.65,9.84588,1.72197,1.67489,9.71391,1.55355,1.67489
4.66,9.85108,1.69377,1.67194,9.7134,1.53297,1.67194
4.67,9.85619,1.66552,1.66898,9.71306,1.51248,1.66898
4.68,9.86122,1.6372,1.66602,9.71293,1.49206,1.66602
4.69,9.86615,1.60882,1.66306,9.71299,1.47169,1.66306
4.7,9.871,1.58039,1.6601,9.71326,1.45137,1.6601
4.71,9.87576,1.5519,1.65714,9.71375,1.43109,1.65714
4.72,9.88043,1.52335,1.65418,9.71445,1.41082,1.65418
4.73,9.88501,1.49475,1.65121,9.71538,1.39056,1.65121
4.74,9.8895,1.4661,1.64825,9.71654,1.3703,1.64825
4.75,9.89391,1.43739,1.64528,9.71793,1.35002,1.64528
4.76,9.89822,1.40863,1.64231,9.71956,1.3297,1.64231
4.77,9.90244,1.37982,1.63934,9.72143,1.30934,1.63934
4.78,9.90658,1.35096,1.63637,9.72354,1.28893,1.63637
4.79,9.91063,1.32205,1.6334,9.7259,1.26844,1.6334
4.8,9.91458,1.2931,1.63042,9.72851,1.24787,1.63042
4.81,9.91845,1.26409,1.62745,9.73136,1.22721,1.62745
4.82,9.92223,1.23505,1.62447,9.73446,1.20643,1.62447
4.83,9.92592,1.20595,1.6215,9.73781,1.18554,1.6215
4.84,9.92952,1.17682,1.61852,9.74141,1.16451,1.61852
4.85,9.93303,1.14764,1.61554,9.74526,1.14333,1.61554
4.86,9.93645,1.11842,1.61256,9.74936,1.122,1.61256
4.87,9.93978,1.08916,1.60958,9.7537,1.1005,1.60958
4.88,9.94303,1.05986,1.60659,9.75828,1.07882,1.60659
4.89,9.94618,1.03052,1.60361,9.7631,1.05694,1.60361
4.9,9.94924,1.00115,1.60063,9.76816,1.03486,1.60063
4.91,9.95222,0.97174,1.59764,9.77345,1.01257,1.59764
4.92,9.9551,0.942294,1.59465,9.77897,0.990061,1.59465
4.93,9.9579,0.912815,1.59167,9.78471,0.967313,1.59167
4.94,9.9606,0.883303,1.58868,9.79066,0.944323,1.58868
4.95,9.96322,0.853759,1.58569,9.79683,0.921079,1.58569
4.96,9.96574,0.824185,1.5827,9.8032,0.897575,1.5827
4.97,9.96818,0.79458,1.57971,9.80977,0.873801,1.57971
4.98,9.97053,0.764947,1.57672,9.81653,0.849749,1.57672
4.99,9.97278,0.735287,1.57373,9.82348,0.825412,1.57373
5,9.97495,0.7056,1.57074,9.8306,0.800782,1.57074
5.01,9.97703,0.675888,1.56774,9.83788,0.775853,1.56774
5.02,9.97901,0.646151,1.56475,9.84532,0.750618,1.56475
5.03,9.98091,0.616391,1.56176,9.85291,0.725072,1.56176
5.04,9.98272,0.586609,1.55876,9.86064,0.699208,1.55876
5.05,9.98444,0.556806,1.55577,9.86849,0.673023,1.55577
5.06,9.98607,0.526983,1.55277,9.87646,0.646512,1.55277
5.07,9.9876,0.49714,1.54978,9.88454,0.61967,1.54978
5.08,9.98905,0.46728,1.54678,9.89271,0.592495,1.54678
5.09,9.99041,0.437403,1.54378,9.90097,0.564983,1.54378
5.1,9.99168,0.407511,1.54079,9.9093,0.537132,1.54079
5.11,9.99286,0.377603,1.53779,9.91769,0.50894,1.53779
5.12,9.99395,0.347682,1.53479,9.92612,0.480405,1.53479
5.13,9.99495,0.317749,1.53179,9.93459,0.451528,1.53179
5.14,9.99585,0.287804,1.52879,9.94308,0.422307,1.52879
5.15,9.99667,0.257849,1.52579,9.95158,0.392742,1.52579
5.16,9.9974,0.227884,1.52279,9.96008,0.362835,1.52279
5.17,9.99804,0.197912,1.5198,9.96856,0.332586,1.5198
5.18,9.99859,0.167932,1.5168,9.97701,0.301998,1.5168
5.19,9.99905,0.137946,1.5138,9.98542,0.271072,1.5138
5.2,9.99942,0.107955,1.5108,9.99377,0.239812,1.5108
5.21,9.9997,0.0779601,1.5078,10.0021,0.20822,1.5078
5.22,9.99988,0.0479625,1.5048,10.0103,0.176302,1.5048
5.23,9.99998,0.0179632,1.5018,10.0183,0.14406,1.5018
5.24,9.99999,-0.0120367,1.4988,10.0263,0.111501,1.4988
5.25,9.99991,-0.0420362,1.4958,10.0342,0.0786299,1.4958
5.26,9.99974,-0.0720342,1.4928,10.0419,0.0454524,1.4928
5.27,9.99948,-0.10203,1.4898,10.0495,0.0119752,1.4898
5.28,9.99913,-0.132021,1.4868,10.0569,-0.0217945,1.4868
5.29,9.99869,-0.162008,1.4838,10.0642,-0.0558491,1.4838
5.3,9.99816,-0.19199,1.4808,10.0712,-0.0901807,1.4808
5.31,9.99754,-0.221964,1.4778,10.078,-0.124781,1.4778
5.32,9.99682,-0.25193,1.4748,10.0847,-0.15964,1.4748
5.33,9.99602,-0.281887,1.4718,10.0911,-0.194749,1.4718
5.34,9.99513,-0.311834,1.4688,10.0972,-0.230098,1.4688
5.35,9.99415,-0.34177,1.4658,10.1031,-0.265676,1.4658
5.36,9.99308,-0.371694,1.4628,10.1088,-0.301473,1.4628
5.37,9.99192,-0.401604,1.45981,10.1142,-0.337478,1.45981
5.38,9.99067,-0.431499,1.45681,10.1193,-0.37368,1.45681
5.39,9.98933,-0.461379,1.45381,10.1241,-0.410066,1.45381
5.4,9.9879,-0.491243,1.45082,10.1286,-0.446624,1.45082
5.41,9.98638,-0.521089,1.44782,10.1328,-0.483342,1.44782
5.42,9.98477,-0.550916,1.44482,10.1366,-0.520208,1.44482
5.43,9.98307,-0.580723,1.44183,10.1402,-0.557208,1.44183
5.44,9.98128,-0.610509,1.43883,10.1434,-0.594329,1.43883
5.45,9.9794,-0.640274,1.43584,10.1463,-0.631558,1.43584
5.46,9.97743,-0.670015,1.43285,10.1488,-0.66888,1.43285
5.47,9.97537,-0.699732,1.42985,10.1509,-0.706283,1.42985
5.48,9.97322,-0.729424,1.42686,10.1527,-0.743752,1.42686
5.49,9.97098,-0.75909,1.42387,10.1541,-0.781273,1.42387
5.5,9.96865,-0.788728,1.42088,10.1552,-0.818832,1.42088
5.51,9.96623,-0.818338,1.41789,10.1558,-0.856414,1.41789
5.52,9.96372,-0.847919,1.4149,10.1561,-0.894004,1.4149
5.53,9.96113,-0.877469,1.41191,10.156,-0.931589,1.41191
5.54,9.95844,-0.906988,1.40892,10.1555,-0.969154,1.40892
5.55,9.95566,-0.936473,1.40594,10.1547,-1.00668,1.40594
5.56,9.95279,-0.965925,1.40295,10.1534,-1.04416,1.40295
5.57,9.94984,-0.995343,1.39996,10.1517,-1.08158,1.39996
5.58,9.94679,-1.02472,1.39698,10.1496,-1.11892,1.39698
5.59,9.94366,-1.05407,1.394,10.1472,-1.15616,1.394
5.6,9.94043,-1.08338,1.39101,10.1443,-1.1933,1.39101
5.61,9.93712,-1.11264,1.38803,10.141,-1.23032,1.38803
5.62,9.93371,-1.14187,1.38505,10.1373,-1.2672,1.38505
5.63,9.93022,-1.17106,1.38207,10.1332,-1.30394,1.38207
5.64,9.92664,-1.2002,1.37909,10.1288,-1.34052,1.37909
5.65,9.92297,-1.2293,1.37612,10.1239,-1.37692,1.37612
5.66,9.91921,-1.25836,1.37314,10.1186,-1.41313,1.37314
5.67,9.91535,-1.28737,1.37016,10.113,-1.44914,1.37016
5.68,9.91142,-1.31634,1.36719,10.1069,-1.48495,1.36719
5.69,9.90739,-1.34525,1.36422,10.1005,-1.52053,1.36422
5.7,9.90327,-1.37412,1.36125,10.0937,-1.55587,1.36125
5.71,9.89906,-1.40294,1.35828,10.0865,-1.59097,1.35828
5.72,9.89476,-1.43171,1.35531,10.0789,-1.62581,1.35531
5.73,9.89038,-1.46043,1.35234,10.071,-1.66038,1.35234
5.74,9.8859,-1.4891,1.34937,10.0628,-1.69468,1.34937
5.75,9.88134,-1.51771,1.34641,10.0541,-1.72869,1.34641
5.76,9.87669,-1.54626,1.34344,10.0452,-1.7624,1.34344
5.77,9.87195,-1.57477,1.34048,10.0359,-1.79581,1.34048
5.78,9.86712,-1.60321,1.33752,10.0262,-1.82891,1.33752
5.79,9.8622,-1.6316,1.33456,10.0163,-1.86169,1.33456
5.8,9.85719,-1.65993,1.3316,10.006,-1.89414,1.3316
5.81,9.8521,-1.68819,1.32865,9.99542,-1.92625,1.32865
5.82,9.84691,-1.7164,1.32569,9.98456,-1.95803,1.32569
5.83,9.84164,-1.74455,1.32274,9.97341,-1.98945,1.32274
5.84,9.83627,-1.77263,1.31979,9.96199,-2.02053,1.31979
5.85,9.83082,-1.80065,1.31684,9.9503,-2.05125,1.31684
5.86,9.82529,-1.8286,1.31389,9.93836,-2.0816,1.31389
5.87,9.81966,-1.85649,1.31094,9.92617,-2.1116,1.31094
5.88,9.81394,-1.88432,1.308,9.91376,-2.14122,1.308
5.89,9.80814,-1.91207,1.30505,9.90112,-2.17047,1.30505
5.9,9.80224,-1.93975,1.30211,9.88828,-2.19935,1.30211
5.91,9.79626,-1.96737,1.29917,9.87523,-2.22786,1.29917
5.92,9.7902,-1.99491,1.29623,9.86201,-2.25598,1.29623
5.93,9.78404,-2.02239,1.2933,9.8486,-2.28373,1.2933
5.94,9.77779,-2.04979,1.29036,9.83504,-2.3111,1.29036
5.95,9.77146,-2.07711,1.28743,9.82132,-2.3381,1.28743
5.96,9.76504,-2.10436,1.2845,9.80747,-2.36471,1.2845
5.97,9.75853,-2.13154,1.28157,9.79349,-2.39095,1.28157
5.98,9.75193,-2.15864,1.27865,9.7794,-2.41681,1.27865
5.99,9.74525,-2.18566,1.27572,9.76521,-2.4423,1.27572
6,9.73848,-2.2126,1.2728,9.75093,-2.46742,1.2728
6.01,9.73162,-2.23946,1.26988,9.73658,-2.49218,1.26988
6.02,9.72467,-2.26625,1.26696,9.72215,-2.51657,1.26696
6.03,9.71763,-2.29295,1.26404,9.70768,-2.54059,1.26404
6.04,9.71051,-2.31957,1.26113,9.69317,-2.56427,1.26113
6.05,9.7033,-2.3461,1.25822,9.67863,-2.58759,1.25822
6.06,9.696,-2.37255,1.25531,9.66407,-2.61056,1.25531
6.07,9.68862,-2.39891,1.2524,9.6495,-2.63319,1.2524
6.08,9.68115,-2.42519,1.24949,9.63494,-2.65549,1.24949
6.09,9.67359,-2.45138,1.24659,9.6204,-2.67746,1.24659
6.1,9.66594,-2.47749,1.24369,9.60589,-2.69911,1.24369
6.11,9.65821,-2.5035,1.24079,9.59141,-2.72044,1.24079
6.12,9.65039,-2.52942,1.23789,9.57699,-2.74146,1.23789
6.13,9.64248,-2.55526,1.235,9.56262,-2.76219,1.235
6.14,9.63449,-2.581,1.23211,9.54832,-2.78262,1.23211
6.15,9.62641,-2.60664,1.22922,9.5341,-2.80277,1.22922
6.16,9.61824,-2.6322,1.22633,9.51997,-2.82264,1.22633
6.17,9.60999,-2.65766,1.22345,9.50594,-2.84224,1.22345
6.18,9.60165,-2.68302,1.22057,9.49201,-2.86159,1.22057
6.19,9.59323,-2.70829,1.21769,9.4782,-2.88069,1.21769
6.2,9.58471,-2.73346,1.21481,9.46451,-2.89956,1.21481
6.21,9.57611,-2.75853,1.21194,9.45095,-2.91819,1.21194
6.22,9.56743,-2.7835,1.20907,9.43752,-2.9366,1.20907
6.23,9.55866,-2.80837,1.2062,9.42424,-2.95481,1.2062
6.24,9.5498,-2.83314,1.20333,9.41111,-2.97282,1.20333
6.25,9.54086,-2.85781,1.20047,9.39813,-2.99063,1.20047
6.26,9.53183,-2.88237,1.19761,9.38532,-3.00828,1.19761
6.27,9.52271,-2.90683,1.19475,9.37267,-3.02575,1.19475
6.28,9.51351,-2.93119,1.19189,9.36019,-3.04307,1.19189
6.29,9.50423,-2.95544,1.18904,9.34788,-3.06024,1.18904
6.3,9.49486,-2.97959,1.18619,9.33576,-3.07727,1.18619
6.31,9.4854,-3.00362,1.18334,9.32382,-3.09418,1.18334
6.32,9.47586,-3.02755,1.1805,9.31206,-3.11098,1.1805
6.33,9.46623,-3.05137,1.17766,9.30049,-3.12767,1.17766
6.34,9.45652,-3.07508,1.17482,9.28911,-3.14427,1.17482
6.35,9.44672,-3.09868,1.17198,9.27793,-3.16079,1.17198
6.36,9.43684,-3.12217,1.16915,9.26693,-3.17724,1.16915
6.37,9.42687,-3.14555,1.16632,9.25613,-3.19362,1.16632
6.38,9.41681,-3.16881,1.16349,9.24552,-3.20995,1.16349
6.39,9.40668,-3.19196,1.16067,9.23511,-3.22625,1.16067
6.4,9.39645,-3.21499,1.15785,9.22488,-3.24251,1.15785
6.41,9.38615,-3.23791,1.15503,9.21485,-3.25874,1.15503
6.42,9.37576,-3.26071,1.15222,9.20501,-3.27497,1.15222
6.43,9.36528,-3.2834,1.14941,9.19536,-3.29119,1.14941
6.44,9.35472,-3.30596,1.1466,9.1859,-3.30742,1.1466
6.45,9.34408,-3.32841,1.14379,9.17661,-3.32366,1.14379
6.46,9.33335,-3.35074,1.14099,9.16751,-3.33992,1.14099
6.47,9.32254,-3.37294,1.13819,9.15859,-3.35622,1.13819
6.48,9.31164,-3.39503,1.1354,9.14983,-3.37256,1.1354
6.49,9.30066,-3.41699,1.13261,9.14125,-3.38894,1.13261
6.5,9.2896,-3.43883,1.12982,9.13283,-3.40538,1.12982
6.51,9.27845,-3.46055,1.12703,9.12457,-3.42188,1.12703
6.52,9.26722,-3.48214,1.12425,9.11646,-3.43845,1.12425
6.53,9.25591,-3.5036,1.12147,9.10849,-3.45509,1.12147
6.54,9.24451,-3.52494,1.1187,9.10067,-3.47182,1.1187
6.55,9.23303,-3.54616,1.11593,9.09299,-3.48863,1.11593
6.56,9.22146,-3.56724,1.11316,9.08543,-3.50553,1.11316
6.57,9.20982,-3.5882,1.11039,9.07799,-3.52254,1.11039
6.58,9.19809,-3.60903,1.10763,9.07066,-3.53964,1.10763
6.59,9.18627,-3.62972,1.10488,9.06344,-3.55685,1.10488
6.6,9.17438,-3.65029,1.10212,9.05632,-3.57417,1.10212
6.61,9.1624,-3.67073,1.09937,9.04929,-3.59161,1.09937
6.62,9.15034,-3.69103,1.09662,9.04233,-3.60916,1.09662
6.63,9.1382,-3.7112,1.09388,9.03545,-3.62683,1.09388
6.64,9.12597,-3.73124,1.09114,9.02863,-3.64462,1.09114
6.65,9.11367,-3.75114,1.0884,9.02187,-3.66254,1.0884
6.66,9.10128,-3.77091,1.08567,9.01515,-3.68058,1.08567
6.67,9.08881,-3.79054,1.08294,9.00846,-3.69875,1.08294
6.68,9.07626,-3.81004,1.08022,9.0018,-3.71705,1.08022
6.69,9.06362,-3.8294,1.0775,8.99515,-3.73547,1.0775
6.7,9.05091,-3.84862,1.07478,8.98851,-3.75402,1.07478
6.71,9.03811,-3.8677,1.07207,8.98186,-3.7727,1.07207
6.72,9.02523,-3.88664,1.06936,8.9752,-3.7915,1.06936
6.73,9.01227,-3.90544,1.06665,8.96851,-3.81043,1.06665
6.74,8.99923,-3.92411,1.06395,8.96178,-3.82947,1.06395
6.75,8.98611,-3.94263,1.06125,8.95501,-3.84864,1.06125
6.76,8.9729,-3.96101,1.05856,8.94818,-3.86792,1.05856
6.77,8.95962,-3.97924,1.05587,8.94128,-3.88732,1.05587
6.78,8.94626,-3.99733,1.05318,8.9343,-3.90683,1.05318
6.79,8.93281,-4.01528,1.0505,8.92723,-3.92644,1.0505
6.8,8.91929,-4.03309,1.04782,8.92007,-3.94616,1.04782
6.81,8.90568,-4.05075,1.04515,8.91279,-3.96597,1.04515
6.82,8.892,-4.06826,1.04248,8.90539,-3.98587,1.04248
6.83,8.87823,-4.08563,1.03981,8.89786,-4.00586,1.03981
6.84,8.86438,-4.10285,1.03715,8.89019,-4.02593,1.03715
6.85,8.85046,-4.11992,1.0345,8.88237,-4.04607,1.0345
6.86,8.83645,-4.13685,1.03184,8.87439,-4.06628,1.03184
6.87,8.82237,-4.15362,1.02919,8.86624,-4.08654,1.02919
6.88,8.80821,-4.17025,1.02655,8.8579,-4.10686,1.02655
6.89,8.79396,-4.18672,1.02391,8.84938,-4.12722,1.02391
6.9,8.77964,-4.20305,1.02127,8.84066,-4.14762,1.02127
6.91,8.76524,-4.21922,1.01864,8.83172,-4.16804,1.01864
6.92,8.75076,-4.23524,1.01601,8.82257,-4.18848,1.01601
6.93,8.7362,-4.25111,1.01339,8.8132,-4.20893,1.01339
6.94,8.72156,-4.26683,1.01077,8.80359,-4.22938,1.01077
6.95,8.70685,-4.28239,1.00816,8.79373,-4.24982,1.00816
6.96,8.69205,-4.2978,1.00555,8.78363,-4.27023,1.00555
6.97,8.67718,-4.31305,1.00294,8.77327,-4.29062,1.00294
6.98,8.66223,-4.32815,1.00034,8.76265,-4.31097,1.00034
6.99,8.6472,-4.34309,0.997746,8.75175,-4.33126,0.997746
7,8.63209,-4.35788,0.995154,8.74058,-4.35149,0.995154
7.01,8.61691,-4.37251,0.992567,8.72912,-4.37165,0.992567
7.02,8.60165,-4.38698,0.989984,8.71737,-4.39172,0.989984
7.03,8.58631,-4.40129,0.987406,8.70533,-4.41169,0.987406
7.04,8.57089,-4.41545,0.984832,8.69299,-4.43156,0.984832
7.05,8.5554,-4.42945,0.982263,8.68034,-4.45131,0.982263
7.06,8.53983,-4.44328,0.979699,8.66738,-4.47093,0.979699
7.07,8.52418,-4.45696,0.977139,8.65412,-4.4904,0.977139
7.08,8.50846,-4.47048,0.974584,8.64053,-4.50973,0.974584
7.09,8.49266,-4.48383,0.972034,8.62663,-4.52888,0.972034
7.1,8.47678,-4.49703,0.969489,8.6124,-4.54787,0.969489
7.11,8.46082,-4.51006,0.966948,8.59785,-4.56666,0.966948
7.12,8.4448,-4.52293,0.964412,8.58298,-4.58525,0.964412
7.13,8.42869,-4.53564,0.961881,8.56778,-4.60364,0.961881
7.14,8.41251,-4.54818,0.959355,8.55225,-4.6218,0.959355
7.15,8.39625,-4.56056,0.956834,8.53639,-4.63973,0.956834
7.16,8.37992,-4.57278,0.954317,8.52021,-4.65742,0.954317
7.17,8.36351,-4.58483,0.951806,8.50369,-4.67485,0.951806
7.18,8.34703,-4.59671,0.949299,8.48685,-4.69202,0.949299
7.19,8.33047,-4.60844,0.946798,8.46969,-4.70892,0.946798
7.2,8.31383,-4.61999,0.944301,8.4522,-4.72553,0.944301
7.21,8.29713,-4.63138,0.941809,8.43438,-4.74185,0.941809
7.22,8.28034,-4.6426,0.939323,8.41625,-4.75786,0.939323
7.23,8.26349,-4.65366,0.936841,8.3978,-4.77357,0.936841
7.24,8.24655,-4.66454,0.934365,8.37904,-4.78895,0.934365
7.25,8.22955,-4.67526,0.931893,8.35997,-4.804,0.931893
7.26,8.21247,-4.68581,0.929427,8.34059,-4.81872,0.929427
7.27,8.19531,-4.6962,0.926966,8.32092,-4.8331,0.926966
7.28,8.17809,-4.70641,0.92451,8.30094,-4.84712,0.92451
7.29,8.16078,-4.71645,0.922059,8.28068,-4.86079,0.922059
7.3,8.14341,-4.72633,0.919613,8.26014,-4.87409,0.919613
7.31,8.12596,-4.73603,0.917173,8.23931,-4.88702,0.917173
7.32,8.10844,-4.74556,0.914738,8.21821,-4.89957,0.914738
7.33,8.09085,-4.75493,0.912308,8.19685,-4.91175,0.912308
7.34,8.07318,-4.76412,0.909883,8.17523,-4.92353,0.909883
7.35,8.05544,-4.77314,0.907464,8.15336,-4.93493,0.907464
7.36,8.03763,-4.78199,0.90505,8.13125,-4.94593,0.90505
7.37,8.01974,-4.79066,0.902641,8.1089,-4.95654,0.902641
7.38,8.00178,-4.79917,0.900238,8.08633,-4.96675,0.900238
7.39,7.98376,-4.8075,0.89784,8.06353,-4.97655,0.89784
7.4,7.96565,-4.81565,0.895448,8.04053,-4.98595,0.895448
7.41,7.94748,-4.82364,0.893061,8.01733,-4.99494,0.893061
7.42,7.92924,-4.83145,0.890679,7.99393,-5.00352,0.890679
7.43,7.91092,-4.83909,0.888303,7.97035,-5.01169,0.888303
7.44,7.89254,-4.84655,0.885933,7.9466,-5.01945,0.885933
7.45,7.87408,-4.85384,0.883568,7.92269,-5.02681,0.883568
7.46,7.85555,-4.86095,0.881208,7.89862,-5.03375,0.881208
7.47,7.83695,-4.86789,0.878854,7.87441,-5.04028,0.878854
7.48,7.81828,-4.87465,0.876506,7.85007,-5.04641,0.876506
7.49,7.79954,-4.88124,0.874163,7.8256,-5.05213,0.874163
7.5,7.78073,-4.88765,0.871826,7.80102,-5.05745,0.871826
7.51,7.76185,-4.89389,0.869495,7.77633,-5.06236,0.869495
7.52,7.7429,-4.89995,0.867169,7.75155,-5.06688,0.867169
7.53,7.72388,-4.90583,0.864849,7.72668,-5.071,0.864849
7.54,7.70479,-4.91154,0.862535,7.70175,-5.07472,0.862535
7.55,7.68563,-4.91707,0.860226,7.67675,-5.07806,0.860226
7.56,7.66641,-4.92242,0.857924,7.65169,-5.08101,0.857924
7.57,7.64711,-4.92759,0.855627,7.62659,-5.08359,0.855627
7.58,7.62774,-4.93259,0.853335,7.60146,-5.08578,0.853335
7.59,7.60831,-4.93741,0.85105,7.5763,-5.08761,0.85105
7.6,7.58881,-4.94206,0.84877,7.55112,-5.08907,0.84877
7.61,7.56924,-4.94652,0.846497,7.52595,-5.09017,0.846497
7.62,7.5496,-4.95081,0.844229,7.50077,-5.09091,0.844229
7.63,7.52989,-4.95492,0.841967,7.47561,-5.09131,0.841967
7.64,7.51012,-4.95885,0.839711,7.45047,-5.09137,0.839711
7.65,7.49027,-4.9626,0.837461,7.42536,-5.09109,0.837461
7.66,7.47036,-4.96617,0.835217,7.40028,-5.09048,0.835217
7.67,7.45039,-4.96957,0.832979,7.37526,-5.08955,0.832979
7.68,7.43034,-4.97278,0.830746,7.35029,-5.08831,0.830746
7.69,7.41023,-4.97582,0.82852,7.32538,-5.08676,0.82852
7.7,7.39005,-4.97868,0.8263,7.30055,-5.08492,0.8263
7.71,7.36981,-4.98135,0.824086,7.27579,-5.08278,0.824086
7.72,7.3495,-4.98385,0.821878,7.25112,-5.08036,0.821878
7.73,7.32912,-4.98617,0.819677,7.22654,-5.07766,0.819677
7.74,7.30868,-4.98831,0.817481,7.20206,-5.0747,0.817481
7.75,7.28817,-4.99027,0.815291,7.17768,-5.07148,0.815291
7.76,7.2676,-4.99205,0.813108,7.15341,-5.06801,0.813108
7.77,7.24696,-4.99365,0.810931,7.12926,-5.0643,0.810931
7.78,7.22625,-4.99507,0.80876,7.10523,-5.06036,0.80876
7.79,7.20548,-4.99632,0.806595,7.08132,-5.05619,0.806595
7.8,7.18465,-4.99738,0.804437,7.05755,-5.05181,0.804437
7.81,7.16375,-4.99826,0.802284,7.03391,-5.04722,0.802284
7.82,7.14279,-4.99896,0.800138,7.01041,-5.04243,0.800138
7.83,7.12176,-4.99948,0.797999,6.98705,-5.03745,0.797999
7.84,7.10067,-4.99982,0.795865,6.96384,-5.03229,0.795865
7.85,7.07951,-4.99999,0.793738,6.94077,-5.02697,0.793738
7.86,7.05829,-4.99997,0.791618,6.91785,-5.02147,0.791618
7.87,7.03701,-4.99977,0.789503,6.89509,-5.01583,0.789503
7.88,7.01566,-4.99939,0.787395,6.87248,-5.01003,0.787395
7.89,6.99425,-4.99883,0.785294,6.85003,-5.0041,0.785294
7.9,6.97278,-4.99809,0.783199,6.82773,-4.99804,0.783199
7.91,6.95124,-4.99718,0.78111,6.80559,-4.99186,0.78111
7.92,6.92964,-4.99608,0.779028,6.78361,-4.98556,0.779028
7.93,6.90798,-4.9948,0.776953,6.76179,-4.97916,0.776953
7.94,6.88626,-4.99334,0.774883,6.74012,-4.97267,0.774883
7.95,6.86448,-4.9917,0.772821,6.71861,-4.96608,0.772821
7.96,6.84263,-4.98989,0.770765,6.69726,-4.95941,0.770765
7.97,6.82072,-4.98789,0.768715,6.67606,-4.95266,0.768715
7.98,6.79875,-4.98571,0.766672,6.65501,-4.94585,0.766672
7.99,6.77672,-4.98336,0.764636,6.63411,-4.93897,0.764636
8,6.75463,-4.98082,0.762606,6.61336,-4.93204,0.762606
8.01,6.73248,-4.97811,0.760583,6.59275,-4.92506,0.760583
8.02,6.71027,-4.97521,0.758567,6.57229,-4.91804,0.758567
