t,L_fro
15.7,24.1793
15.71,24.1733
15.72,24.1674
15.73,24.1616
15.74,24.1558
15.75,24.1502
15.76,24.1446
15.77,24.139
15.78,24.1336
15.79,24.1282
15.8,24.123
15.81,24.1178
15.82,24.1127
15.83,24.1076
15.84,24.1027
15.85,24.0978
15.86,24.093
15.87,24.0884
15.88,24.0837
15.89,24.0792
15.9,24.0748
15.91,24.0705
15.92,24.0662
15.93,24.0621
15.94,24.058
15.95,24.054
15.96,24.0501
15.97,24.0463
15.98,24.0426
15.99,24.039
16,24.0355
16.01,24.032
16.02,24.0287
16.03,24.0254
16.04,24.0222
16.05,24.0192
16.06,24.0162
16.07,24.0133
16.08,24.0104
16.09,24.0077
16.1,24.0051
16.11,24.0025
16.12,24.0001
16.13,23.9977
16.14,23.9954
16.15,23.9932
16.16,23.9911
16.17,23.989
16.18,23.9871
16.19,23.9852
16.2,23.9834
16.21,23.9817
16.22,23.9801
16.23,23.9785
16.24,23.977
16.25,23.9756
16.26,23.9743
16.27,23.973
16.28,23.9718
16.29,23.9707
16.3,23.9697
16.31,23.9687
16.32,23.9678
16.33,23.967
16.34,23.9663
16.35,23.9656
16.36,23.9649
16.37,23.9644
16.38,23.9639
16.39,23.9634
16.4,23.9631
16.41,23.9627
16.42,23.9625
16.43,23.9623
16.44,23.9621
16.45,23.962
16.46,23.962
16.47,23.962
16.48,23.9621
16.49,23.9622
16.5,23.9624
16.51,23.9627
16.52,23.9629
16.53,23.9633
16.54,23.9636
16.55,23.9641
16.56,23.9645
16.57,23.9651
16.58,23.9656
16.59,23.9662
16.6,23.9669
16.61,23.9676
16.62,23.9683
16.63,23.9691
16.64,23.9699
16.65,23.9708
16.66,23.9717
16.67,23.9726
16.68,23.9736
16.69,23.9746
16.7,23.9756
16.71,23.9767
16.72,23.9778
16.73,23.979
16.74,23.9802
16.75,23.9814
16.76,23.9826
16.77,23.9839
16.78,23.9852
16.79,23.9866
16.8,23.988
16.81,23.9894
16.82,23.9908
16.83,23.9923
16.84,23.9938
16.85,23.9954
16.86,23.9969
16.87,23.9985
16.88,24.0001
16.89,24.0018
16.9,24.0034
16.91,24.0051
16.92,24.0069
16.93,24.0086
16.94,24.0104
16.95,24.0122
16.96,24.014
16.97,24.0158
16.98,24.0177
16.99,24.0196
17,24.0215
17.01,24.0234
17.02,24.0254
17.03,24.0273
17.04,24.0293
17.05,24.0313
17.06,24.0334
17.07,24.0354
17.08,24.0375
17.09,24.0395
17.1,24.0416
17.11,24.0437
17.12,24.0458
17.13,24.048
17.14,24.0501
17.15,24.0522
17.16,24.0544
17.17,24.0566
17.18,24.0588
17.19,24.061
17.2,24.0632
17.21,24.0654
17.22,24.0676
17.23,24.0698
17.24,24.072
17.25,24.0743
17.26,24.0765
17.27,24.0787
17.28,24.081
17.29,24.0832
17.3,24.0855
17.31,24.0877
17.32,24.0899
17.33,24.0922
17.34,24.0944
17.35,24.0966
17.36,24.0989
17.37,24.1011
17.38,24.1033
17.39,24.1055
17.4,24.1077
17.41,24.1099
17.42,24.1121
17.43,24.1142
17.44,24.1164
17.45,24.1185
17.46,24.1206
17.47,24.1228
17.48,24.1248
17.49,24.1269
17.5,24.129
17.51,24.131
17.52,24.133
17.53,24.135
17.54,24.137
17.55,24.1389
17.56,24.1409
17.57,24.1427
17.58,24.1446
17.59,24.1465
17.6,24.1483
17.61,24.15
17.62,24.1518
17.63,24.1535
17.64,24.1552
17.65,24.1568
17.66,24.1584
17.67,24.1599
17.68,24.1614
17.69,24.1629
17.7,24.1643
17.71,24.1657
17.72,24.1671
17.73,24.1683
17.74,24.1696
17.75,24.1708
17.76,24.1719
17.77,24.173
17.78,24.174
17.79,24.175
17.8,24.1759
17.81,24.1768
17.82,24.1776
17.83,24.1783
17.84,24.179
17.85,24.1796
17.86,24.1801
17.87,24.1806
17.88,24.181
17.89,24.1813
17.9,24.1816
17.91,24.1818
17.92,24.1819
17.93,24.1819
17.94,24.1819
17.95,24.1818
17.96,24.1816
17.97,24.1813
17.98,24.181
17.99,24.1806
18,24.18
18.01,24.1795
18.02,24.1788
18.03,24.178
18.04,24.1772
18.05,24.1762
18.06,24.1752
18.07,24.1741
18.08,24.1729
18.09,24.1716
18.1,24.1702
18.11,24.1688
18.12,24.1672
18.13,24.1655
18.14,24.1638
18.15,24.1619
18.16,24.16
18.17,24.158
18.18,24.1558
18.19,24.1536
18.2,24.1513
18.21,24.1489
18.22,24.1464
18.23,24.1438
18.24,24.1411
18.25,24.1383
18.26,24.1354
18.27,24.1324
18.28,24.1293
18.29,24.1261
18.3,24.1228
18.31,24.1194
18.32,24.1159
18.33,24.1123
18.34,24.1086
18.35,24.1049
18.36,24.101
18.37,24.097
18.38,24.0929
18.39,24.0887
18.4,24.0845
18.41,24.0801
18.42,24.0756
18.43,24.0711
18.44,24.0664
18.45,24.0616
18.46,24.0568
18.47,24.0518
18.48,24.0468
18.49,24.0416
18.5,24.0364
18.51,24.031
18.52,24.0256
18.53,24.0201
18.54,24.0145
18.55,24.0087
18.56,24.0029
18.57,23.997
18.58,23.991
18.59,23.9849
18.6,23.9787
18.61,23.9725
18.62,23.9661
18.63,23.9596
18.64,23.9531
18.65,23.9464
18.66,23.9397
18.67,23.9329
18.68,23.926
18.69,23.919
18.7,23.9119
18.71,23.9047
18.72,23.8974
18.73,23.8901
18.74,23.8827
18.75,23.8751
18.76,23.8675
18.77,23.8598
18.78,23.8521
18.79,23.8442
18.8,23.8363
18.81,23.8282
18.82,23.8201
18.83,23.812
18.84,23.8037
18.85,23.7953
18.86,23.7869
18.87,23.7784
18.88,23.7698
18.89,23.7612
18.9,23.7524
18.91,23.7436
18.92,23.7347
18.93,23.7257
18.94,23.7167
18.95,23.7075
18.96,23.6983
18.97,23.6891
18.98,23.6797
18.99,23.6703
19,23.6608
19.01,23.6512
19.02,23.6416
19.03,23.6319
19.04,23.6221
19.05,23.6122
19.06,23.6023
19.07,23.5923
19.08,23.5822
19.09,23.5721
19.1,23.5618
19.11,23.5516
19.12,23.5412
19.13,23.5308
19.14,23.5203
19.15,23.5097
19.16,23.4991
19.17,23.4884
19.18,23.4776
19.19,23.4668
19.2,23.4558
19.21,23.4449
19.22,23.4338
19.23,23.4227
19.24,23.4115
19.25,23.4002
19.26,23.3889
19.27,23.3775
19.28,23.366
19.29,23.3545
19.3,23.3428
19.31,23.3311
19.32,23.3194
19.33,23.3075
19.34,23.2956
19.35,23.2837
19.36,23.2716
19.37,23.2595
19.38,23.2473
19.39,23.235
19.4,23.2227
19.41,23.2102
19.42,23.1977
19.43,23.1852
19.44,23.1725
19.45,23.1598
19.46,23.147
19.47,23.1341
19.48,23.1211
19.49,23.1081
19.5,23.095
19.51,23.0818
19.52,23.0685
19.53,23.0551
19.54,23.0417
19.55,23.0282
19.56,23.0146
19.57,23.0009
19.58,22.9871
19.59,22.9732
19.6,22.9593
19.61,22.9453
19.62,22.9312
19.63,22.917
19.64,22.9027
19.65,22.8884
19.66,22.8739
19.67,22.8594
19.68,22.8448
19.69,22.8301
19.7,22.8153
19.71,22.8005
19.72,22.7855
19.73,22.7705
19.74,22.7554
19.75,22.7402
19.76,22.7249
19.77,22.7095
19.78,22.6941
19.79,22.6785
19.8,22.6629
19.81,22.6472
19.82,22.6315
19.83,22.6156
19.84,22.5997
19.85,22.5837
19.86,22.5676
19.87,22.5514
19.88,22.5352
19.89,22.5189
19.9,22.5025
19.91,22.4861
19.92,22.4696
19.93,22.453
19.94,22.4363
19.95,22.4196
19.96,22.4028
19.97,22.386
19.98,22.3691
19.99,22.3521
20,22.3351
20.01,22.318
20.02,22.3009
20.03,22.2837
20.04,22.2665
20.05,22.2492
20.06,22.2319
20.07,22.2146
20.08,22.1972
20.09,22.1797
20.1,22.1623
20.11,22.1447
20.12,22.1272
20.13,22.1096
20.14,22.092
20.15,22.0744
20.16,22.0568
20.17,22.0391
20.18,22.0214
20.19,22.0037
20.2,21.986
20.21,21.9683
20.22,21.9505
20.23,21.9328
20.24,21.915
20.25,21.8973
20.26,21.8795
20.27,21.8618
20.28,21.844
20.29,21.8263
20.3,21.8085
20.31,21.7908
20.32,21.7731
20.33,21.7554
20.34,21.7377
20.35,21.72
20.36,21.7023
20.37,21.6846
20.38,21.667
20.39,21.6494
20.4,21.6318
20.41,21.6142
20.42,21.5967
20.43,21.5792
20.44,21.5617
20.45,21.5442
20.46,21.5268
20.47,21.5094
20.48,21.492
20.49,21.4747
20.5,21.4573
20.51,21.4401
20.52,21.4228
20.53,21.4056
20.54,21.3884
20.55,21.3713
20.56,21.3541
20.57,21.337
20.58,21.32
20.59,21.3029
20.6,21.2859
20.61,21.269
20.62,21.2521
20.63,21.2351
20.64,21.2183
20.65,21.2014
20.66,21.1846
20.67,21.1678
20.68,21.1511
20.69,21.1343
20.7,21.1176
20.71,21.1009
20.72,21.0843
20.73,21.0676
20.74,21.051
20.75,21.0344
20.76,21.0178
20.77,21.0012
20.78,20.9847
20.79,20.9682
20.8,20.9516
20.81,20.9351
20.82,20.9186
20.83,20.9021
20.84,20.8856
20.85,20.8691
20.86,20.8526
20.87,20.8361
20.88,20.8196
20.89,20.8031
20.9,20.7866
20.91,20.7701
20.92,20.7536
20.93,20.7371
20.94,20.7205
20.95,20.704
20.96,20.6874
20.97,20.6708
20.98,20.6542
20.99,20.6376
21,20.6209
21.01,20.6042
21.02,20.5875
21.03,20.5707
21.04,20.554
21.05,20.5371
21.06,20.5203
21.07,20.5034
21.08,20.4865
21.09,20.4695
21.1,20.4525
21.11,20.4355
21.12,20.4184
21.13,20.4012
21.14,20.384
21.15,20.3668
21.16,20.3495
21.17,20.3322
21.18,20.3147
21.19,20.2973
21.2,20.2798
21.21,20.2622
21.22,20.2446
21.23,20.2269
21.24,20.2091
21.25,20.1913
21.26,20.1734
21.27,20.1554
21.28,20.1374
21.29,20.1193
21.3,20.1012
21.31,20.0829
21.32,20.0647
21.33,20.0463
21.34,20.0279
21.35,20.0094
21.36,19.9908
21.37,19.9722
21.38,19.9534
21.39,19.9347
21.4,19.9158
21.41,19.8969
21.42,19.8779
21.43,19.8588
21.44,19.8397
21.45,19.8205
21.46,19.8012
21.47,19.7818
21.48,19.7624
21.49,19.7429
21.5,19.7234
21.51,19.7037
21.52,19.684
21.53,19.6643
21.54,19.6444
21.55,19.6245
21.56,19.6046
21.57,19.5845
21.58,19.5644
21.59,19.5443
21.6,19.5241
21.61,19.5038
21.62,19.4834
21.63,19.463
21.64,19.4425
21.65,19.422
21.66,19.4014
21.67,19.3808
21.68,19.3601
21.69,19.3393
21.7,19.3185
21.71,19.2976
21.72,19.2767
21.73,19.2557
21.74,19.2347
21.75,19.2136
21.76,19.1925
21.77,19.1713
21.78,19.1501
21.79,19.1288
21.8,19.1075
21.81,19.0862
21.82,19.0647
21.83,19.0433
21.84,19.0218
21.85,19.0003
21.86,18.9787
21.87,18.9571
21.88,18.9354
21.89,18.9137
21.9,18.892
21.91,18.8702
21.92,18.8484
21.93,18.8266
21.94,18.8047
21.95,18.7828
21.96,18.7608
21.97,18.7389
21.98,18.7169
21.99,18.6948
22,18.6728
22.01,18.6507
22.02,18.6286
22.03,18.6065
22.04,18.5843
22.05,18.5621
22.06,18.5399
22.07,18.5177
22.08,18.4955
22.09,18.4732
22.1,18.451
22.11,18.4287
22.12,18.4064
22.13,18.3841
22.14,18.3618
22.15,18.3395
22.16,18.3172
22.17,18.2949
22.18,18.2726
22.19,18.2503
22.2,18.228
22.21,18.2057
22.22,18.1834
22.23,18.1611
22.24,18.1388
22.25,18.1166
22.26,18.0943
22.27,18.0721
22.28,18.0499
22.29,18.0277
22.3,18.0056
22.31,17.9835
22.32,17.9614
22.33,17.9394
22.34,17.9174
22.35,17.8954
22.36,17.8735
22.37,17.8516
22.38,17.8298
22.39,17.808
22.4,17.7863
22.41,17.7646
22.42,17.7431
22.43,17.7215
22.44,17.7001
22.45,17.6787
22.46,17.6574
22.47,17.6362
22.48,17.615
22.49,17.594
22.5,17.573
22.51,17.5521
22.52,17.5313
22.53,17.5107
22.54,17.4901
22.55,17.4696
22.56,17.4493
22.57,17.429
22.58,17.4089
22.59,17.3889
22.6,17.369
22.61,17.3493
22.62,17.3296
22.63,17.3101
22.64,17.2908
22.65,17.2716
22.66,17.2525
22.67,17.2336
22.68,17.2148
22.69,17.1962
22.7,17.1777
22.71,17.1594
22.72,17.1413
22.73,17.1233
22.74,17.1055
22.75,17.0878
22.76,17.0704
22.77,17.0531
22.78,17.0359
22.79,17.019
22.8,17.0022
22.81,16.9856
22.82,16.9692
22.83,16.953
22.84,16.9369
22.85,16.9211
22.86,16.9054
22.87,16.8899
22.88,16.8746
22.89,16.8595
22.9,16.8446
22.91,16.8299
22.92,16.8153
22.93,16.8009
22.94,16.7868
22.95,16.7728
22.96,16.759
22.97,16.7454
22.98,16.7319
22.99,16.7187
23,16.7056
23.01,16.6927
23.02,16.68
23.03,16.6675
23.04,16.6551
23.05,16.6429
23.06,16.6309
23.07,16.6191
23.08,16.6074
23.09,16.5959
23.1,16.5846
23.11,16.5734
23.12,16.5623
23.13,16.5515
23.14,16.5408
23.15,16.5302
23.16,16.5198
23.17,16.5095
23.18,16.4993
23.19,16.4893
23.2,16.4795
23.21,16.4697
23.22,16.4601
23.23,16.4506
23.24,16.4412
23.25,16.432
23.26,16.4228
23.27,16.4138
23.28,16.4049
23.29,16.396
23.3,16.3873
23.31,16.3786
23.32,16.3701
23.33,16.3616
23.34,16.3532
23.35,16.3448
23.36,16.3366
23.37,16.3284
23.38,16.3202
23.39,16.3122
23.4,16.3041
23.41,16.2961
23.42,16.2882
23.43,16.2803
23.44,16.2724
23.45,16.2646
23.46,16.2567
23.47,16.2489
23.48,16.2411
23.49,16.2333
23.5,16.2255
23.51,16.2177
23.52,16.2099
23.53,16.2021
23.54,16.1943
23.55,16.1864
23.56,16.1785
23.57,16.1706
23.58,16.1627
23.59,16.1547
23.6,16.1466
23.61,16.1386
23.62,16.1304
23.63,16.1223
23.64,16.114
23.65,16.1057
23.66,16.0973
23.67,16.0889
23.68,16.0804
23.69,16.0718
23.7,16.0631
23.71,16.0544
23.72,16.0455
23.73,16.0366
23.74,16.0276
23.75,16.0185
23.76,16.0093
23.77,16
23.78,15.9906
23.79,15.9811
23.8,15.9715
23.81,15.9618
23.82,15.952
23.83,15.9421
23.84,15.9322
23.85,15.9221
23.86,15.9119
23.87,15.9016
23.88,15.8912
23.89,15.8807
23.9,15.8701
23.91,15.8594
23.92,15.8486
23.93,15.8377
23.94,15.8267
23.95,15.8156
23.96,15.8044
23.97,15.7931
23.98,15.7818
23.99,15.7703
24,15.7588
24.01,15.7472
24.02,15.7355
24.03,15.7237
24.04,15.7119
24.05,15.7
24.06,15.688
24.07,15.6759
24.08,15.6638
24.09,15.6517
24.1,15.6395
24.11,15.6272
24.12,15.6149
24.13,15.6026
24.14,15.5902
24.15,15.5778
24.16,15.5653
24.17,15.5528
24.18,15.5403
24.19,15.5278
24.2,15.5153
24.21,15.5028
24.22,15.4903
24.23,15.4777
24.24,15.4652
24.25,15.4527
24.26,15.4402
24.27,15.4278
24.28,15.4153
24.29,15.4029
24.3,15.3906
24.31,15.3782
24.32,15.366
24.33,15.3537
24.34,15.3416
24.35,15.3295
24.36,15.3175
24.37,15.3055
24.38,15.2937
24.39,15.2819
24.4,15.2702
24.41,15.2586
24.42,15.2472
24.43,15.2358
24.44,15.2246
24.45,15.2135
24.46,15.2025
24.47,15.1916
24.48,15.1809
24.49,15.1704
24.5,15.16
24.51,15.1497
24.52,15.1397
24.53,15.1298
24.54,15.12
24.55,15.1105
24.56,15.1012
24.57,15.092
24.58,15.0831
24.59,15.0743
24.6,15.0658
24.61,15.0575
24.62,15.0494
24.63,15.0416
24.64,15.034
24.65,15.0266
24.66,15.0195
24.67,15.0126
24.68,15.006
24.69,14.9997
24.7,14.9936
24.71,14.9878
24.72,14.9822
24.73,14.9769
24.74,14.9719
24.75,14.9672
24.76,14.9628
24.77,14.9587
24.78,14.9548
24.79,14.9513
24.8,14.948
24.81,14.9451
24.82,14.9424
24.83,14.94
24.84,14.9379
24.85,14.9362
24.86,14.9347
24.87,14.9335
24.88,14.9326
24.89,14.932
24.9,14.9317
24.91,14.9317
24.92,14.932
24.93,14.9325
24.94,14.9334
24.95,14.9345
24.96,14.9359
24.97,14.9375
24.98,14.9394
24.99,14.9416
25,14.944
25.01,14.9467
25.02,14.9496
25.03,14.9527
25.04,14.9561
25.05,14.9597
25.06,14.9634
25.07,14.9674
25.08,14.9716
25.09,14.9759
25.1,14.9805
25.11,14.9852
25.12,14.99
25.13,14.995
25.14,15.0002
25.15,15.0054
25.16,15.0108
25.17,15.0163
25.18,15.0219
25.19,15.0275
25.2,15.0333
25.21,15.0391
25.22,15.045
25.23,15.0509
25.24,15.0568
25.25,15.0628
25.26,15.0688
25.27,15.0748
25.28,15.0808
25.29,15.0868
25.3,15.0928
25.31,15.0987
25.32,15.1046
25.33,15.1104
25.34,15.1162
25.35,15.1219
25.36,15.1276
25.37,15.1331
25.38,15.1386
25.39,15.144
25.4,15.1492
25.41,15.1544
25.42,15.1595
25.43,15.1644
25.44,15.1692
25.45,15.1738
25.46,15.1784
25.47,15.1828
25.48,15.187
25.49,15.1911
25.5,15.195
25.51,15.1988
25.52,15.2024
25.53,15.2059
25.54,15.2092
25.55,15.2123
25.56,15.2153
25.57,15.2181
25.58,15.2208
25.59,15.2232
25.6,15.2255
25.61,15.2277
25.62,15.2296
25.63,15.2314
25.64,15.233
25.65,15.2345
25.66,15.2358
25.67,15.237
25.68,15.2379
25.69,15.2388
25.7,15.2394
25.71,15.24
25.72,15.2403
25.73,15.2406
25.74,15.2406
25.75,15.2406
25.76,15.2404
25.77,15.2401
25.78,15.2396
25.79,15.239
25.8,15.2383
25.81,15.2375
25.82,15.2366
25.83,15.2355
25.84,15.2344
25.85,15.2331
25.86,15.2318
25.87,15.2303
25.88,15.2288
25.89,15.2272
25.9,15.2255
25.91,15.2237
25.92,15.2219
25.93,15.22
25.94,15.218
25.95,15.216
25.96,15.2139
25.97,15.2118
25.98,15.2096
25.99,15.2074
26,15.2051
26.01,15.2028
26.02,15.2005
26.03,15.1981
26.04,15.1957
26.05,15.1933
26.06,15.1909
26.07,15.1885
26.08,15.1861
26.09,15.1836
26.1,15.1812
26.11,15.1787
26.12,15.1763
26.13,15.1738
26.14,15.1714
26.15,15.169
26.16,15.1666
26.17,15.1642
26.18,15.1618
26.19,15.1595
26.2,15.1572
26.21,15.1549
26.22,15.1526
26.23,15.1504
26.24,15.1482
26.25,15.146
26.26,15.1439
26.27,15.1418
26.28,15.1397
26.29,15.1377
26.3,15.1357
26.31,15.1337
26.32,15.1319
26.33,15.13
26.34,15.1282
26.35,15.1264
26.36,15.1247
26.37,15.1231
26.38,15.1214
26.39,15.1199
26.4,15.1183
26.41,15.1169
26.42,15.1154
26.43,15.1141
26.44,15.1127
26.45,15.1115
26.46,15.1102
26.47,15.1091
26.48,15.1079
26.49,15.1068
26.5,15.1058
26.51,15.1048
26.52,15.1039
26.53,15.103
26.54,15.1022
26.55,15.1014
26.56,15.1006
26.57,15.0999
26.58,15.0992
26.59,15.0986
26.6,15.0981
26.61,15.0975
26.62,15.097
26.63,15.0966
26.64,15.0962
26.65,15.0958
26.66,15.0955
26.67,15.0952
26.68,15.095
26.69,15.0948
26.7,15.0946
26.71,15.0944
26.72,15.0943
26.73,15.0943
26.74,15.0942
26.75,15.0942
26.76,15.0942
26.77,15.0943
26.78,15.0944
26.79,15.0945
26.8,15.0946
26.81,15.0948
26.82,15.095
26.83,15.0953
26.84,15.0955
26.85,15.0958
26.86,15.0961
26.87,15.0965
26.88,15.0968
26.89,15.0972
26.9,15.0976
26.91,15.0981
26.92,15.0985
26.93,15.099
26.94,15.0995
26.95,15.1
26.96,15.1006
26.97,15.1012
26.98,15.1018
26.99,15.1024
27,15.1031
27.01,15.1038
27.02,15.1045
27.03,15.1052
27.04,15.106
27.05,15.1067
27.06,15.1076
27.07,15.1084
27.08,15.1093
27.09,15.1102
27.1,15.1111
27.11,15.112
27.12,15.113
27.13,15.1141
27.14,15.1151
27.15,15.1162
27.16,15.1173
27.17,15.1185
27.18,15.1197
27.19,15.121
27.2,15.1222
27.21,15.1236
27.22,15.125
27.23,15.1264
27.24,15.1279
27.25,15.1294
27.26,15.131
27.27,15.1326
27.28,15.1343
27.29,15.1361
27.3,15.1379
27.31,15.1397
27.32,15.1417
27.33,15.1437
27.34,15.1458
27.35,15.148
27.36,15.1502
27.37,15.1525
27.38,15.1549
27.39,15.1574
27.4,15.16
27.41,15.1627
27.42,15.1655
27.43,15.1684
27.44,15.1713
27.45,15.1744
27.46,15.1776
27.47,15.1809
27.48,15.1843
27.49,15.1879
27.5,15.1916
27.51,15.1954
27.52,15.1993
27.53,15.2034
27.54,15.2076
27.55,15.2119
27.56,15.2164
27.57,15.2211
27.58,15.2259
27.59,15.2308
27.6,15.236
27.61,15.2413
27.62,15.2467
27.63,15.2524
27.64,15.2582
27.65,15.2642
27.66,15.2704
27.67,15.2767
27.68,15.2833
27.69,15.2901
27.7,15.2971
27.71,15.3042
27.72,15.3116
27.73,15.3192
27.74,15.3271
27.75,15.3351
27.76,15.3434
27.77,15.3519
27.78,15.3606
27.79,15.3695
27.8,15.3787
27.81,15.3882
27.82,15.3978
27.83,15.4078
27.84,15.4179
27.85,15.4284
27.86,15.439
27.87,15.45
27.88,15.4612
27.89,15.4726
27.9,15.4843
27.91,15.4963
27.92,15.5086
27.93,15.5211
27.94,15.5339
27.95,15.5469
27.96,15.5603
27.97,15.5739
27.98,15.5878
27.99,15.602
28,15.6164
28.01,15.6312
28.02,15.6462
28.03,15.6615
28.04,15.677
28.05,15.6929
28.06,15.7091
28.07,15.7255
28.08,15.7422
28.09,15.7592
28.1,15.7765
28.11,15.7941
28.12,15.8119
28.13,15.83
28.14,15.8485
28.15,15.8672
28.16,15.8862
28.17,15.9054
28.18,15.925
28.19,15.9448
28.2,15.9649
28.21,15.9853
28.22,16.006
28.23,16.027
28.24,16.0482
28.25,16.0697
28.26,16.0915
28.27,16.1136
28.28,16.1359
28.29,16.1585
28.3,16.1814
28.31,16.2046
28.32,16.228
28.33,16.2517
28.34,16.2757
28.35,16.3
28.36,16.3245
28.37,16.3493
28.38,16.3743
28.39,16.3996
28.4,16.4252
28.41,16.4511
28.42,16.4772
28.43,16.5036
28.44,16.5302
28.45,16.5571
28.46,16.5843
28.47,16.6117
28.48,16.6394
28.49,16.6673
28.5,16.6956
28.51,16.724
28.52,16.7528
28.53,16.7817
28.54,16.811
28.55,16.8405
28.56,16.8703
28.57,16.9003
28.58,16.9306
28.59,16.9611
28.6,16.992
28.61,17.023
28.62,17.0543
28.63,17.0859
28.64,17.1177
28.65,17.1498
28.66,17.1822
28.67,17.2148
28.68,17.2476
28.69,17.2807
28.7,17.3141
28.71,17.3477
28.72,17.3815
28.73,17.4157
28.74,17.45
28.75,17.4846
28.76,17.5195
28.77,17.5546
28.78,17.5899
28.79,17.6255
28.8,17.6613
28.81,17.6974
28.82,17.7337
28.83,17.7702
28.84,17.807
28.85,17.844
28.86,17.8812
28.87,17.9186
28.88,17.9563
28.89,17.9941
28.9,18.0322
28.91,18.0705
28.92,18.109
28.93,18.1478
28.94,18.1867
28.95,18.2258
28.96,18.2651
28.97,18.3046
28.98,18.3443
28.99,18.3841
29,18.4241
29.01,18.4643
29.02,18.5047
29.03,18.5453
29.04,18.5859
29.05,18.6268
29.06,18.6678
29.07,18.7089
29.08,18.7502
29.09,18.7916
29.1,18.8332
29.11,18.8749
29.12,18.9167
29.13,18.9586
29.14,19.0006
29.15,19.0427
29.16,19.085
29.17,19.1273
29.18,19.1698
29.19,19.2123
29.2,19.2549
29.21,19.2976
29.22,19.3404
29.23,19.3833
29.24,19.4262
29.25,19.4692
29.26,19.5123
29.27,19.5554
29.28,19.5986
29.29,19.6419
29.3,19.6852
29.31,19.7285
29.32,19.7719
29.33,19.8154
29.34,19.8589
29.35,19.9024
29.36,19.946
29.37,19.9896
29.38,20.0332
29.39,20.0769
29.4,20.1206
29.41,20.1643
29.42,20.2081
29.43,20.2518
29.44,20.2956
29.45,20.3394
29.46,20.3832
29.47,20.427
29.48,20.4709
29.49,20.5147
29.5,20.5585
29.51,20.6024
29.52,20.6462
29.53,20.69
29.54,20.7339
29.55,20.7777
29.56,20.8215
29.57,20.8652
29.58,20.909
29.59,20.9527
29.6,20.9964
29.61,21.0401
29.62,21.0837
29.63,21.1273
29.64,21.1708
29.65,21.2143
29.66,21.2577
29.67,21.3011
29.68,21.3444
29.69,21.3876
29.7,21.4308
29.71,21.4739
29.72,21.5169
29.73,21.5598
29.74,21.6026
29.75,21.6453
29.76,21.6879
29.77,21.7303
29.78,21.7727
29.79,21.8149
29.8,21.857
29.81,21.899
29.82,21.9408
29.83,21.9824
29.84,22.024
29.85,22.0653
29.86,22.1065
29.87,22.1475
29.88,22.1883
29.89,22.229
29.9,22.2694
29.91,22.3097
29.92,22.3497
29.93,22.3896
29.94,22.4292
29.95,22.4686
29.96,22.5078
29.97,22.5467
29.98,22.5855
29.99,22.624
