t,x_true,x_est,y_true,y_est,z_true,z_est,vx_true,vx_est,vy_true,vy_est,vz_true,vz_est,phi_true,phi_est,theta_true,theta_est,psi_true,psi_est,p_true,p_est,q_true,q_est,r_true,r_est,x_noisy,y_noisy,z_noisy,phi_noisy,theta_noisy,psi_noisy
8.28,6.0997,6.09529,-4.85699,-4.85236,0.708534,0.709436,-2.37907,-2.38506,0.800068,0.805656,-0.183364,-0.182944,-0.16168,-0.163106,0.0875682,0.0880295,0.791269,0.787489,0.0371526,0.0402195,-0.00735328,-0.00469106,-0.00392211,-0.0040863,6.0997,-4.85699,0.708534,-0.16168,0.0875682,0.791269
8.29,6.07589,6.07133,-4.8489,-4.84418,0.706704,0.707603,-2.38447,-2.39053,0.817595,0.823226,-0.182651,-0.182243,-0.161307,-0.162693,0.0874919,0.0879212,0.791229,0.787475,0.0375395,0.0406174,-0.0079011,-0.00522672,-0.00398177,-0.00414693,6.07589,-4.8489,0.706704,-0.161307,0.0874919,0.791229
8.3,6.05201,6.04732,-4.84064,-4.83583,0.704881,0.705779,-2.38984,-2.39599,0.83509,0.840759,-0.181936,-0.181539,-0.16093,-0.162273,0.0874102,0.0878101,0.791189,0.787461,0.0379233,0.0410116,-0.00844409,-0.00575612,-0.00404,-0.0042078,6.05201,-4.84064,0.704881,-0.16093,0.0874102,0.791189
8.31,6.02809,6.02325,-4.8322,-4.8273,0.703065,0.703965,-2.3952,-2.40142,0.852552,0.858254,-0.18122,-0.180832,-0.160548,-0.161848,0.087323,0.0876961,0.791148,0.787447,0.0383042,0.0414025,-0.00898213,-0.00627886,-0.00409681,-0.0042689,6.02809,-4.8322,0.703065,-0.160548,0.087323,0.791148
8.32,6.00411,5.99913,-4.82359,-4.81858,0.701257,0.70216,-2.40053,-2.40683,0.869981,0.875708,-0.180502,-0.180123,-0.160164,-0.161417,0.0872306,0.0875797,0.791107,0.787433,0.0386824,0.0417906,-0.00951511,-0.00679391,-0.00415221,-0.00433022,6.00411,-4.82359,0.701257,-0.160164,0.0872306,0.791107
8.33,5.98008,5.97496,-4.8148,-4.80969,0.699455,0.700364,-2.40584,-2.41221,0.887376,0.893129,-0.179782,-0.179412,-0.159775,-0.16098,0.0871328,0.0874613,0.791065,0.787418,0.0390578,0.0421747,-0.0100429,-0.00730166,-0.00420621,-0.00439163,5.98008,-4.8148,0.699455,-0.159775,0.0871328,0.791065
8.34,5.95599,5.95073,-4.80584,-4.80062,0.697661,0.698578,-2.41112,-2.41757,0.904736,0.910508,-0.179061,-0.178698,-0.159382,-0.160537,0.0870297,0.0873409,0.791023,0.787403,0.0394308,0.0425557,-0.0105655,-0.00780175,-0.00425881,-0.00445315,5.95599,-4.80584,0.697661,-0.159382,0.0870297,0.791023
8.35,5.93186,5.92644,-4.79671,-4.79136,0.695874,0.696801,-2.41639,-2.42291,0.922061,0.927854,-0.178338,-0.177981,-0.158986,-0.160089,0.0869215,0.0872187,0.79098,0.787388,0.0398014,0.0429343,-0.0110826,-0.008293,-0.00431002,-0.00451472,5.93186,-4.79671,0.695874,-0.158986,0.0869215,0.79098
8.36,5.90767,5.9021,-4.7874,-4.78193,0.694094,0.695035,-2.42163,-2.42822,0.93935,0.945157,-0.177613,-0.177261,-0.158586,-0.159637,0.0868081,0.087095,0.790937,0.787372,0.0401698,0.0433089,-0.0115944,-0.00877533,-0.00435985,-0.00457612,5.90767,-4.7874,0.694094,-0.158586,0.0868081,0.790937
8.37,5.88342,5.8777,-4.77792,-4.77232,0.692322,0.693277,-2.42685,-2.43351,0.956603,0.962424,-0.176887,-0.176538,-0.158183,-0.159179,0.0866896,0.0869699,0.790893,0.787355,0.0405362,0.043681,-0.0121006,-0.00924906,-0.00440831,-0.00463741,5.88342,-4.77792,0.692322,-0.158183,0.0866896,0.790893
8.38,5.85913,5.85325,-4.76827,-4.76253,0.690557,0.691529,-2.43205,-2.43877,0.973818,0.979652,-0.176159,-0.175812,-0.157776,-0.158718,0.0865661,0.0868433,0.790848,0.787338,0.0409006,0.0440501,-0.0126012,-0.00971375,-0.0044554,-0.00469851,5.85913,-4.76827,0.690557,-0.157776,0.0865661,0.790848
8.39,5.83478,5.82873,-4.75844,-4.75256,0.688799,0.68979,-2.43723,-2.44401,0.990996,0.996843,-0.17543,-0.175083,-0.157365,-0.158252,0.0864376,0.0867158,0.790804,0.78732,0.0412633,0.0444166,-0.0130962,-0.0101689,-0.00450113,-0.00475921,5.83478,-4.75844,0.688799,-0.157365,0.0864376,0.790804
8.4,5.81038,5.80417,-4.74845,-4.74241,0.687048,0.688061,-2.44239,-2.44922,1.00813,1.01399,-0.174699,-0.174351,-0.15695,-0.157783,0.0863042,0.0865873,0.790758,0.7873,0.0416243,0.0447799,-0.0135855,-0.0106144,-0.00454551,-0.00481938,5.81038,-4.74845,0.687048,-0.15695,0.0863042,0.790758
8.41,5.78593,5.77956,-4.73828,-4.73208,0.685305,0.686341,-2.44752,-2.4544,1.02523,1.03111,-0.173967,-0.173616,-0.156532,-0.15731,0.0861659,0.0864579,0.790713,0.787279,0.0419838,0.0451413,-0.014069,-0.0110509,-0.00458854,-0.00487906,5.78593,-4.73828,0.685305,-0.156532,0.0861659,0.790713
8.42,5.76143,5.75488,-4.72794,-4.72158,0.683569,0.68463,-2.45264,-2.45956,1.0423,1.04818,-0.173233,-0.172877,-0.156111,-0.156834,0.0860228,0.0863277,0.790667,0.787257,0.042342,0.0454999,-0.0145468,-0.0114774,-0.00463025,-0.00493783,5.76143,-4.72794,0.683569,-0.156111,0.0860228,0.790667
8.43,5.73688,5.73015,-4.71744,-4.7109,0.68184,0.682928,-2.45773,-2.46469,1.05932,1.06522,-0.172497,-0.172135,-0.155686,-0.156355,0.085875,0.0861968,0.79062,0.787234,0.042699,0.0458563,-0.0150187,-0.0118944,-0.00467062,-0.0049959,5.73688,-4.71744,0.68184,-0.155686,0.085875,0.79062
8.44,5.71228,5.70537,-4.70676,-4.70004,0.680119,0.681235,-2.4628,-2.4698,1.07629,1.08222,-0.17176,-0.171391,-0.155257,-0.155874,0.0857225,0.0860651,0.790573,0.787209,0.0430549,0.0462102,-0.0154848,-0.0123008,-0.00470968,-0.0050528,5.71228,-4.70676,0.680119,-0.155257,0.0857225,0.790573
8.45,5.68763,5.68053,-4.69591,-4.68901,0.678405,0.679551,-2.46785,-2.47488,1.09323,1.09918,-0.171021,-0.170642,-0.154824,-0.15539,0.0855653,0.0859326,0.790526,0.787182,0.0434099,0.0465613,-0.015945,-0.0126991,-0.00474743,-0.00510876,5.68763,-4.69591,0.678405,-0.154824,0.0855653,0.790526
8.46,5.66292,5.65563,-4.68489,-4.6778,0.676698,0.677874,-2.47288,-2.47993,1.11013,1.1161,-0.170281,-0.169891,-0.154389,-0.154905,0.0854036,0.0857996,0.790478,0.787153,0.0437641,0.0469108,-0.0163993,-0.0130876,-0.00478388,-0.0051633,5.66292,-4.68489,0.676698,-0.154389,0.0854036,0.790478
8.47,5.63817,5.63068,-4.67371,-4.66642,0.674999,0.676206,-2.47789,-2.48496,1.12698,1.13299,-0.169539,-0.169135,-0.153949,-0.154418,0.0852373,0.0856656,0.79043,0.787122,0.0441176,0.0472582,-0.0168477,-0.013467,-0.00481904,-0.00521646,5.63817,-4.67371,0.674999,-0.153949,0.0852373,0.79043
8.48,5.61336,5.60568,-4.66235,-4.65487,0.673307,0.674547,-2.48288,-2.48995,1.14379,1.14983,-0.168796,-0.168377,-0.153506,-0.15393,0.0850667,0.0855311,0.790382,0.787089,0.0444706,0.047603,-0.0172903,-0.0138371,-0.00485292,-0.0052679,5.61336,-4.66235,0.673307,-0.153506,0.0850667,0.790382
8.49,5.58851,5.58062,-4.65083,-4.64315,0.671623,0.672895,-2.48785,-2.49493,1.16056,1.16664,-0.168051,-0.167616,-0.15306,-0.15344,0.0848916,0.0853955,0.790333,0.787054,0.0448231,0.0479463,-0.017727,-0.0141988,-0.00488553,-0.00531772,5.58851,-4.65083,0.671623,-0.15306,0.0848916,0.790333
8.5,5.56361,5.55551,-4.63914,-4.63125,0.669946,0.671251,-2.49279,-2.49987,1.17728,1.1834,-0.167305,-0.166852,-0.15261,-0.15295,0.0847121,0.0852591,0.790284,0.787017,0.0451753,0.0482875,-0.0181578,-0.0145526,-0.00491687,-0.00536548,5.56361,-4.63914,0.669946,-0.15261,0.0847121,0.790284
8.51,5.53866,5.53034,-4.62729,-4.61918,0.668277,0.669614,-2.49772,-2.50479,1.19396,1.20013,-0.166557,-0.166084,-0.152156,-0.152459,0.0845284,0.0851218,0.790235,0.786977,0.0455274,0.0486265,-0.0185828,-0.0148983,-0.00494696,-0.00541127,5.53866,-4.62729,0.668277,-0.152156,0.0845284,0.790235
8.52,5.51365,5.50512,-4.61526,-4.60694,0.666615,0.667985,-2.50262,-2.50968,1.21059,1.21681,-0.165808,-0.165314,-0.151699,-0.151968,0.0843405,0.0849831,0.790185,0.786934,0.0458794,0.0489641,-0.019002,-0.0152371,-0.0049758,-0.00545485,5.51365,-4.61526,0.666615,-0.151699,0.0843405,0.790185
8.53,5.4886,5.47985,-4.60307,-4.59454,0.664961,0.666362,-2.50751,-2.51454,1.22718,1.23346,-0.165057,-0.164541,-0.151239,-0.151476,0.0841484,0.0848433,0.790135,0.786889,0.0462314,0.0492997,-0.0194153,-0.015568,-0.00500342,-0.00549611,5.4886,-4.60307,0.664961,-0.151239,0.0841484,0.790135
8.54,5.4635,5.45453,-4.59072,-4.58196,0.663314,0.664746,-2.51237,-2.51937,1.24372,1.25006,-0.164305,-0.163766,-0.150775,-0.150984,0.0839522,0.084702,0.790085,0.78684,0.0465836,0.0496339,-0.019823,-0.0158936,-0.0050298,-0.00553483,5.4635,-4.59072,0.663314,-0.150775,0.0839522,0.790085
8.55,5.43836,5.42916,-4.5782,-4.56923,0.661675,0.663137,-2.51721,-2.52418,1.26021,1.26661,-0.163551,-0.162987,-0.150307,-0.150492,0.083752,0.0845593,0.790035,0.786789,0.046936,0.0499661,-0.0202249,-0.0162131,-0.00505497,-0.00557098,5.43836,-4.5782,0.661675,-0.150307,0.083752,0.790035
8.56,5.41316,5.40373,-4.56552,-4.55633,0.660043,0.661533,-2.52203,-2.52896,1.27666,1.28313,-0.162796,-0.162206,-0.149836,-0.150001,0.0835477,0.0844147,0.789984,0.786735,0.0472888,0.0502969,-0.0206212,-0.0165272,-0.00507894,-0.00560415,5.41316,-4.56552,0.660043,-0.149836,0.0835477,0.789984
8.57,5.38791,5.37826,-4.55267,-4.54326,0.658419,0.659937,-2.52683,-2.53372,1.29306,1.2996,-0.162039,-0.161424,-0.149361,-0.149509,0.0833396,0.0842682,0.789933,0.786678,0.047642,0.050626,-0.0210118,-0.0168369,-0.00510171,-0.00563461,5.38791,-4.55267,0.658419,-0.149361,0.0833396,0.789933
8.58,5.36262,5.35274,-4.53965,-4.53003,0.656802,0.658345,-2.53161,-2.53844,1.3094,1.31602,-0.161281,-0.160639,-0.148883,-0.149017,0.0831275,0.0841197,0.789882,0.786618,0.0479958,0.0509539,-0.021397,-0.0171423,-0.0051233,-0.00566195,5.36262,-4.53965,0.656802,-0.148883,0.0831275,0.789882
8.59,5.33728,5.32717,-4.52648,-4.51664,0.655193,0.65676,-2.53637,-2.54314,1.3257,1.3324,-0.160522,-0.159853,-0.148401,-0.148525,0.0829116,0.0839688,0.789831,0.786555,0.0483503,0.0512807,-0.0217766,-0.0174444,-0.00514371,-0.00568624,5.33728,-4.52648,0.655193,-0.148401,0.0829116,0.789831
8.6,5.3119,5.30155,-4.51314,-4.50309,0.653592,0.655179,-2.54111,-2.54782,1.34195,1.34873,-0.15976,-0.159065,-0.147916,-0.148033,0.082692,0.0838154,0.789779,0.786489,0.0487054,0.0516058,-0.0221508,-0.0177433,-0.00516296,-0.00570731,5.3119,-4.51314,0.653592,-0.147916,0.082692,0.789779
8.61,5.28646,5.27588,-4.49964,-4.48938,0.651998,0.653604,-2.54583,-2.55246,1.35816,1.36502,-0.158998,-0.158276,-0.147427,-0.147542,0.0824686,0.0836592,0.789728,0.786419,0.0490614,0.0519304,-0.0225197,-0.0180409,-0.00518106,-0.00572503,5.28646,-4.49964,0.651998,-0.147427,0.0824686,0.789728
8.62,5.26098,5.25017,-4.48598,-4.47551,0.650412,0.652035,-2.55053,-2.55708,1.3743,1.38125,-0.158234,-0.157486,-0.146935,-0.147049,0.0822416,0.0835001,0.789676,0.786347,0.0494182,0.0522532,-0.0228833,-0.0183366,-0.00519801,-0.00573939,5.26098,-4.48598,0.650412,-0.146935,0.0822416,0.789676
8.63,5.23545,5.22441,-4.47215,-4.46149,0.648834,0.65047,-2.55521,-2.56167,1.3904,1.39743,-0.157469,-0.156695,-0.146439,-0.146557,0.082011,0.0833376,0.789624,0.786272,0.049776,0.0525757,-0.0232417,-0.0186313,-0.00521383,-0.00575048,5.23545,-4.47215,0.648834,-0.146439,0.082011,0.789624
8.64,5.20987,5.1986,-4.45817,-4.44731,0.647263,0.648911,-2.55987,-2.56624,1.40645,1.41357,-0.156702,-0.155903,-0.145939,-0.146064,0.0817768,0.0831719,0.789571,0.786194,0.0501348,0.052897,-0.023595,-0.018925,-0.00522853,-0.00575791,5.20987,-4.45817,0.647263,-0.145939,0.0817768,0.789571
8.65,5.18425,5.17276,-4.44403,-4.43297,0.645699,0.647356,-2.5645,-2.57078,1.42244,1.42965,-0.155934,-0.155112,-0.145436,-0.14557,0.0815391,0.0830024,0.789519,0.786113,0.0504947,0.0532178,-0.0239433,-0.0192192,-0.00524212,-0.00576195,5.18425,-4.44403,0.645699,-0.145436,0.0815391,0.789519
8.66,5.15858,5.14686,-4.42972,-4.41848,0.644144,0.645807,-2.56912,-2.5753,1.43839,1.44568,-0.155164,-0.15432,-0.144929,-0.145074,0.081298,0.0828289,0.789467,0.786029,0.0508557,0.0535377,-0.0242866,-0.0195134,-0.00525461,-0.00576256,5.15858,-4.42972,0.644144,-0.144929,0.081298,0.789467
8.67,5.13287,5.12092,-4.41526,-4.40383,0.642596,0.644262,-2.57372,-2.57978,1.45427,1.46165,-0.154393,-0.153529,-0.144419,-0.144578,0.0810534,0.0826512,0.789414,0.785943,0.0512179,0.0538568,-0.0246251,-0.0198088,-0.00526601,-0.0057597,5.13287,-4.41526,0.642596,-0.144419,0.0810534,0.789414
8.68,5.10711,5.09494,-4.40064,-4.38903,0.641056,0.642722,-2.57829,-2.58425,1.47011,1.47758,-0.153621,-0.152737,-0.143905,-0.14408,0.0808055,0.0824691,0.789361,0.785855,0.0515814,0.0541767,-0.0249589,-0.0201059,-0.00527633,-0.00575337,5.10711,-4.40064,0.641056,-0.143905,0.0808055,0.789361
8.69,5.0813,5.06892,-4.38586,-4.37408,0.639524,0.641188,-2.58285,-2.58868,1.48589,1.49344,-0.152847,-0.151947,-0.143387,-0.14358,0.0805542,0.0822821,0.789308,0.785765,0.0519461,0.0544952,-0.0252881,-0.0204045,-0.00528559,-0.0057437,5.0813,-4.38586,0.639524,-0.143387,0.0805542,0.789308
8.7,5.05545,5.04285,-4.37092,-4.35898,0.637999,0.639658,-2.58738,-2.59309,1.50162,1.50925,-0.152072,-0.151157,-0.142866,-0.143078,0.0802997,0.0820903,0.789255,0.785672,0.0523123,0.0548142,-0.0256127,-0.020705,-0.00529379,-0.00573072,5.05545,-4.37092,0.637999,-0.142866,0.0802997,0.789255
8.71,5.02956,5.01674,-4.35582,-4.34372,0.636482,0.638134,-2.59189,-2.59748,1.51729,1.52501,-0.151296,-0.150368,-0.142341,-0.142573,0.080042,0.0818933,0.789203,0.785579,0.0526797,0.0551331,-0.0259328,-0.021008,-0.00530094,-0.00571454,5.02956,-4.35582,0.636482,-0.142341,0.080042,0.789203
8.72,5.00362,4.99059,-4.34057,-4.32831,0.634973,0.636615,-2.59639,-2.60184,1.5329,1.54071,-0.150518,-0.149581,-0.141812,-0.142066,0.0797811,0.0816907,0.78915,0.785484,0.0530486,0.0554526,-0.0262487,-0.021313,-0.00530706,-0.00569519,5.00362,-4.34057,0.634973,-0.141812,0.0797811,0.78915
8.73,4.97763,4.9644,-4.32517,-4.31274,0.633472,0.635103,-2.60086,-2.60617,1.54846,1.55635,-0.149739,-0.148794,-0.14128,-0.141555,0.079517,0.0814824,0.789096,0.785388,0.0534189,0.0557723,-0.0265603,-0.0216213,-0.00531216,-0.00567283,4.97763,-4.32517,0.633472,-0.14128,0.079517,0.789096
8.74,4.9516,4.93816,-4.3096,-4.29703,0.631979,0.633596,-2.60531,-2.61048,1.56396,1.57193,-0.148958,-0.148009,-0.140744,-0.141041,0.0792499,0.0812682,0.789043,0.785291,0.0537907,0.0560923,-0.0268678,-0.0219318,-0.00531624,-0.00564772,4.9516,-4.3096,0.631979,-0.140744,0.0792499,0.789043
8.75,4.92552,4.91188,-4.29389,-4.28116,0.630493,0.632095,-2.60974,-2.61477,1.57941,1.58746,-0.148176,-0.147226,-0.140204,-0.140522,0.0789797,0.081048,0.78899,0.785194,0.0541639,0.0564135,-0.0271713,-0.022245,-0.00531933,-0.00561981,4.92552,-4.29389,0.630493,-0.140204,0.0789797,0.78899
8.76,4.8994,4.88556,-4.27802,-4.26514,0.629015,0.630601,-2.61415,-2.61903,1.5948,1.60293,-0.147393,-0.146443,-0.139661,-0.14,0.0787065,0.0808213,0.788937,0.785098,0.0545386,0.0567354,-0.0274709,-0.022561,-0.00532142,-0.0055895,4.8994,-4.27802,0.629015,-0.139661,0.0787065,0.788937
8.77,4.87324,4.85921,-4.26199,-4.24897,0.627545,0.629113,-2.61854,-2.62326,1.61013,1.61834,-0.146608,-0.145663,-0.139114,-0.139473,0.0784303,0.0805879,0.788884,0.785001,0.0549149,0.0570581,-0.0277668,-0.0228797,-0.00532254,-0.00555672,4.87324,-4.26199,0.627545,-0.139114,0.0784303,0.788884
8.78,4.84703,4.83281,-4.24581,-4.23265,0.626083,0.627633,-2.62291,-2.62748,1.6254,1.63369,-0.145822,-0.144884,-0.138563,-0.138942,0.0781512,0.0803481,0.78883,0.784906,0.0552926,0.0573823,-0.028059,-0.0232004,-0.0053227,-0.00552182,4.84703,-4.24581,0.626083,-0.138563,0.0781512,0.78883
8.79,4.82078,4.80636,-4.22948,-4.21617,0.624629,0.62616,-2.62726,-2.63166,1.64061,1.64898,-0.145035,-0.144106,-0.138008,-0.138405,0.0778691,0.0801014,0.788777,0.784812,0.0556718,0.0577079,-0.0283477,-0.0235234,-0.0053219,-0.00548498,4.82078,-4.22948,0.624629,-0.138008,0.0778691,0.788777
8.8,4.79449,4.77988,-4.213,-4.19954,0.623182,0.624694,-2.63158,-2.63583,1.65576,1.66421,-0.144247,-0.143329,-0.137449,-0.137863,0.0775842,0.0798476,0.788724,0.784719,0.0560526,0.0580347,-0.028633,-0.023848,-0.00532016,-0.00544645,4.79449,-4.213,0.623182,-0.137449,0.0775842,0.788724
8.81,4.76815,4.75336,-4.19637,-4.18275,0.621744,0.623237,-2.63589,-2.63997,1.67086,1.67938,-0.143457,-0.142554,-0.136887,-0.137316,0.0772965,0.0795867,0.788671,0.784628,0.0564348,0.0583634,-0.028915,-0.0241749,-0.00531748,-0.00540654,4.76815,-4.19637,0.621744,-0.136887,0.0772965,0.788671
8.82,4.74177,4.72679,-4.17958,-4.16582,0.620313,0.621789,-2.64017,-2.64409,1.68589,1.6945,-0.142666,-0.141781,-0.13632,-0.136762,0.0770059,0.0793186,0.788618,0.78454,0.0568186,0.0586938,-0.0291938,-0.0245025,-0.00531389,-0.00536506,4.74177,-4.17958,0.620313,-0.13632,0.0770059,0.788618
8.83,4.71535,4.70018,-4.16265,-4.14873,0.61889,0.620349,-2.64443,-2.64818,1.70086,1.70955,-0.141874,-0.141008,-0.13575,-0.136203,0.0767126,0.0790434,0.788565,0.784454,0.0572038,0.0590259,-0.0294695,-0.0248313,-0.00530939,-0.00532269,4.71535,-4.16265,0.61889,-0.13575,0.0767126,0.788565
8.84,4.68888,4.67354,-4.14557,-4.13149,0.617476,0.618918,-2.64867,-2.65225,1.71577,1.72455,-0.14108,-0.140236,-0.135176,-0.135638,0.0764165,0.0787608,0.788511,0.784371,0.0575904,0.0593602,-0.0297423,-0.0251608,-0.00530399,-0.00527954,4.68888,-4.14557,0.617476,-0.135176,0.0764165,0.788511
8.85,4.66237,4.64685,-4.12834,-4.11409,0.616069,0.617497,-2.65289,-2.6563,1.73062,1.73948,-0.140285,-0.139465,-0.134598,-0.135066,0.0761178,0.0784708,0.788458,0.784292,0.0579785,0.0596964,-0.0300122,-0.0254899,-0.00529771,-0.00523584,4.66237,-4.12834,0.616069,-0.134598,0.0761178,0.788458
8.86,4.63582,4.62012,-4.11096,-4.09654,0.61467,0.616085,-2.65709,-2.66032,1.74541,1.75435,-0.139489,-0.138694,-0.134017,-0.134489,0.0758163,0.0781739,0.788406,0.784216,0.058368,0.0600352,-0.0302795,-0.0258184,-0.00529056,-0.00519176,4.63582,-4.11096,0.61467,-0.134017,0.0758163,0.788406
8.87,4.60923,4.59335,-4.09343,-4.07884,0.613279,0.614684,-2.66127,-2.66433,1.76013,1.76917,-0.138691,-0.137924,-0.133431,-0.133904,0.0755122,0.0778695,0.788353,0.784145,0.0587589,0.0603754,-0.0305441,-0.0261471,-0.00528254,-0.00514758,4.60923,-4.09343,0.613279,-0.133431,0.0755122,0.788353
8.88,4.5826,4.56654,-4.07575,-4.06098,0.611896,0.613293,-2.66543,-2.66831,1.77479,1.78392,-0.137893,-0.137154,-0.132842,-0.133314,0.0752054,0.0775581,0.7883,0.784077,0.0591511,0.0607178,-0.0308063,-0.0264742,-0.00527367,-0.00510351,4.5826,-4.07575,0.611896,-0.132842,0.0752054,0.7883
8.89,4.55592,4.53968,-4.05793,-4.04297,0.610521,0.611912,-2.66956,-2.67227,1.78939,1.79861,-0.137093,-0.136383,-0.132248,-0.132717,0.0748961,0.0772396,0.788247,0.784014,0.0595446,0.0610629,-0.0310662,-0.0267997,-0.00526397,-0.00505979,4.55592,-4.05793,0.610521,-0.132248,0.0748961,0.788247
8.9,4.52921,4.51279,-4.03997,-4.02481,0.609154,0.610543,-2.67367,-2.6762,1.80392,1.81324,-0.136292,-0.135613,-0.131651,-0.132113,0.0745841,0.0769142,0.788195,0.783956,0.0599394,0.0614094,-0.0313237,-0.0271227,-0.00525344,-0.00501657,4.52921,-4.03997,0.609154,-0.131651,0.0745841,0.788195
8.91,4.50245,4.48586,-4.02185,-4.0065,0.607795,0.609185,-2.67776,-2.68012,1.81839,1.82781,-0.135489,-0.134842,-0.131049,-0.131503,0.0742696,0.0765822,0.788142,0.783903,0.0603353,0.0617587,-0.0315792,-0.0274428,-0.0052421,-0.00497404,4.50245,-4.02185,0.607795,-0.131049,0.0742696,0.788142
8.92,4.47565,4.45889,-4.0036,-3.98803,0.606444,0.607838,-2.68183,-2.68401,1.83279,1.84231,-0.134686,-0.13407,-0.130444,-0.130887,0.0739525,0.0762434,0.78809,0.783854,0.0607325,0.0621103,-0.0318326,-0.0277608,-0.00522995,-0.00493242,4.47565,-4.0036,0.606444,-0.130444,0.0739525,0.78809
8.93,4.44881,4.43188,-3.9852,-3.96942,0.605102,0.606502,-2.68588,-2.68789,1.84713,1.85675,-0.133881,-0.133297,-0.129835,-0.130265,0.0736329,0.0758984,0.788038,0.78381,0.0611307,0.062463,-0.0320842,-0.0280749,-0.00521701,-0.00489187,4.44881,-3.9852,0.605102,-0.129835,0.0736329,0.788038
8.94,4.42193,4.40483,-3.96666,-3.95065,0.603767,0.605178,-2.6899,-2.69174,1.8614,1.87112,-0.133075,-0.132523,-0.129221,-0.129636,0.0733109,0.075547,0.787985,0.783772,0.0615301,0.0628179,-0.0323339,-0.0283855,-0.0052033,-0.00485255,4.42193,-3.96666,0.603767,-0.129221,0.0733109,0.787985
8.95,4.39502,4.37774,-3.94797,-3.93174,0.60244,0.603866,-2.6939,-2.69557,1.87561,1.88543,-0.132268,-0.131747,-0.128604,-0.129002,0.0729863,0.07519,0.787933,0.783739,0.0619304,0.0631741,-0.032582,-0.0286922,-0.00518881,-0.00481452,4.39502,-3.94797,0.60244,-0.128604,0.0729863,0.787933
8.96,4.36806,4.35061,-3.92914,-3.91267,0.601121,0.602565,-2.69788,-2.69938,1.88974,1.89968,-0.131459,-0.13097,-0.127983,-0.128361,0.0726592,0.0748269,0.787882,0.783711,0.0623317,0.0635322,-0.0328284,-0.0289947,-0.00517357,-0.00477795,4.36806,-3.92914,0.601121,-0.127983,0.0726592,0.787882
8.97,4.34106,4.32344,-3.91018,-3.89347,0.599811,0.601277,-2.70184,-2.70317,1.90382,1.91385,-0.13065,-0.130191,-0.127357,-0.127715,0.0723297,0.0744587,0.78783,0.783688,0.0627338,0.063891,-0.0330734,-0.0292928,-0.00515759,-0.00474276,4.34106,-3.91018,0.599811,-0.127357,0.0723297,0.78783
8.98,4.31402,4.29624,-3.89107,-3.87411,0.598508,0.6,-2.70577,-2.70694,1.91782,1.92796,-0.129839,-0.129409,-0.126728,-0.127063,0.0719978,0.0740851,0.787778,0.78367,0.0631368,0.064251,-0.033317,-0.0295853,-0.00514088,-0.00470932,4.31402,-3.89107,0.598508,-0.126728,0.0719978,0.787778
8.99,4.28694,4.269,-3.87182,-3.85461,0.597214,0.598734,-2.70969,-2.71069,1.93175,1.942,-0.129027,-0.128626,-0.126095,-0.126406,0.0716634,0.0737068,0.787727,0.783656,0.0635405,0.0646119,-0.0335593,-0.0298733,-0.00512344,-0.0046778,4.28694,-3.87182,0.597214,-0.126095,0.0716634,0.787727
9,4.25983,4.24172,-3.85243,-3.83497,0.595928,0.59748,-2.71358,-2.71442,1.94562,1.95597,-0.128214,-0.12784,-0.125457,-0.125743,0.0713266,0.0733238,0.787676,0.783648,0.0639449,0.0649731,-0.0338004,-0.0301568,-0.00510529,-0.00464775,4.25983,-3.85243,0.595928,-0.125457,0.0713266,0.787676
9.01,4.23267,4.2144,-3.83291,-3.81518,0.59465,0.596238,-2.71744,-2.71813,1.95942,1.96987,-0.1274,-0.127052,-0.124816,-0.125074,0.0709874,0.0729365,0.787625,0.783643,0.0643499,0.0653345,-0.0340405,-0.0304346,-0.00508645,-0.00461963,4.23267,-3.83291,0.59465,-0.124816,0.0709874,0.787625
9.02,4.20548,4.18705,-3.81324,-3.79526,0.59338,0.595008,-2.72129,-2.72182,1.97315,1.98369,-0.126584,-0.126261,-0.12417,-0.124401,0.0706458,0.0725452,0.787574,0.783643,0.0647555,0.0656954,-0.0342795,-0.030708,-0.00506693,-0.00459301,4.20548,-3.81324,0.59338,-0.12417,0.0706458,0.787574
9.03,4.17825,4.15966,-3.79344,-3.7752,0.592118,0.593788,-2.72511,-2.72549,1.9868,1.99744,-0.125768,-0.125467,-0.123521,-0.123723,0.0703018,0.0721501,0.787524,0.783647,0.0651615,0.0660563,-0.0345176,-0.0309758,-0.00504673,-0.00456831,4.17825,-3.79344,0.592118,-0.123521,0.0703018,0.787524
9.04,4.15098,4.13224,-3.77351,-3.75499,0.590865,0.59258,-2.7289,-2.72914,2.00039,2.01112,-0.12495,-0.124671,-0.122867,-0.12304,0.0699554,0.0717517,0.787473,0.783655,0.0655679,0.0664167,-0.0347549,-0.0312383,-0.00502586,-0.00454517,4.15098,-3.77351,0.590865,-0.122867,0.0699554,0.787473
9.05,4.12367,4.10478,-3.75344,-3.73466,0.589619,0.591382,-2.73268,-2.73278,2.01391,2.02472,-0.124131,-0.123872,-0.122209,-0.122353,0.0696067,0.07135,0.787423,0.783666,0.0659745,0.0667759,-0.0349915,-0.0314975,-0.00500435,-0.00452363,4.12367,-3.75344,0.589619,-0.122209,0.0696067,0.787423
