t,x_true,x_est,y_true,y_est,z_true,z_est,vx_true,vx_est,vy_true,vy_est,vz_true,vz_est,phi_true,phi_est,theta_true,theta_est,psi_true,psi_est,p_true,p_est,q_true,q_est,r_true,r_est,x_noisy,y_noisy,z_noisy,phi_noisy,theta_noisy,psi_noisy
0,4.60183,4.59672,4.96252,4.9564,0.313534,0.310929,0,-0.00133863,0,0.00123802,0,0.012783,0.0259383,-0.00724329,-0.00691345,0.000687681,0.0170917,-0.00096786,0,0.0220835,0,-0.0046901,0,-0.000585541,4.60183,4.96252,0.313534,0.0259383,-0.00691345,0.0170917
0.01,4.60183,4.59523,4.9625,4.95625,0.314015,0.311196,-0.00131245,-0.000247136,-0.00512471,0.000674874,0.0962725,0.108066,0.0268294,-0.00676586,-0.00776841,-0.000297558,0.0171605,-0.00156158,0.173505,0.208943,-0.166334,-0.169864,0.0137447,0.0133871,4.60183,4.9625,0.314015,0.0268294,-0.00776841,0.0171605
0.02,4.60181,4.59325,4.96242,4.95463,0.315459,0.312812,-0.00293741,6.50287e-05,-0.010588,8.49366e-05,0.192533,0.20392,0.0293192,-0.0041323,-0.010152,-0.00292976,0.017366,-0.0018968,0.320261,0.367483,-0.306243,-0.309462,0.027323,0.0272537,4.60181,4.96242,0.315459,0.0293192,-0.010152,0.017366
0.03,4.60177,4.59124,4.96228,4.95226,0.317866,0.315116,-0.00514096,-0.000584289,-0.0166805,-0.000851512,0.28877,0.300251,0.0331547,0.000276633,-0.0138146,-0.00694945,0.0177065,-0.00192797,0.443035,0.501217,-0.422552,-0.42546,0.0407344,0.0409753,4.60177,4.96228,0.317866,0.0331547,-0.0138146,0.0177065
0.04,4.6017,4.58899,4.96208,4.94988,0.321235,0.318209,-0.0081439,-0.00222644,-0.0236461,-0.00257784,0.384966,0.396742,0.0381084,0.00608594,-0.0185329,-0.012128,0.0181802,-0.00166675,0.544321,0.612523,-0.517796,-0.520054,0.0539786,0.0544885,4.6017,4.96208,0.321235,0.0381084,-0.0185329,0.0181802
0.05,4.6016,4.58677,4.96181,4.94787,0.325565,0.322333,-0.0121254,-0.00492506,-0.031686,-0.00539201,0.481102,0.493114,0.043977,0.0129605,-0.0241079,-0.0182131,0.0187855,-0.00117332,0.626362,0.703562,-0.594247,-0.595863,0.0670551,0.0677693,4.6016,4.96181,0.325565,0.043977,-0.0241079,0.0187855
0.06,4.60146,4.5849,4.96144,4.94626,0.330857,0.327637,-0.0172281,-0.00876887,-0.0409644,-0.00947908,0.577158,0.589266,0.0505782,0.0206354,-0.0303621,-0.0249726,0.0195207,-0.000506699,0.691182,0.776432,-0.653947,-0.655426,0.0799637,0.0808244,4.60146,4.96144,0.330857,0.0505782,-0.0303621,0.0195207
0.07,4.60125,4.58355,4.96098,4.94496,0.337108,0.33413,-0.0235612,-0.0138487,-0.0516115,-0.0149693,0.673106,0.685205,0.0577493,0.0289085,-0.0371372,-0.0322093,0.0203842,0.000290155,0.740604,0.833043,-0.698728,-0.700809,0.092704,0.0936652,4.60125,4.96098,0.337108,0.0577493,-0.0371372,0.0203842
0.08,4.60098,4.58275,4.96041,4.94389,0.344318,0.341737,-0.0312044,-0.0202498,-0.0637279,-0.0219787,0.768921,0.781049,0.0653445,0.0376268,-0.0442924,-0.0397661,0.0213742,0.0011926,0.776274,0.87509,-0.730244,-0.733586,0.105276,0.106305,4.60098,4.96041,0.344318,0.0653445,-0.0442924,0.0213742
0.09,4.60062,4.58243,4.9597,4.94292,0.352486,0.350345,-0.0402106,-0.0280573,-0.077387,-0.0306253,0.864575,0.877011,0.0732339,0.0466789,-0.0517028,-0.0475259,0.0224891,0.00219184,0.79968,0.904063,-0.749981,-0.754961,0.117679,0.118766,4.60062,4.9597,0.352486,0.0732339,-0.0517028,0.0224891
0.1,4.60017,4.58249,4.95885,4.94198,0.361609,0.359859,-0.0506094,-0.0373607,-0.0926387,-0.0410397,0.960041,0.973342,0.0813017,0.0559791,-0.0592573,-0.0554047,0.0237272,0.00329283,0.812167,0.921262,-0.759282,-0.765913,0.129913,0.131073,4.60017,4.95885,0.361609,0.0813017,-0.0592573,0.0237272
0.11,4.59961,4.58282,4.95784,4.941,0.371686,0.370213,-0.0624094,-0.0482482,-0.109511,-0.0533516,1.05529,1.07023,0.0894449,0.0654546,-0.0668577,-0.0633418,0.0250868,0.00451249,0.814951,0.927865,-0.759358,-0.767351,0.141977,0.143257,4.59961,4.95784,0.371686,0.0894449,-0.0668577,0.0250868
0.12,4.59892,4.58332,4.95666,4.93994,0.382714,0.381386,-0.0756008,-0.0607893,-0.128015,-0.0676603,1.1503,1.16763,0.0975721,0.0750276,-0.0744174,-0.0712853,0.0265662,0.00587523,0.809136,0.925036,-0.751306,-0.760259,0.153873,0.15534,4.59892,4.95666,0.382714,0.0975721,-0.0744174,0.0265662
0.13,4.59809,4.58392,4.95528,4.93876,0.394691,0.393391,-0.0901577,-0.075,-0.148142,-0.0840008,1.24505,1.2652,0.105602,0.0846065,-0.08186,-0.0791835,0.0281637,0.00740838,0.79572,0.914041,-0.736113,-0.745804,0.165599,0.167332,4.59809,4.95528,0.394691,0.105602,-0.08186,0.0281637
0.14,4.59711,4.58454,4.95369,4.93745,0.407614,0.406263,-0.10604,-0.090822,-0.169871,-0.102308,1.33952,1.3622,0.113464,0.0940829,-0.0891188,-0.0869793,0.0298776,0.00913557,0.77561,0.896301,-0.714678,-0.725347,0.177155,0.179226,4.59711,4.95369,0.407614,0.113464,-0.0891188,0.0298776
0.15,4.59596,4.58515,4.95188,4.93602,0.421481,0.420042,-0.123197,-0.108104,-0.193167,-0.122403,1.43371,1.45756,0.121095,0.103343,-0.0961355,-0.0946132,0.0317062,0.0110701,0.749627,0.873339,-0.687807,-0.700347,0.188542,0.191004,4.59596,4.95188,0.421481,0.121095,-0.0961355,0.0317062
0.16,4.59464,4.58569,4.94982,4.93447,0.436288,0.434757,-0.141544,-0.126616,-0.217953,-0.144011,1.52737,1.55005,0.128439,0.112282,-0.102859,-0.10203,0.0336479,0.0132112,0.718682,0.846632,-0.656379,-0.672176,0.19976,0.202642,4.59464,4.94982,0.436288,0.128439,-0.102859,0.0336479
0.17,4.59313,4.58611,4.94751,4.93281,0.452011,0.450419,-0.16056,-0.146077,-0.243567,-0.166808,1.6161,1.63842,0.135465,0.12082,-0.109259,-0.109183,0.0357009,0.0155449,0.686336,0.817451,-0.623606,-0.641951,0.210807,0.214118,4.59313,4.94751,0.452011,0.135465,-0.109259,0.0357009
0.18,4.59143,4.58638,4.94495,4.93101,0.468588,0.467004,-0.179942,-0.166208,-0.269642,-0.190478,1.69825,1.7217,0.142166,0.128909,-0.11533,-0.116039,0.0378635,0.018049,0.653857,0.786733,-0.590594,-0.610435,0.221686,0.225417,4.59143,4.94495,0.468588,0.142166,-0.11533,0.0378635
0.19,4.58953,4.58647,4.94212,4.92905,0.485955,0.484466,-0.199582,-0.186762,-0.296066,-0.214754,1.77407,1.7992,0.148541,0.13653,-0.12107,-0.122574,0.040134,0.020699,0.621112,0.755052,-0.557198,-0.578036,0.232395,0.236532,4.58953,4.94212,0.485955,0.148541,-0.12107,0.040134
0.2,4.58744,4.58634,4.93903,4.92687,0.504049,0.502741,-0.219385,-0.207549,-0.322748,-0.239443,1.84385,1.87062,0.154586,0.143685,-0.126472,-0.128769,0.0425108,0.0234734,0.587946,0.722661,-0.523251,-0.544891,0.242934,0.247465,4.58744,4.93903,0.504049,0.154586,-0.126472,0.0425108
0.21,4.58514,4.58599,4.93566,4.92441,0.522813,0.521754,-0.239265,-0.228438,-0.349602,-0.26442,1.90789,1.93593,0.160298,0.150387,-0.131532,-0.134606,0.0449921,0.0263561,0.554222,0.689588,-0.488606,-0.51096,0.253305,0.258222,4.58514,4.93566,0.522813,0.160298,-0.131532,0.0449921
0.22,4.58265,4.58538,4.93203,4.92165,0.542189,0.541431,-0.259146,-0.249338,-0.37655,-0.289608,1.96647,1.99532,0.165669,0.156653,-0.136242,-0.140068,0.0475763,0.0293367,0.519817,0.655712,-0.453132,-0.476111,0.263506,0.268809,4.58265,4.93203,0.542189,0.165669,-0.136242,0.0475763
0.23,4.57996,4.5845,4.92813,4.91851,0.562125,0.561697,-0.278956,-0.270194,-0.40352,-0.314961,2.01985,2.04906,0.170692,0.162498,-0.140592,-0.145134,0.0502617,0.0324091,0.484629,0.620856,-0.416715,-0.440191,0.273539,0.279232,4.57996,4.92813,0.562125,0.170692,-0.140592,0.0502617
0.24,4.57707,4.58333,4.92396,4.91499,0.582569,0.582484,-0.298631,-0.290963,-0.430447,-0.340443,2.06828,2.09748,0.175358,0.167932,-0.144573,-0.149779,0.0530466,0.0355707,0.448569,0.584834,-0.379259,-0.403061,0.283403,0.289493,4.57707,4.92396,0.582569,0.175358,-0.144573,0.0530466
0.25,4.57399,4.58187,4.91952,4.91107,0.603475,0.603728,-0.318113,-0.311608,-0.457271,-0.366015,2.11202,2.14094,0.17966,0.17296,-0.148173,-0.15398,0.0559292,0.0388201,0.411563,0.547487,-0.340679,-0.36461,0.293098,0.299591,4.57399,4.91952,0.603475,0.17966,-0.148173,0.0559292
0.26,4.57071,4.58009,4.91482,4.90675,0.624795,0.625368,-0.337349,-0.332087,-0.483936,-0.391632,2.15129,2.17975,0.183586,0.177584,-0.151382,-0.157713,0.058908,0.0421563,0.373553,0.5087,-0.300909,-0.324765,0.302626,0.309521,4.57071,4.91482,0.624795,0.183586,-0.151382,0.058908
0.27,4.56724,4.578,4.90985,4.90206,0.646486,0.647349,-0.356291,-0.35236,-0.51039,-0.417238,2.18633,2.21424,0.187127,0.181801,-0.154187,-0.160955,0.0619812,0.0455784,0.334495,0.468412,-0.259894,-0.283488,0.311985,0.319279,4.56724,4.90985,0.646486,0.187127,-0.154187,0.0619812
0.28,4.56359,4.57559,4.90461,4.89701,0.668508,0.669621,-0.374893,-0.372375,-0.536585,-0.442774,2.21734,2.24467,0.190272,0.185606,-0.156576,-0.163684,0.0651471,0.0490851,0.29436,0.42661,-0.217593,-0.240763,0.321178,0.328855,4.56359,4.90461,0.668508,0.190272,-0.156576,0.0651471
0.29,4.55975,4.57287,4.89912,4.89165,0.69082,0.692133,-0.393116,-0.392082,-0.562477,-0.468174,2.24453,2.27131,0.193011,0.188993,-0.158535,-0.165882,0.0684042,0.0526745,0.253131,0.383323,-0.173978,-0.196595,0.330203,0.338245,4.55975,4.89912,0.69082,0.193011,-0.158535,0.0684042
0.3,4.55573,4.56984,4.89336,4.88599,0.713387,0.714841,-0.410923,-0.411424,-0.588025,-0.493369,2.26811,2.29438,0.195331,0.191951,-0.160051,-0.167534,0.0717506,0.0563443,0.210805,0.338618,-0.12903,-0.151005,0.339061,0.347442,4.55573,4.89336,0.713387,0.195331,-0.160051,0.0717506
0.31,4.55153,4.56651,4.88736,4.88007,0.736171,0.737705,-0.428281,-0.430346,-0.613189,-0.518295,2.28826,2.31411,0.197223,0.194473,-0.161111,-0.168627,0.0751848,0.0600922,0.167391,0.292584,-0.0827418,-0.104017,0.347753,0.356442,4.55153,4.88736,0.736171,0.197223,-0.161111,0.0751848
0.32,4.54716,4.56289,4.8811,4.87392,0.759141,0.760688,-0.445158,-0.448791,-0.637933,-0.542886,2.30515,2.33068,0.198676,0.196545,-0.161701,-0.169151,0.0787051,0.0639157,0.122911,0.245327,-0.035114,-0.0556592,0.356279,0.365242,4.54716,4.8811,0.759141,0.198676,-0.161701,0.0787051
0.33,4.54263,4.559,4.8746,4.86755,0.782264,0.783756,-0.461526,-0.466707,-0.662223,-0.567086,2.31898,2.34426,0.199678,0.198159,-0.161809,-0.169098,0.0823099,0.0678125,0.0773994,0.19696,0.0138446,-0.00595972,0.36464,0.373842,4.54263,4.8746,0.782264,0.199678,-0.161809,0.0823099
0.34,4.53793,4.55485,4.86786,4.86099,0.805511,0.806881,-0.47736,-0.484043,-0.686027,-0.590843,2.32989,2.35501,0.20022,0.199302,-0.16142,-0.168462,0.0859974,0.0717805,0.0309004,0.147596,0.0641185,0.0450562,0.372836,0.382245,4.53793,4.86786,0.805511,0.20022,-0.16142,0.0859974
0.35,4.53308,4.55046,4.86088,4.85423,0.828853,0.830038,-0.492635,-0.500754,-0.709313,-0.614113,2.33806,2.36307,0.200293,0.199965,-0.160522,-0.167242,0.089766,0.0758182,-0.0165299,0.0973476,0.115687,0.0973662,0.380867,0.390452,4.53308,4.86088,0.828853,0.200293,-0.160522,0.089766
0.36,4.52808,4.54585,4.85367,4.84729,0.852263,0.853209,-0.50733,-0.5168,-0.732055,-0.636858,2.34363,2.36857,0.199887,0.200138,-0.159102,-0.165435,0.0936142,0.0799245,-0.0648248,0.046318,0.168526,0.150949,0.388734,0.398471,4.52808,4.85367,0.852263,0.199887,-0.159102,0.0936142
0.37,4.52294,4.54102,4.84624,4.84018,0.875717,0.876375,-0.521424,-0.532144,-0.754222,-0.659049,2.34674,2.37163,0.198994,0.199813,-0.157147,-0.163043,0.0975402,0.0840985,-0.113908,-0.00539879,0.222606,0.205788,0.396438,0.406307,4.52294,4.84624,0.875717,0.198994,-0.157147,0.0975402
0.38,4.51766,4.536,4.83859,4.83289,0.89919,0.899525,-0.534898,-0.546756,-0.775791,-0.680661,2.34755,2.37237,0.197606,0.198984,-0.154646,-0.160068,0.101542,0.0883396,-0.163693,-0.0577123,0.277896,0.261861,0.40398,0.413967,4.51766,4.83859,0.89919,0.197606,-0.154646,0.101542
0.39,4.51224,4.5308,4.83073,4.82541,0.922661,0.922648,-0.547734,-0.560615,-0.796734,-0.701673,2.34618,2.37089,0.195718,0.197645,-0.151586,-0.156514,0.105619,0.0926471,-0.214085,-0.110541,0.334367,0.319146,0.411358,0.42146,4.51224,4.83073,0.922661,0.195718,-0.151586,0.105619
0.4,4.5067,4.52543,4.82266,4.81776,0.946107,0.945736,-0.559915,-0.573699,-0.817029,-0.722071,2.34275,2.36729,0.193323,0.195797,-0.147955,-0.152386,0.109769,0.0970202,-0.264979,-0.163805,0.391985,0.37761,0.418576,0.428794,4.5067,4.82266,0.946107,0.193323,-0.147955,0.109769
0.41,4.50105,4.51992,4.81439,4.80993,0.969509,0.96878,-0.571425,-0.585997,-0.836651,-0.741844,2.3374,2.36167,0.190417,0.193439,-0.143742,-0.147694,0.11399,0.101458,-0.316265,-0.217425,0.45072,0.437212,0.425632,0.435976,4.50105,4.81439,0.969509,0.190417,-0.143742,0.11399
0.42,4.49528,4.51426,4.80593,4.80191,0.992849,0.991773,-0.582249,-0.5975,-0.855578,-0.760984,2.33023,2.35414,0.186997,0.190575,-0.138937,-0.142444,0.118281,0.105959,-0.36782,-0.27132,0.51054,0.497901,0.432528,0.443015,4.49528,4.80593,0.992849,0.186997,-0.138937,0.118281
0.43,4.4894,4.50848,4.79728,4.79371,1.01611,1.01471,-0.592371,-0.608205,-0.873788,-0.779483,2.32135,2.34479,0.18306,0.187211,-0.133528,-0.136648,0.12264,0.11052,-0.419518,-0.325399,0.571416,0.559607,0.439264,0.449917,4.4894,4.79728,1.01611,0.18306,-0.133528,0.12264
0.44,4.48343,4.50258,4.78845,4.78535,1.03927,1.03757,-0.601778,-0.61811,-0.891259,-0.797333,2.31089,2.33374,0.178606,0.183359,-0.127505,-0.130316,0.127066,0.11514,-0.471223,-0.379565,0.633321,0.62225,0.445841,0.456686,4.48343,4.78845,1.03927,0.178606,-0.127505,0.127066
0.45,4.47737,4.49658,4.77946,4.77682,1.06232,1.06036,-0.610453,-0.62722,-0.90797,-0.814532,2.29892,2.32109,0.173636,0.179029,-0.120858,-0.123457,0.131557,0.119813,-0.522793,-0.433707,0.696229,0.685739,0.452261,0.463328,4.47737,4.77946,1.06232,0.173636,-0.120858,0.131557
0.46,4.47123,4.49048,4.7703,4.76815,1.08524,1.08307,-0.618383,-0.635539,-0.9239,-0.831075,2.28556,2.30695,0.168152,0.174232,-0.113577,-0.116079,0.136111,0.124539,-0.574081,-0.487708,0.760114,0.749988,0.458522,0.469845,4.47123,4.7703,1.08524,0.168152,-0.113577,0.136111
0.47,4.46501,4.48428,4.76098,4.75935,1.10803,1.10568,-0.625552,-0.643074,-0.939028,-0.846959,2.2709,2.29145,0.162156,0.168979,-0.105653,-0.108181,0.140726,0.129312,-0.624931,-0.541436,0.824954,0.814927,0.464627,0.476238,4.46501,4.76098,1.10803,0.162156,-0.105653,0.140726
0.48,4.45872,4.47799,4.75152,4.75043,1.13066,1.12819,-0.631946,-0.64983,-0.953333,-0.862184,2.25501,2.27468,0.155655,0.163274,-0.097075,-0.0997548,0.145403,0.134135,-0.675181,-0.594752,0.890724,0.880534,0.470576,0.482504,4.45872,4.75152,1.13066,0.155655,-0.097075,0.145403
0.49,4.45237,4.47162,4.74192,4.74139,1.15312,1.15062,-0.637549,-0.655816,-0.966795,-0.87675,2.23799,2.25679,0.148655,0.157111,-0.0878351,-0.0907739,0.150137,0.139008,-0.724665,-0.647511,0.9574,0.94687,0.47637,0.488643,4.45237,4.74192,1.15312,0.148655,-0.0878351,0.150137
0.5,4.44597,4.46515,4.73219,4.73224,1.17541,1.17295,-0.642344,-0.661032,-0.979392,-0.890659,2.21992,2.23786,0.141165,0.15047,-0.077924,-0.0811892,0.154929,0.143943,-0.77321,-0.699557,1.02496,1.01412,0.482009,0.494648,4.44597,4.73219,1.17541,0.141165,-0.077924,0.154929
0.51,4.43953,4.45861,4.72233,4.72294,1.19752,1.19521,-0.646315,-0.665483,-0.991105,-0.903908,2.20087,2.21802,0.133195,0.143313,-0.0673332,-0.0709261,0.159777,0.148952,-0.820638,-0.750705,1.09336,1.08261,0.487495,0.500511,4.43953,4.72233,1.19752,0.133195,-0.0673332,0.159777
0.52,4.43305,4.45199,4.71237,4.71345,1.21943,1.2174,-0.649444,-0.66917,-1.00191,-0.916475,2.18092,2.1974,0.124756,0.13559,-0.0560542,-0.0598867,0.164679,0.154057,-0.866765,-0.800714,1.16257,1.15268,0.492829,0.506222,4.43305,4.71237,1.21943,0.124756,-0.0560542,0.164679
0.53,4.42654,4.44533,4.7023,4.70374,1.24114,1.23947,-0.651712,-0.672095,-1.01179,-0.92831,2.16013,2.17615,0.115864,0.127254,-0.0440792,-0.0479729,0.169633,0.15928,-0.911403,-0.84925,1.23255,1.22447,0.49801,0.511765,4.42654,4.7023,1.24114,0.115864,-0.0440792,0.169633
0.54,4.42001,4.43865,4.69213,4.69378,1.26263,1.26138,-0.653099,-0.674251,-1.02071,-0.939307,2.13857,2.15442,0.106534,0.118285,-0.0314007,-0.0351238,0.174639,0.164633,-0.954357,-0.895874,1.30324,1.29733,0.503041,0.517125,4.42001,4.69213,1.26263,0.106534,-0.0314007,0.174639
0.55,4.41348,4.43202,4.68189,4.68358,1.2839,1.28304,-0.653585,-0.675613,-1.02866,-0.949306,2.11631,2.13233,0.0967833,0.108713,-0.0180123,-0.0213598,0.179694,0.170119,-0.995431,-0.940116,1.37453,1.36919,0.507921,0.522298,4.41348,4.68189,1.2839,0.0967833,-0.0180123,0.179694
0.56,4.40695,4.42545,4.67156,4.67318,1.30495,1.30444,-0.653148,-0.676111,-1.03562,-0.958127,2.0934,2.10984,0.0866322,0.098605,-0.00393284,-0.00679443,0.184796,0.175724,-1.03442,-0.981651,1.43906,1.4364,0.512653,0.527295,4.40695,4.67156,1.30495,0.0866322,-0.00393284,0.184796
0.57,4.40042,4.41897,4.66118,4.66264,1.32577,1.32561,-0.651769,-0.675644,-1.04155,-0.96562,2.0699,2.08678,0.0761025,0.0880442,0.0107189,0.00839462,0.189946,0.181429,-1.07113,-1.0204,1.48888,1.49469,0.517236,0.53215,4.40042,4.66118,1.32577,0.0761025,0.0107189,0.189946
0.58,4.39391,4.41255,4.65074,4.65204,1.34635,1.3466,-0.649441,-0.674123,-1.04644,-0.971725,2.04586,2.06298,0.065218,0.0771048,0.0258006,0.0240104,0.195141,0.187211,-1.10534,-1.05644,1.52537,1.54083,0.521672,0.536891,4.39391,4.65074,1.34635,0.065218,0.0258006,0.195141
0.59,4.38743,4.40619,4.64025,4.6414,1.36669,1.36743,-0.646163,-0.671519,-1.05027,-0.976464,2.02135,2.0384,0.0540047,0.0658597,0.0411872,0.0398607,0.200379,0.193044,-1.13686,-1.0897,1.55012,1.57375,0.525962,0.54153,4.38743,4.64025,1.36669,0.0540047,0.0411872,0.200379
0.6,4.38099,4.39986,4.62974,4.63078,1.38677,1.38802,-0.641939,-0.667876,-1.05301,-0.979904,1.99639,2.01316,0.0424905,0.0543795,0.0567685,0.0557817,0.205659,0.198901,-1.16547,-1.11994,1.56455,1.59431,0.530106,0.546053,4.38099,4.62974,1.38677,0.0424905,0.0567685,0.205659
0.61,4.3746,4.39357,4.6192,4.62021,1.40661,1.40829,-0.636782,-0.663263,-1.05465,-0.982114,1.97105,1.98744,0.0307056,0.0427179,0.0724481,0.0716603,0.210981,0.204763,-1.19099,-1.14681,1.56994,1.60427,0.534107,0.550435,4.3746,4.6192,1.40661,0.0307056,0.0724481,0.210981
0.62,4.36826,4.38733,4.60865,4.60969,1.42619,1.42822,-0.630708,-0.657745,-1.05517,-0.98315,1.94536,1.96139,0.0186816,0.0309001,0.0881412,0.0874414,0.216341,0.210625,-1.21324,-1.17002,1.56746,1.60544,0.537964,0.554657,4.36826,4.60865,1.42619,0.0186816,0.0881412,0.216341
0.63,4.36199,4.38117,4.5981,4.59922,1.44552,1.4478,-0.623735,-0.651357,-1.05455,-0.983043,1.91937,1.93511,0.00645228,0.0189299,0.103774,0.103108,0.221739,0.216487,-1.23203,-1.1894,1.55813,1.59926,0.541678,0.558704,4.36199,4.5981,1.44552,0.00645228,0.103774,0.221739
0.64,4.35579,4.37511,4.58756,4.58882,1.46458,1.46703,-0.615886,-0.644109,-1.05278,-0.981809,1.89312,1.90861,-0.00594705,0.00680581,0.119284,0.118658,0.227174,0.222357,-1.24722,-1.20488,1.5429,1.58684,0.545252,0.562569,4.35579,4.58756,1.46458,-0.00594705,0.119284,0.227174
0.65,4.34967,4.36917,4.57704,4.57846,1.48338,1.48596,-0.607185,-0.636003,-1.04984,-0.979449,1.86664,1.88194,-0.0184796,-0.0054681,0.134616,0.134085,0.232644,0.228239,-1.25866,-1.21643,1.52261,1.56899,0.548685,0.566249,4.34967,4.57704,1.48338,-0.0184796,0.134616,0.232644
0.66,4.34365,4.36336,4.56657,4.56815,1.50191,1.50459,-0.597659,-0.62704,-1.04571,-0.975951,1.83997,1.8551,-0.0311073,-0.0178756,0.149722,0.149372,0.238147,0.234133,-1.26623,-1.22403,1.49801,1.54643,0.551979,0.569744,4.34365,4.56657,1.50191,-0.0311073,0.149722,0.238147
0.67,4.33772,4.35771,4.55613,4.5579,1.52018,1.52293,-0.587336,-0.617229,-1.04039,-0.971293,1.81315,1.82813,-0.0437909,-0.0303877,0.164564,0.164487,0.243683,0.240037,-1.26984,-1.22767,1.46978,1.51978,0.555136,0.573054,4.33772,4.55613,1.52018,-0.0437909,0.164564,0.243683
0.68,4.3319,4.35223,4.54576,4.54771,1.53818,1.54097,-0.576244,-0.60659,-1.03386,-0.965448,1.7862,1.80108,-0.0564905,-0.0429669,0.179108,0.179393,0.24925,0.245946,-1.26941,-1.22732,1.43852,1.48963,0.558155,0.57618,4.3319,4.54576,1.53818,-0.0564905,0.179108,0.24925
0.69,4.3262,4.34692,4.53546,4.53759,1.5559,1.5587,-0.564413,-0.595149,-1.02612,-0.958388,1.75916,1.77397,-0.0691655,-0.0555686,0.193326,0.194051,0.254846,0.251856,-1.2649,-1.22296,1.40477,1.45654,0.561038,0.579126,4.3262,4.53546,1.5559,-0.0691655,0.193326,0.254846
0.7,4.32062,4.3418,4.52524,4.52755,1.57336,1.57612,-0.551873,-0.582941,-1.01715,-0.950083,1.73204,1.74686,-0.0817749,-0.0681451,0.207196,0.208417,0.26047,0.25776,-1.2563,-1.21457,1.369,1.42103,0.563787,0.581894,4.32062,4.52524,1.57336,-0.0817749,0.207196,0.26047
0.71,4.31517,4.33687,4.51512,4.51761,1.59054,1.59321,-0.538655,-0.570004,-1.00695,-0.94051,1.70489,1.71979,-0.0942778,-0.0806459,0.220701,0.222455,0.266121,0.263655,-1.2436,-1.20216,1.33165,1.3836,0.566401,0.58449,4.31517,4.51512,1.59054,-0.0942778,0.220701,0.266121
0.72,4.30985,4.33211,4.50511,4.50778,1.60746,1.60997,-0.524788,-0.556375,-0.995509,-0.929654,1.67773,1.69278,-0.106633,-0.0930208,0.233825,0.23613,0.271798,0.269537,-1.22685,-1.18575,1.2931,1.34467,0.568884,0.586918,4.30985,4.50511,1.60746,-0.106633,0.233825,0.271798
0.73,4.30467,4.32753,4.49522,4.49809,1.6241,1.62641,-0.510305,-0.542092,-0.982835,-0.917507,1.65058,1.66587,-0.118802,-0.105219,0.24656,0.249413,0.277498,0.275403,-1.20612,-1.1654,1.25367,1.30464,0.571235,0.589187,4.30467,4.49522,1.6241,-0.118802,0.24656,0.277498
0.74,4.29964,4.32311,4.48546,4.48855,1.64047,1.64252,-0.495233,-0.527192,-0.968925,-0.904073,1.62345,1.63906,-0.130743,-0.117192,0.258897,0.262281,0.283222,0.281253,-1.18149,-1.14122,1.21366,1.26386,0.573455,0.591302,4.29964,4.48546,1.64047,-0.130743,0.258897,0.283222
0.75,4.29477,4.31884,4.47584,4.4792,1.65657,1.65832,-0.479603,-0.511707,-0.953781,-0.889362,1.59638,1.61239,-0.142419,-0.128893,0.270832,0.274718,0.288967,0.287086,-1.15309,-1.11331,1.17333,1.22262,0.575547,0.593272,4.29477,4.47584,1.65657,-0.142419,0.270832,0.288967
0.76,4.29005,4.31471,4.46639,4.47005,1.6724,1.67381,-0.463443,-0.49567,-0.937408,-0.87339,1.56939,1.58585,-0.153793,-0.140279,0.282363,0.286712,0.294732,0.292906,-1.12105,-1.08185,1.13291,1.18118,0.577511,0.595104,4.29005,4.46639,1.6724,-0.153793,0.282363,0.294732
0.77,4.2855,4.31069,4.4571,4.46112,1.68796,1.689,-0.446782,-0.479105,-0.919816,-0.856177,1.54248,1.55944,-0.164828,-0.15131,0.29349,0.29826,0.300517,0.298713,-1.08554,-1.04699,1.09259,1.13977,0.579348,0.596804,4.2855,4.4571,1.68796,-0.164828,0.29349,0.300517
0.78,4.28112,4.30679,4.44799,4.45242,1.70325,1.70392,-0.429647,-0.46204,-0.901014,-0.837747,1.51569,1.53318,-0.175492,-0.161951,0.304216,0.30936,0.306319,0.304513,-1.04674,-1.00893,1.05254,1.09857,0.581059,0.598381,4.28112,4.44799,1.70325,-0.175492,0.304216,0.306319
0.79,4.27691,4.30299,4.43908,4.44397,1.71827,1.71857,-0.412064,-0.444493,-0.881016,-0.818117,1.48902,1.50705,-0.185753,-0.17217,0.314543,0.320018,0.312138,0.310311,-1.00485,-0.967861,1.01292,1.05774,0.582646,0.599839,4.27691,4.43908,1.71827,-0.185753,0.314543,0.312138
0.8,4.27288,4.29929,4.43038,4.43578,1.73303,1.73297,-0.394058,-0.426487,-0.85984,-0.797314,1.46249,1.48106,-0.19558,-0.18194,0.324476,0.330242,0.317971,0.316113,-0.9601,-0.923995,0.97384,1.01742,0.58411,0.601182,4.27288,4.43038,1.73303,-0.19558,0.324476,0.317971
0.81,4.26903,4.29567,4.42189,4.42784,1.74752,1.74713,-0.375654,-0.40804,-0.837505,-0.775353,1.43611,1.4552,-0.204946,-0.191236,0.334022,0.340042,0.323819,0.321923,-0.912701,-0.877536,0.935416,0.977712,0.585451,0.602416,4.26903,4.42189,1.74752,-0.204946,0.334022,0.323819
0.82,4.26537,4.29215,4.41363,4.42017,1.76175,1.76105,-0.356872,-0.38917,-0.814034,-0.752261,1.40991,1.42948,-0.213826,-0.200034,0.343187,0.349431,0.32968,0.327748,-0.862896,-0.8287,0.897737,0.938718,0.586673,0.603542,4.26537,4.41363,1.76175,-0.213826,0.343187,0.32968
