t,x_des,y_des,z_des,x_act,y_act,z_act
7.12,-9.04586,-4.26291,14.24,-9.02709,-4.31637,14.24
7.13,-9.07127,-4.20856,14.26,-9.05593,-4.26286,14.26
7.14,-9.09636,-4.15406,14.28,-9.08458,-4.20905,14.28
7.15,-9.12112,-4.09941,14.3,-9.11304,-4.15493,14.3
7.16,-9.14555,-4.04461,14.32,-9.14129,-4.1005,14.32
7.17,-9.16966,-3.98966,14.34,-9.16932,-4.04576,14.34
7.18,-9.19343,-3.93457,14.36,-9.19713,-3.99071,14.36
7.19,-9.21687,-3.87934,14.38,-9.22471,-3.93535,14.38
7.2,-9.23998,-3.82397,14.4,-9.25205,-3.87968,14.4
7.21,-9.26276,-3.76846,14.42,-9.27913,-3.8237,14.42
7.22,-9.2852,-3.71282,14.44,-9.30596,-3.76741,14.44
7.23,-9.30731,-3.65704,14.46,-9.33251,-3.71081,14.46
7.24,-9.32909,-3.60113,14.48,-9.35879,-3.65392,14.48
7.25,-9.35053,-3.54509,14.5,-9.38477,-3.59672,14.5
7.26,-9.37163,-3.48892,14.52,-9.41046,-3.53922,14.52
7.27,-9.39239,-3.43263,14.54,-9.43583,-3.48142,14.54
7.28,-9.41282,-3.37622,14.56,-9.46089,-3.42333,14.56
7.29,-9.43291,-3.31968,14.58,-9.48561,-3.36495,14.58
7.3,-9.45266,-3.26302,14.6,-9.51,-3.30628,14.6
7.31,-9.47206,-3.20625,14.62,-9.53404,-3.24733,14.62
7.32,-9.49113,-3.14936,14.64,-9.55772,-3.1881,14.64
7.33,-9.50986,-3.09235,14.66,-9.58103,-3.1286,14.66
7.34,-9.52824,-3.03524,14.68,-9.60396,-3.06883,14.68
7.35,-9.54628,-2.97802,14.7,-9.6265,-3.00879,14.7
7.36,-9.56397,-2.92069,14.72,-9.64864,-2.9485,14.72
7.37,-9.58133,-2.86325,14.74,-9.67038,-2.88795,14.74
7.38,-9.59833,-2.80571,14.76,-9.6917,-2.82716,14.76
7.39,-9.61499,-2.74807,14.78,-9.71259,-2.76613,14.78
7.4,-9.63131,-2.69033,14.8,-9.73305,-2.70487,14.8
7.41,-9.64728,-2.6325,14.82,-9.75306,-2.64338,14.82
7.42,-9.6629,-2.57456,14.84,-9.77263,-2.58167,14.84
7.43,-9.67817,-2.51654,14.86,-9.79173,-2.51975,14.86
7.44,-9.6931,-2.45843,14.88,-9.81036,-2.45763,14.88
7.45,-9.70767,-2.40022,14.9,-9.82852,-2.39531,14.9
7.46,-9.7219,-2.34194,14.92,-9.84619,-2.3328,14.92
7.47,-9.73578,-2.28356,14.94,-9.86337,-2.27012,14.94
7.48,-9.7493,-2.22511,14.96,-9.88005,-2.20727,14.96
7.49,-9.76248,-2.16657,14.98,-9.89623,-2.14425,14.98
7.5,-9.7753,-2.10796,15,-9.91189,-2.08109,15
7.51,-9.78777,-2.04927,15.02,-9.92704,-2.01778,15.02
7.52,-9.79989,-1.99051,15.04,-9.94167,-1.95433,15.04
7.53,-9.81166,-1.93167,15.06,-9.95577,-1.89076,15.06
7.54,-9.82307,-1.87277,15.08,-9.96934,-1.82708,15.08
7.55,-9.83413,-1.81379,15.1,-9.98237,-1.76329,15.1
7.56,-9.84484,-1.75476,15.12,-9.99486,-1.69941,15.12
7.57,-9.85519,-1.69566,15.14,-10.0068,-1.63544,15.14
7.58,-9.86519,-1.6365,15.16,-10.0182,-1.57139,15.16
7.59,-9.87483,-1.57728,15.18,-10.0291,-1.50727,15.18
7.6,-9.88411,-1.518,15.2,-10.0394,-1.4431,15.2
7.61,-9.89304,-1.45867,15.22,-10.0491,-1.37888,15.22
7.62,-9.90162,-1.39928,15.24,-10.0583,-1.31463,15.24
7.63,-9.90983,-1.33985,15.26,-10.0669,-1.25034,15.26
7.64,-9.91769,-1.28037,15.28,-10.075,-1.18604,15.28
7.65,-9.9252,-1.22084,15.3,-10.0825,-1.12172,15.3
7.66,-9.93234,-1.16126,15.32,-10.0895,-1.05741,15.32
7.67,-9.93913,-1.10165,15.34,-10.0959,-0.993106,15.34
7.68,-9.94556,-1.04199,15.36,-10.1017,-0.92882,15.36
7.69,-9.95164,-0.982303,15.38,-10.107,-0.864561,15.38
7.7,-9.95735,-0.922576,15.4,-10.1117,-0.800339,15.4
7.71,-9.96271,-0.862816,15.42,-10.1159,-0.736161,15.42
7.72,-9.96771,-0.803024,15.44,-10.1195,-0.672036,15.44
7.73,-9.97234,-0.743204,15.46,-10.1226,-0.607972,15.46
7.74,-9.97662,-0.683357,15.48,-10.1252,-0.543978,15.48
7.75,-9.98054,-0.623485,15.5,-10.1272,-0.480061,15.5
7.76,-9.98411,-0.563591,15.52,-10.1286,-0.416229,15.52
7.77,-9.98731,-0.503677,15.54,-10.1296,-0.352489,15.54
7.78,-9.99015,-0.443744,15.56,-10.13,-0.288849,15.56
7.79,-9.99263,-0.383796,15.58,-10.1298,-0.225316,15.58
7.8,-9.99476,-0.323833,15.6,-10.1292,-0.161895,15.6
7.81,-9.99652,-0.263859,15.62,-10.1281,-0.0985938,15.62
7.82,-9.99792,-0.203876,15.64,-10.1264,-0.0354184,15.64
7.83,-9.99896,-0.143885,15.66,-10.1242,0.0276253,15.66
7.84,-9.99965,-0.0838888,15.68,-10.1216,0.0905318,15.68
7.85,-9.99997,-0.0238898,15.7,-10.1185,0.153296,15.7
7.86,-9.99993,0.0361101,15.72,-10.1148,0.215912,15.72
7.87,-9.99954,0.0961087,15.74,-10.1107,0.278375,15.74
7.88,-9.99878,0.156104,15.76,-10.1061,0.340681,15.76
7.89,-9.99766,0.216093,15.78,-10.1011,0.402826,15.78
7.9,-9.99619,0.276075,15.8,-10.0956,0.464805,15.8
7.91,-9.99435,0.336047,15.82,-10.0897,0.526615,15.82
7.92,-9.99216,0.396007,15.84,-10.0833,0.588251,15.84
7.93,-9.9896,0.455952,15.86,-10.0765,0.649712,15.86
7.94,-9.98668,0.515881,15.88,-10.0692,0.710994,15.88
7.95,-9.98341,0.575792,15.9,-10.0615,0.772094,15.9
7.96,-9.97978,0.635681,15.92,-10.0535,0.83301,15.92
7.97,-9.97578,0.695548,15.94,-10.045,0.893739,15.94
7.98,-9.97143,0.75539,15.96,-10.0361,0.95428,15.96
7.99,-9.96672,0.815205,15.98,-10.0268,1.01463,15.98
8,-9.96165,0.87499,16,-10.0171,1.07479,16
8.01,-9.95622,0.934744,16.02,-10.0071,1.13476,16.02
8.02,-9.95043,0.994464,16.04,-9.99672,1.19453,16.04
8.03,-9.94428,1.05415,16.06,-9.98596,1.25411,16.06
8.04,-9.93778,1.11379,16.08,-9.97485,1.3135,16.08
8.05,-9.93092,1.1734,16.1,-9.9634,1.37269,16.1
8.06,-9.9237,1.23296,16.12,-9.95161,1.43168,16.12
8.07,-9.91612,1.29248,16.14,-9.93949,1.49048,16.14
8.08,-9.90819,1.35196,16.16,-9.92705,1.54909,16.16
8.09,-9.8999,1.41138,16.18,-9.9143,1.6075,16.18
8.1,-9.89125,1.47076,16.2,-9.90124,1.66572,16.2
8.11,-9.88225,1.53008,16.22,-9.88787,1.72375,16.22
8.12,-9.87289,1.58934,16.24,-9.87422,1.78159,16.24
8.13,-9.86318,1.64855,16.26,-9.86027,1.83924,16.26
8.14,-9.85311,1.7077,16.28,-9.84605,1.8967,16.28
8.15,-9.84269,1.76679,16.3,-9.83155,1.95398,16.3
8.16,-9.83191,1.82581,16.32,-9.81679,2.01107,16.32
8.17,-9.82078,1.88477,16.34,-9.80176,2.06798,16.34
8.18,-9.80929,1.94366,16.36,-9.78648,2.12471,16.36
8.19,-9.79745,2.00248,16.38,-9.77095,2.18127,16.38
8.2,-9.78526,2.06123,16.4,-9.75517,2.23765,16.4
8.21,-9.77272,2.1199,16.42,-9.73916,2.29386,16.42
8.22,-9.75982,2.1785,16.44,-9.72291,2.3499,16.44
8.23,-9.74658,2.23702,16.46,-9.70643,2.40577,16.46
8.24,-9.73298,2.29546,16.48,-9.68972,2.46148,16.48
8.25,-9.71903,2.35381,16.5,-9.6728,2.51703,16.5
8.26,-9.70473,2.41209,16.52,-9.65566,2.57242,16.52
8.27,-9.69009,2.47027,16.54,-9.63831,2.62766,16.54
8.28,-9.67509,2.52837,16.56,-9.62075,2.68275,16.56
8.29,-9.65975,2.58637,16.58,-9.60299,2.73769,16.58
8.3,-9.64405,2.64428,16.6,-9.58503,2.79249,16.6
8.31,-9.62801,2.7021,16.62,-9.56686,2.84714,16.62
8.32,-9.61163,2.75982,16.64,-9.5485,2.90167,16.64
8.33,-9.5949,2.81744,16.66,-9.52995,2.95605,16.66
8.34,-9.57782,2.87496,16.68,-9.51121,3.01031,16.68
8.35,-9.5604,2.93237,16.7,-9.49228,3.06445,16.7
8.36,-9.54263,2.98968,16.72,-9.47316,3.11846,16.72
8.37,-9.52452,3.04688,16.74,-9.45386,3.17235,16.74
8.38,-9.50607,3.10397,16.76,-9.43437,3.22613,16.76
8.39,-9.48727,3.16095,16.78,-9.41469,3.2798,16.78
8.4,-9.46814,3.21782,16.8,-9.39484,3.33336,16.8
8.41,-9.44866,3.27457,16.82,-9.3748,3.38682,16.82
8.42,-9.42884,3.3312,16.84,-9.35458,3.44017,16.84
8.43,-9.40869,3.38772,16.86,-9.33417,3.49343,16.86
8.44,-9.38819,3.44411,16.88,-9.31359,3.5466,16.88
8.45,-9.36736,3.50037,16.9,-9.29282,3.59967,16.9
8.46,-9.34619,3.55651,16.92,-9.27186,3.65266,16.92
8.47,-9.32468,3.61253,16.94,-9.25072,3.70556,16.94
8.48,-9.30284,3.66841,16.96,-9.22939,3.75838,16.96
8.49,-9.28066,3.72416,16.98,-9.20788,3.81113,16.98
8.5,-9.25815,3.77978,17,-9.18617,3.8638,17
8.51,-9.2353,3.83526,17.02,-9.16427,3.91639,17.02
8.52,-9.21212,3.8906,17.04,-9.14217,3.96892,17.04
8.53,-9.18861,3.9458,17.06,-9.11988,4.02138,17.06
8.54,-9.16477,4.00086,17.08,-9.09739,4.07378,17.08
8.55,-9.1406,4.05578,17.1,-9.07469,4.12611,17.1
8.56,-9.11611,4.11055,17.12,-9.05179,4.17838,17.12
8.57,-9.09128,4.16517,17.14,-9.02868,4.2306,17.14
8.58,-9.06612,4.21964,17.16,-9.00535,4.28275,17.16
8.59,-9.04064,4.27396,17.18,-8.9818,4.33486,17.18
8.6,-9.01484,4.32813,17.2,-8.95804,4.38691,17.2
8.61,-8.98871,4.38214,17.22,-8.93405,4.4389,17.22
8.62,-8.96225,4.436,17.24,-8.90983,4.49085,17.24
8.63,-8.93547,4.48969,17.26,-8.88538,4.54274,17.26
8.64,-8.90838,4.54322,17.28,-8.86068,4.59458,17.28
8.65,-8.88096,4.59659,17.3,-8.83575,4.64638,17.3
8.66,-8.85322,4.64979,17.32,-8.81056,4.69812,17.32
8.67,-8.82516,4.70283,17.34,-8.78513,4.74982,17.34
8.68,-8.79678,4.75569,17.36,-8.75943,4.80147,17.36
8.69,-8.76809,4.80839,17.38,-8.73347,4.85307,17.38
8.7,-8.73908,4.86091,17.4,-8.70725,4.90461,17.4
8.71,-8.70976,4.91326,17.42,-8.68075,4.95611,17.42
8.72,-8.68012,4.96543,17.44,-8.65397,5.00756,17.44
8.73,-8.65018,5.01742,17.46,-8.62691,5.05895,17.46
8.74,-8.61992,5.06923,17.48,-8.59955,5.11029,17.48
8.75,-8.58934,5.12085,17.5,-8.57191,5.16158,17.5
8.76,-8.55847,5.1723,17.52,-8.54396,5.2128,17.52
8.77,-8.52728,5.22356,17.54,-8.5157,5.26397,17.54
8.78,-8.49578,5.27463,17.56,-8.48714,5.31508,17.56
8.79,-8.46398,5.3255,17.58,-8.45825,5.36612,17.58
8.8,-8.43188,5.37619,17.6,-8.42905,5.41709,17.6
8.81,-8.39947,5.42669,17.62,-8.39951,5.468,17.62
8.82,-8.36676,5.47699,17.64,-8.36964,5.51883,17.64
8.83,-8.33375,5.52709,17.66,-8.33944,5.56958,17.66
8.84,-8.30043,5.57699,17.68,-8.30889,5.62026,17.68
8.85,-8.26682,5.62669,17.7,-8.27799,5.67085,17.7
8.86,-8.23291,5.67619,17.72,-8.24674,5.72135,17.72
8.87,-8.19871,5.72549,17.74,-8.21513,5.77177,17.74
8.88,-8.16421,5.77457,17.76,-8.18316,5.82208,17.76
8.89,-8.12941,5.82346,17.78,-8.15082,5.8723,17.78
8.9,-8.09433,5.87213,17.8,-8.1181,5.92241,17.8
8.91,-8.05895,5.92059,17.82,-8.08502,5.97241,17.82
8.92,-8.02328,5.96883,17.84,-8.05155,6.02229,17.84
8.93,-7.98732,6.01687,17.86,-8.01769,6.07206,17.86
8.94,-7.95108,6.06468,17.88,-7.98345,6.12169,17.88
8.95,-7.91455,6.11228,17.9,-7.94882,6.1712,17.9
8.96,-7.87773,6.15966,17.92,-7.9138,6.22057,17.92
8.97,-7.84063,6.20681,17.94,-7.87837,6.26979,17.94
8.98,-7.80325,6.25374,17.96,-7.84255,6.31887,17.96
8.99,-7.76559,6.30045,17.98,-7.80632,6.36779,17.98
9,-7.72764,6.34693,18,-7.76969,6.41655,18
9.01,-7.68942,6.39318,18.02,-7.73265,6.46515,18.02
9.02,-7.65093,6.4392,18.04,-7.6952,6.51357,18.04
9.03,-7.61215,6.48499,18.06,-7.65734,6.56181,18.06
9.04,-7.57311,6.53055,18.08,-7.61907,6.60986,18.08
9.05,-7.53379,6.57587,18.1,-7.58039,6.65773,18.1
9.06,-7.4942,6.62095,18.12,-7.5413,6.70539,18.12
9.07,-7.45434,6.6658,18.14,-7.50179,6.75284,18.14
9.08,-7.41421,6.7104,18.16,-7.46186,6.80009,18.16
9.09,-7.37381,6.75477,18.18,-7.42153,6.84711,18.18
9.1,-7.33315,6.79889,18.2,-7.38078,6.89391,18.2
9.11,-7.29223,6.84276,18.22,-7.33962,6.94048,18.22
9.12,-7.25104,6.88639,18.24,-7.29804,6.98681,18.24
9.13,-7.20959,6.92978,18.26,-7.25606,7.03289,18.26
9.14,-7.16788,6.97291,18.28,-7.21367,7.07872,18.28
9.15,-7.12592,7.01579,18.3,-7.17087,7.12429,18.3
9.16,-7.08369,7.05842,18.32,-7.12767,7.1696,18.32
9.17,-7.04122,7.10079,18.34,-7.08406,7.21464,18.34
9.18,-6.99848,7.14291,18.36,-7.04006,7.2594,18.36
9.19,-6.9555,7.18478,18.38,-6.99566,7.30388,18.38
9.2,-6.91227,7.22638,18.4,-6.95087,7.34807,18.4
9.21,-6.86879,7.26772,18.42,-6.90568,7.39196,18.42
9.22,-6.82506,7.3088,18.44,-6.86012,7.43556,18.44
9.23,-6.78108,7.34962,18.46,-6.81417,7.47885,18.46
9.24,-6.73686,7.39018,18.48,-6.76784,7.52182,18.48
9.25,-6.6924,7.43046,18.5,-6.72114,7.56448,18.5
9.26,-6.6477,7.47048,18.52,-6.67407,7.60681,18.52
9.27,-6.60275,7.51024,18.54,-6.62663,7.64882,18.54
9.28,-6.55757,7.54972,18.56,-6.57884,7.6905,18.56
9.29,-6.51216,7.58893,18.58,-6.5307,7.73183,18.58
9.3,-6.46651,7.62786,18.6,-6.4822,7.77283,18.6
9.31,-6.42062,7.66652,18.62,-6.43337,7.81347,18.62
9.32,-6.37451,7.70491,18.64,-6.3842,7.85377,18.64
9.33,-6.32817,7.74302,18.66,-6.3347,7.89371,18.66
9.34,-6.28159,7.78085,18.68,-6.28487,7.93328,18.68
9.35,-6.2348,7.8184,18.7,-6.23473,7.9725,18.7
9.36,-6.18777,7.85566,18.72,-6.18428,8.01135,18.72
9.37,-6.14053,7.89265,18.74,-6.13352,8.04982,18.74
9.38,-6.09306,7.92935,18.76,-6.08246,8.08792,18.76
9.39,-6.04538,7.96577,18.78,-6.03112,8.12565,18.78
9.4,-5.99747,8.00189,18.8,-5.97949,8.16299,18.8
9.41,-5.94935,8.03774,18.82,-5.92758,8.19995,18.82
9.42,-5.90102,8.07329,18.84,-5.87541,8.23652,18.84
9.43,-5.85248,8.10855,18.86,-5.82297,8.2727,18.86
9.44,-5.80372,8.14352,18.88,-5.77028,8.30849,18.88
9.45,-5.75475,8.17819,18.9,-5.71734,8.34389,18.9
9.46,-5.70558,8.21257,18.92,-5.66416,8.37889,18.92
9.47,-5.6562,8.24666,18.94,-5.61075,8.4135,18.94
9.48,-5.60662,8.28045,18.96,-5.55711,8.4477,18.96
9.49,-5.55684,8.31394,18.98,-5.50325,8.4815,18.98
9.5,-5.50686,8.34713,19,-5.44919,8.51491,19
9.51,-5.45667,8.38002,19.02,-5.39492,8.5479,19.02
9.52,-5.4063,8.41261,19.04,-5.34046,8.5805,19.04
9.53,-5.35572,8.44489,19.06,-5.28581,8.61268,19.06
9.54,-5.30496,8.47688,19.08,-5.23098,8.64447,19.08
9.55,-5.254,8.50855,19.1,-5.17598,8.67584,19.1
9.56,-5.20286,8.53992,19.12,-5.12081,8.70681,19.12
9.57,-5.15152,8.57099,19.14,-5.06549,8.73737,19.14
9.58,-5.1,8.60174,19.16,-5.01001,8.76752,19.16
9.59,-5.0483,8.63219,19.18,-4.95439,8.79727,19.18
9.6,-4.99642,8.66232,19.2,-4.89864,8.82661,19.2
9.61,-4.94436,8.69214,19.22,-4.84276,8.85554,19.22
9.62,-4.89211,8.72165,19.24,-4.78675,8.88407,19.24
9.63,-4.8397,8.75085,19.26,-4.73063,8.9122,19.26
9.64,-4.7871,8.77973,19.28,-4.67441,8.93991,19.28
9.65,-4.73434,8.80829,19.3,-4.61808,8.96723,19.3
9.66,-4.68141,8.83654,19.32,-4.56165,8.99414,19.32
9.67,-4.6283,8.86447,19.34,-4.50514,9.02065,19.34
9.68,-4.57503,8.89208,19.36,-4.44855,9.04676,19.36
9.69,-4.5216,8.91937,19.38,-4.39188,9.07248,19.38
9.7,-4.468,8.94634,19.4,-4.33514,9.0978,19.4
9.71,-4.41424,8.97299,19.42,-4.27833,9.12272,19.42
9.72,-4.36033,8.99931,19.44,-4.22147,9.14725,19.44
9.73,-4.30625,9.02531,19.46,-4.16456,9.17138,19.46
9.74,-4.25202,9.05098,19.48,-4.10759,9.19513,19.48
9.75,-4.19764,9.07633,19.5,-4.05059,9.21849,19.5
9.76,-4.14311,9.10136,19.52,-3.99355,9.24147,19.52
9.77,-4.08842,9.12605,19.54,-3.93647,9.26406,19.54
9.78,-4.0336,9.15042,19.56,-3.87937,9.28627,19.56
9.79,-3.97862,9.17445,19.58,-3.82224,9.30811,19.58
9.8,-3.9235,9.19816,19.6,-3.7651,9.32957,19.6
9.81,-3.86824,9.22153,19.62,-3.70793,9.35065,19.62
9.82,-3.81284,9.24458,19.64,-3.65076,9.37137,19.64
9.83,-3.75731,9.26729,19.66,-3.59358,9.39172,19.66
9.84,-3.70164,9.28967,19.68,-3.5364,9.4117,19.68
9.85,-3.64583,9.31171,19.7,-3.47921,9.43132,19.7
9.86,-3.5899,9.33341,19.72,-3.42203,9.45059,19.72
9.87,-3.53383,9.35479,19.74,-3.36485,9.46949,19.74
9.88,-3.47764,9.37582,19.76,-3.30768,9.48804,19.76
9.89,-3.42132,9.39652,19.78,-3.25051,9.50624,19.78
9.9,-3.36488,9.41688,19.8,-3.19336,9.5241,19.8
9.91,-3.30832,9.4369,19.82,-3.13622,9.5416,19.82
9.92,-3.25164,9.45658,19.84,-3.0791,9.55877,19.84
9.93,-3.19484,9.47592,19.86,-3.022,9.57559,19.86
9.94,-3.13793,9.49491,19.88,-2.96491,9.59208,19.88
9.95,-3.08091,9.51357,19.9,-2.90784,9.60824,19.9
9.96,-3.02377,9.53188,19.92,-2.8508,9.62406,19.92
9.97,-2.96652,9.54986,19.94,-2.79377,9.63956,19.94
9.98,-2.90917,9.56748,19.96,-2.73677,9.65473,19.96
9.99,-2.85171,9.58477,19.98,-2.67978,9.66957,19.98
10,-2.79415,9.6017,20,-2.62282,9.6841,20
10.01,-2.73649,9.61829,20.02,-2.56588,9.69831,20.02
10.02,-2.67874,9.63454,20.04,-2.50897,9.7122,20.04
10.03,-2.62088,9.65044,20.06,-2.45207,9.72578,20.06
10.04,-2.56293,9.66599,20.08,-2.3952,9.73906,20.08
10.05,-2.50489,9.68119,20.1,-2.33834,9.75202,20.1
10.06,-2.44676,9.69605,20.12,-2.28151,9.76468,20.12
10.07,-2.38854,9.71056,20.14,-2.22469,9.77703,20.14
10.08,-2.33023,9.72471,20.16,-2.16789,9.78909,20.16
10.09,-2.27184,9.73852,20.18,-2.1111,9.80084,20.18
10.1,-2.21337,9.75197,20.2,-2.05433,9.8123,20.2
10.11,-2.15482,9.76508,20.22,-1.99757,9.82346,20.22
10.12,-2.09619,9.77783,20.24,-1.94082,9.83432,20.24
10.13,-2.03749,9.79023,20.26,-1.88408,9.8449,20.26
10.14,-1.97871,9.80228,20.28,-1.82734,9.85518,20.28
10.15,-1.91986,9.81398,20.3,-1.77061,9.86518,20.3
10.16,-1.86094,9.82532,20.32,-1.71388,9.87488,20.32
10.17,-1.80196,9.83631,20.34,-1.65715,9.8843,20.34
10.18,-1.74291,9.84694,20.36,-1.60042,9.89343,20.36
10.19,-1.68379,9.85722,20.38,-1.54369,9.90228,20.38
10.2,-1.62462,9.86715,20.4,-1.48694,9.91085,20.4
10.21,-1.56539,9.87672,20.42,-1.43019,9.91913,20.42
10.22,-1.5061,9.88593,20.44,-1.37342,9.92712,20.44
10.23,-1.44676,9.89479,20.46,-1.31664,9.93484,20.46
10.24,-1.38736,9.90329,20.48,-1.25983,9.94227,20.48
10.25,-1.32792,9.91144,20.5,-1.20301,9.94942,20.5
10.26,-1.26843,9.91923,20.52,-1.14616,9.95629,20.52
10.27,-1.20889,9.92666,20.54,-1.08928,9.96288,20.54
10.28,-1.14931,9.93374,20.56,-1.03238,9.96919,20.56
10.29,-1.08968,9.94045,20.58,-0.97544,9.97521,20.58
10.3,-1.03002,9.94681,20.6,-0.918465,9.98095,20.6
10.31,-0.970324,9.95281,20.62,-0.861451,9.98641,20.62
10.32,-0.91059,9.95845,20.64,-0.804395,9.99158,20.64
10.33,-0.850823,9.96374,20.66,-0.747295,9.99647,20.66
10.34,-0.791026,9.96866,20.68,-0.690148,10.0011,20.68
10.35,-0.7312,9.97323,20.7,-0.632951,10.0054,20.7
10.36,-0.671348,9.97744,20.72,-0.5757,10.0094,20.72
10.37,-0.611471,9.98129,20.74,-0.518395,10.0131,20.74
10.38,-0.551573,9.98478,20.76,-0.461031,10.0166,20.76
10.39,-0.491655,9.98791,20.78,-0.403607,10.0197,20.78
10.4,-0.431719,9.99068,20.8,-0.34612,10.0226,20.8
10.41,-0.371767,9.99309,20.82,-0.288567,10.0252,20.82
10.42,-0.311803,9.99514,20.84,-0.230947,10.0274,20.84
10.43,-0.251826,9.99683,20.86,-0.173257,10.0294,20.86
10.44,-0.191841,9.99816,20.88,-0.115496,10.0311,20.88
10.45,-0.131849,9.99913,20.9,-0.0576611,10.0324,20.9
10.46,-0.0718525,9.99974,20.92,0.000249307,10.0335,20.92
10.47,-0.0118531,9.99999,20.94,0.0582368,10.0342,20.94
10.48,0.0481467,9.99988,20.96,0.116303,10.0347,20.96
10.49,0.108145,9.99942,20.98,0.174449,10.0348,20.98
10.5,0.168139,9.99859,21,0.232677,10.0346,21
10.51,0.228127,9.9974,21.02,0.290986,10.0341,21.02
10.52,0.288107,9.99585,21.04,0.34938,10.0333,21.04
10.53,0.348077,9.99394,21.06,0.407857,10.0321,21.06
10.54,0.408034,9.99167,21.08,0.466419,10.0307,21.08
10.55,0.467976,9.98904,21.1,0.525066,10.0289,21.1
10.56,0.527901,9.98606,21.12,0.583799,10.0267,21.12
10.57,0.587808,9.98271,21.14,0.642618,10.0243,21.14
10.58,0.647693,9.979,21.16,0.701522,10.0215,21.16
10.59,0.707555,9.97494,21.18,0.760511,10.0183,21.18
10.6,0.767392,9.97051,21.2,0.819585,10.0149,21.2
10.61,0.827201,9.96573,21.22,0.878744,10.011,21.22
10.62,0.88698,9.96059,21.24,0.937986,10.0068,21.24
10.63,0.946727,9.95508,21.26,0.99731,10.0023,21.26
10.64,1.00644,9.94923,21.28,1.05672,9.99744,21.28
10.65,1.06612,9.94301,21.3,1.1162,9.99221,21.3
10.66,1.12576,9.93643,21.32,1.17577,9.98661,21.32
10.67,1.18535,9.9295,21.34,1.23541,9.98065,21.34
10.68,1.24491,9.92221,21.36,1.29512,9.97433,21.36
10.69,1.30442,9.91456,21.38,1.35491,9.96765,21.38
10.7,1.36388,9.90655,21.4,1.41477,9.96059,21.4
10.71,1.4233,9.89819,21.42,1.47469,9.95316,21.42
10.72,1.48266,9.88948,21.44,1.53468,9.94535,21.44
10.73,1.54197,9.8804,21.46,1.59474,9.93717,21.46
10.74,1.60122,9.87097,21.48,1.65485,9.92861,21.48
10.75,1.66042,9.86119,21.5,1.71501,9.91966,21.5
10.76,1.71956,9.85105,21.52,1.77523,9.91033,21.52
10.77,1.77863,9.84055,21.54,1.8355,9.90062,21.54
10.78,1.83764,9.8297,21.56,1.89581,9.89051,21.56
10.79,1.89659,9.8185,21.58,1.95617,9.88001,21.58
10.8,1.95547,9.80694,21.6,2.01655,9.86912,21.6
10.81,2.01427,9.79504,21.62,2.07698,9.85784,21.62
10.82,2.073,9.78277,21.64,2.13742,9.84616,21.64
10.83,2.13166,9.77016,21.66,2.1979,9.83408,21.66
10.84,2.19025,9.75719,21.68,2.25839,9.8216,21.68
10.85,2.24875,9.74388,21.7,2.31889,9.80871,21.7
10.86,2.30717,9.73021,21.72,2.3794,9.79543,21.72
10.87,2.36551,9.71619,21.74,2.43992,9.78174,21.74
10.88,2.42377,9.70182,21.76,2.50043,9.76764,21.76
10.89,2.48193,9.68711,21.78,2.56093,9.75314,21.78
10.9,2.54001,9.67204,21.8,2.62142,9.73822,21.8
10.91,2.598,9.65663,21.82,2.68189,9.7229,21.82
10.92,2.65589,9.64086,21.84,2.74234,9.70717,21.84
10.93,2.71369,9.62476,21.86,2.80275,9.69103,21.86
10.94,2.77139,9.6083,21.88,2.86313,9.67448,21.88
10.95,2.82898,9.5915,21.9,2.92346,9.65751,21.9
10.96,2.88648,9.57435,21.92,2.98375,9.64014,21.92
10.97,2.94388,9.55686,21.94,3.04397,9.62235,21.94
10.98,3.00116,9.53903,21.96,3.10414,9.60415,21.96
10.99,3.05834,9.52085,21.98,3.16423,9.58553,21.98
11,3.11541,9.50233,22,3.22425,9.56651,22
11.01,3.17237,9.48346,22.02,3.28419,9.54707,22.02
11.02,3.22921,9.46426,22.04,3.34404,9.52722,22.04
11.03,3.28594,9.44471,22.06,3.40379,9.50696,22.06
11.04,3.34255,9.42483,22.08,3.46344,9.48629,22.08
11.05,3.39904,9.4046,22.1,3.52299,9.46521,22.1
11.06,3.4554,9.38404,22.12,3.58241,9.44372,22.12
11.07,3.51165,9.36314,22.14,3.64172,9.42182,22.14
11.08,3.56776,9.3419,22.16,3.70089,9.39952,22.16
11.09,3.62375,9.32032,22.18,3.75993,9.37681,22.18
11.1,3.67961,9.29841,22.2,3.81883,9.35369,22.2
11.11,3.73533,9.27617,22.22,3.87758,9.33018,22.22
11.12,3.79092,9.25359,22.24,3.93617,9.30626,22.24
11.13,3.84637,9.23068,22.26,3.9946,9.28194,22.26
11.14,3.90169,9.20743,22.28,4.05286,9.25723,22.28
11.15,3.95686,9.18386,22.3,4.11094,9.23211,22.3
11.16,4.01189,9.15995,22.32,4.16884,9.20661,22.32
11.17,4.06678,9.13572,22.34,4.22656,9.18071,22.34
11.18,4.12152,9.11115,22.36,4.28408,9.15443,22.36
11.19,4.17611,9.08626,22.38,4.3414,9.12776,22.38
11.2,4.23055,9.06104,22.4,4.39851,9.1007,22.4
11.21,4.28484,9.03549,22.42,4.45541,9.07326,22.42
11.22,4.33898,9.00962,22.44,4.51209,9.04545,22.44
11.23,4.39296,8.98342,22.46,4.56854,9.01725,22.46
