t,x_true,x_est,y_true,y_est,z_true,z_est,vx_true,vx_est,vy_true,vy_est,vz_true,vz_est,phi_true,phi_est,theta_true,theta_est,psi_true,psi_est,p_true,p_est,q_true,q_est,r_true,r_est,x_noisy,y_noisy,z_noisy,phi_noisy,theta_noisy,psi_noisy
0,4.60183,4.53389,4.96252,4.97239,0.313534,0.326304,0,0.0094759,0,0.0125636,0,-0.0380107,0.0259383,-0.00345855,-0.00691345,0.00752667,0.0170917,0.00424661,0,0.0626328,0,0.0292213,0,-0.000779465,4.60183,4.96252,0.313534,0.0259383,-0.00691345,0.0170917
0.01,4.60183,4.5357,4.9625,4.97775,0.314015,0.327399,-0.00133812,0.0105157,-0.00498231,0.0123197,0.096276,0.0597627,0.0246532,-0.00580126,-0.00812176,0.00280807,0.0170938,0.0045295,-0.251069,-0.180584,-0.23606,-0.22402,0.00041525,-0.000112304,4.60183,4.9625,0.314015,0.0246532,-0.00812176,0.0170938
0.02,4.60181,4.53772,4.96242,4.98177,0.31546,0.328365,-0.00313816,0.0112827,-0.00948993,0.0112744,0.19256,0.159804,0.0210301,-0.0111053,-0.0115283,-0.00409973,0.0171,0.00472373,-0.46819,-0.395233,-0.440201,-0.448885,0.000836202,0.000578833,4.60181,4.96242,0.31546,0.0210301,-0.0115283,0.0171
0.03,4.60176,4.53891,4.96231,4.98458,0.317867,0.330121,-0.00580476,0.010446,-0.0131071,0.012196,0.288852,0.261397,0.015391,-0.0189309,-0.0168302,-0.0123714,0.0171105,0.00487179,-0.654806,-0.582037,-0.615661,-0.64326,0.00126271,0.00130226,4.60176,4.96231,0.317867,0.015391,-0.0168302,0.0171105
0.04,4.60169,4.53894,4.96216,4.98666,0.321237,0.333071,-0.00968585,0.00740924,-0.0154761,0.0163693,0.385142,0.363492,0.00802517,-0.0286953,-0.0237557,-0.0214833,0.0171253,0.00500519,-0.814049,-0.742431,-0.765385,-0.808019,0.00169461,0.00205211,4.60169,4.96216,0.321237,0.00802517,-0.0237557,0.0171253
0.05,4.60156,4.53789,4.962,4.98844,0.325569,0.337269,-0.015078,0.00200684,-0.0162921,0.0240165,0.481409,0.464952,-0.000808253,-0.0398112,-0.0320611,-0.0311724,0.0171444,0.00513428,-0.948768,-0.878257,-0.89205,-0.945467,0.00213177,0.00281748,4.60156,4.962,0.325569,-0.000808253,-0.0320611,0.0171444
0.06,4.60138,4.53595,4.96184,4.99016,0.330865,0.342603,-0.0222317,-0.00580582,-0.0152969,0.0348973,0.577618,0.564825,-0.0108771,-0.0517676,-0.041528,-0.0413292,0.0171679,0.00524967,-1.06155,-0.991751,-0.99809,-1.05839,0.00257403,0.00358997,4.60138,4.96184,0.330865,-0.0108771,-0.041528,0.0171679
0.07,4.60111,4.53332,4.96171,4.99191,0.337121,0.348926,-0.0313554,-0.0160748,-0.0122746,0.048671,0.673723,0.662396,-0.021974,-0.0641697,-0.0519615,-0.0519129,0.0171959,0.00533112,-1.15475,-1.08534,-1.08572,-1.14963,0.00302126,0.00436533,4.60111,4.96171,0.337121,-0.021974,-0.0519615,0.0171959
0.08,4.60074,4.53014,4.96161,4.99364,0.344339,0.35612,-0.0426198,-0.0288347,-0.00704718,0.0650283,0.769668,0.757142,-0.0339139,-0.0767462,-0.0631876,-0.0628948,0.0172284,0.00535797,-1.23049,-1.16145,-1.15693,-1.22205,0.00347329,0.00514227,4.60074,4.96161,0.344339,-0.0339139,-0.0631876,0.0172284
0.09,4.60025,4.5265,4.96157,4.9953,0.352514,0.364108,-0.0561633,-0.0440585,0.000531074,0.0837026,0.865403,0.848665,-0.0465321,-0.0893346,-0.0750515,-0.0742302,0.0172654,0.00531598,-1.29071,-1.22241,-1.21355,-1.27851,0.00393,0.00592074,4.60025,4.96157,0.352514,-0.0465321,-0.0750515,0.0172654
0.1,4.59961,4.52249,4.96163,4.99683,0.361638,0.372867,-0.0718962,-0.0616417,0.0104477,0.104463,0.95859,0.93665,-0.0596823,-0.101856,-0.0874156,-0.085852,0.017307,0.00519907,-1.33717,-1.27029,-1.25723,-1.32173,0.00439122,0.00670073,4.59961,4.96163,0.361638,-0.0596823,-0.0874156,0.017307
0.11,4.59881,4.51821,4.96179,4.99821,0.371664,0.38241,-0.0894919,-0.0814163,0.022496,0.127109,1.04542,1.02083,-0.0732349,-0.114286,-0.100158,-0.0976796,0.0173532,0.00500801,-1.37145,-1.30691,-1.28946,-1.35413,0.00485683,0.007482,4.59881,4.96179,0.371664,-0.0732349,-0.100158,0.0173532
0.12,4.59782,4.51373,4.96208,4.99943,0.382527,0.39278,-0.108895,-0.10318,0.0366109,0.151468,1.12631,1.101,-0.0870754,-0.126627,-0.113171,-0.109631,0.0174041,0.00474781,-1.39498,-1.33374,-1.31158,-1.37773,0.00532667,0.00826395,4.59782,4.96208,0.382527,-0.0870754,-0.113171,0.0174041
0.13,4.59662,4.50917,4.96253,5.00054,0.394171,0.404035,-0.130025,-0.126725,0.0527082,0.177395,1.2015,1.17699,-0.101103,-0.138889,-0.12636,-0.121633,0.0174598,0.00442476,-1.40906,-1.35191,-1.32482,-1.39408,0.0058006,0.00904588,4.59662,4.96253,0.394171,-0.101103,-0.12636,0.0174598
0.14,4.59521,4.50462,4.96314,5.00162,0.406539,0.416231,-0.152796,-0.15185,0.0706969,0.204785,1.27126,1.24866,-0.115229,-0.151085,-0.139642,-0.133623,0.0175202,0.00404526,-1.41486,-1.36229,-1.33028,-1.40427,0.00627849,0.00982708,4.59521,4.96314,0.406539,-0.115229,-0.139642,0.0175202
0.15,4.59356,4.50017,4.96395,5.00275,0.419579,0.429406,-0.177113,-0.178372,0.0904812,0.233565,1.33585,1.31589,-0.129376,-0.163213,-0.152943,-0.14555,0.0175854,0.00361488,-1.41343,-1.36554,-1.32894,-1.40904,0.00676019,0.010607,4.59356,4.96395,0.419579,-0.129376,-0.152943,0.0175854
0.16,4.59166,4.49589,4.96496,5.00405,0.43324,0.443565,-0.202882,-0.206109,0.111963,0.263679,1.39552,1.3786,-0.143477,-0.175263,-0.166201,-0.157363,0.0176554,0.00313866,-1.40573,-1.36222,-1.3217,-1.4088,0.00724556,0.0113851,4.59166,4.96496,0.43324,-0.143477,-0.166201,0.0176554
0.17,4.5895,4.49186,4.96619,5.00563,0.447474,0.458664,-0.230005,-0.234883,0.135043,0.295075,1.45048,1.43672,-0.157473,-0.187204,-0.17936,-0.169007,0.0177303,0.00262195,-1.39262,-1.35288,-1.30936,-1.40372,0.00773446,0.0121607,4.5895,4.96619,0.447474,-0.157473,-0.17936,0.0177303
0.18,4.58706,4.48813,4.96766,5.00759,0.462235,0.474605,-0.258386,-0.264501,0.159624,0.327681,1.50099,1.49017,-0.171314,-0.198992,-0.192373,-0.180411,0.0178101,0.00207148,-1.37485,-1.33812,-1.29266,-1.3938,0.00822676,0.0129326,4.58706,4.96766,0.462235,-0.171314,-0.192373,0.0178101
0.19,4.58433,4.48473,4.96939,5.01002,0.477479,0.491225,-0.287932,-0.294756,0.185611,0.361385,1.54723,1.53892,-0.184956,-0.210561,-0.205201,-0.191482,0.0178948,0.00149674,-1.35312,-1.31867,-1.27223,-1.3789,0.00872232,0.013699,4.58433,4.96939,0.477479,-0.184956,-0.205201,0.0178948
0.2,4.5813,4.48169,4.97138,5.01294,0.493166,0.508313,-0.318551,-0.325432,0.212911,0.396023,1.58944,1.58297,-0.198365,-0.22184,-0.217808,-0.202104,0.0179845,0.000910779,-1.32804,-1.29534,-1.24865,-1.35881,0.00922101,0.0144571,4.5813,4.97138,0.493166,-0.198365,-0.217808,0.0179845
0.21,4.57796,4.47901,4.97365,5.01632,0.509255,0.525613,-0.350156,-0.356313,0.241436,0.431377,1.6278,1.62236,-0.211508,-0.232752,-0.230165,-0.212148,0.0180793,0.000331067,-1.30017,-1.26907,-1.22244,-1.33332,0.00972268,0.0152032,4.57796,4.97365,0.509255,-0.211508,-0.230165,0.0180793
0.22,4.57429,4.47664,4.97621,5.02004,0.52571,0.542872,-0.382665,-0.387218,0.271101,0.4672,1.6625,1.65721,-0.22436,-0.243241,-0.242249,-0.221486,0.018179,-0.000220411,-1.27,-1.24078,-1.19407,-1.3023,0.0102272,0.0159331,4.57429,4.97621,0.52571,-0.22436,-0.242249,0.018179
0.23,4.5703,4.4745,4.97908,5.02391,0.542494,0.559889,-0.415999,-0.418025,0.301827,0.50325,1.69373,1.6877,-0.236902,-0.253285,-0.254041,-0.230041,0.0182838,-0.000717249,-1.23796,-1.21137,-1.16395,-1.26601,0.0107345,0.0166429,4.5703,4.97908,0.542494,-0.236902,-0.254041,0.0182838
0.24,4.56597,4.47245,4.98225,5.0277,0.559573,0.576608,-0.450084,-0.448716,0.333537,0.539355,1.72166,1.71414,-0.249115,-0.262935,-0.265524,-0.237852,0.0183937,-0.00112815,-1.20445,-1.18147,-1.13245,-1.22555,0.0112443,0.017331,4.56597,4.98225,0.559573,-0.249115,-0.265524,0.0183937
0.25,4.5613,4.47035,4.98575,5.03113,0.576916,0.593242,-0.484853,-0.479426,0.366161,0.575471,1.74646,1.73698,-0.260987,-0.272362,-0.276686,-0.245198,0.0185087,-0.00141853,-1.16982,-1.1514,-1.09988,-1.18388,0.0117566,0.0180003,4.5613,4.98575,0.576916,-0.260987,-0.276686,0.0185087
0.26,4.55627,4.46799,4.98958,5.03397,0.594493,0.610406,-0.520242,-0.510455,0.399633,0.611767,1.76829,1.75682,-0.272508,-0.281895,-0.287519,-0.252705,0.0186288,-0.00155599,-1.13436,-1.12093,-1.06655,-1.14679,0.0122712,0.0186619,4.55627,4.98958,0.594493,-0.272508,-0.287519,0.0186288
0.27,4.55089,4.46492,4.99375,5.03636,0.612273,0.628986,-0.556192,-0.542133,0.43389,0.6487,1.78731,1.7744,-0.283672,-0.29196,-0.298015,-0.261206,0.0187541,-0.00153496,-1.09835,-1.08924,-1.03269,-1.12094,0.0127881,0.019336,4.55089,4.99375,0.612273,-0.283672,-0.298015,0.0187541
0.28,4.54514,4.46002,4.99826,5.03923,0.63023,0.64933,-0.592649,-0.574424,0.468875,0.686978,1.80365,1.79007,-0.294474,-0.302705,-0.308172,-0.270936,0.0188846,-0.00142813,-1.06202,-1.05541,-0.998534,-1.09918,0.013307,0.0200413,4.54514,4.99826,0.63023,-0.294474,-0.308172,0.0188846
0.29,4.53903,4.45253,5.00313,5.04364,0.648337,0.670256,-0.629568,-0.607056,0.504535,0.726712,1.81747,1.80326,-0.304912,-0.313569,-0.317935,-0.281077,0.0190203,-0.00141028,-1.02559,-1.02005,-0.928949,-1.02528,0.0138278,0.0207645,4.53903,5.00313,0.648337,-0.304912,-0.317935,0.0190203
0.3,4.53255,4.44414,5.00835,5.04884,0.666571,0.689923,-0.666818,-0.640529,0.540812,0.76641,1.8289,1.81311,-0.314986,-0.323701,-0.325646,-0.291033,0.0191612,-0.00164725,-0.989227,-0.98635,-0.588823,-0.804182,0.0143505,0.0214511,4.53255,5.00835,0.666571,-0.314986,-0.325646,0.0191612
0.31,4.5257,4.43668,5.01394,5.05356,0.684908,0.707742,-0.704021,-0.674608,0.577631,0.805682,1.83807,1.81969,-0.324698,-0.332676,-0.329843,-0.298902,0.0193073,-0.00209834,-0.953094,-0.954907,-0.258376,-0.457309,0.0148749,0.0220705,4.5257,5.01394,0.684908,-0.324698,-0.329843,0.0193073
0.32,4.51847,4.42972,5.01991,5.05836,0.703326,0.724418,-0.740826,-0.708085,0.614918,0.846189,1.84509,1.82387,-0.334049,-0.340676,-0.33076,-0.30194,0.0194587,-0.00259555,-0.917325,-0.92315,0.0749102,-0.0937078,0.0154008,0.0226485,4.51847,5.01991,0.703326,-0.334049,-0.33076,0.0194587
0.33,4.51088,4.42238,5.02624,5.06423,0.721803,0.740938,-0.776866,-0.740791,0.652595,0.888701,1.85009,1.82662,-0.343046,-0.348246,-0.328343,-0.299812,0.0196153,-0.00303747,-0.882037,-0.890579,0.408793,0.249082,0.0159282,0.0232215,4.51088,5.02624,0.721803,-0.343046,-0.328343,0.0196153
0.34,4.50294,4.41432,5.03296,5.0715,0.740321,0.757935,-0.811804,-0.772913,0.690588,0.932856,1.85319,1.82843,-0.351692,-0.355783,-0.322602,-0.293338,0.0197772,-0.00337543,-0.847327,-0.857831,0.735498,0.571566,0.0164569,0.0238113,4.50294,5.03296,0.740321,-0.351692,-0.322602,0.0197772
0.35,4.49465,4.4056,5.04006,5.0799,0.758861,0.775603,-0.845337,-0.804266,0.72883,0.977824,1.85449,1.82925,-0.359995,-0.363385,-0.313765,-0.283377,0.0199445,-0.00358116,-0.813279,-0.825382,1.02432,0.870927,0.0169869,0.024424,4.49465,5.04006,0.758861,-0.359995,-0.313765,0.0199445
0.36,4.48604,4.39651,5.04754,5.08894,0.777405,0.793841,-0.87722,-0.834344,0.767262,1.02272,1.85409,1.82873,-0.36796,-0.370959,-0.302256,-0.270734,0.020117,-0.00364422,-0.779962,-0.793525,1.27078,1.13975,0.0175179,0.0250552,4.48604,5.04754,0.777405,-0.36796,-0.302256,0.020117
0.37,4.47711,4.38736,5.0554,5.09815,0.795937,0.812426,-0.907268,-0.862606,0.805836,1.06682,1.8521,1.82656,-0.375596,-0.378358,-0.288476,-0.256152,0.0202948,-0.00356961,-0.747433,-0.7625,1.47924,1.37205,0.0180499,0.025696,4.47711,5.0554,0.795937,-0.375596,-0.288476,0.0202948
0.38,4.4679,4.37842,5.06365,5.10721,0.814442,0.831138,-0.935348,-0.888681,0.844516,1.10974,1.8486,1.82258,-0.382912,-0.385471,-0.272784,-0.240234,0.020478,-0.00337166,-0.715737,-0.732528,1.6537,1.56597,0.0185827,0.0263372,4.4679,5.06365,0.814442,-0.382912,-0.272784,0.020478
0.39,4.45841,4.36978,5.07229,5.11596,0.832905,0.849814,-0.961371,-0.912409,0.883272,1.15137,1.84369,1.81676,-0.389914,-0.392242,-0.255503,-0.223403,0.0206665,-0.00306867,-0.68491,-0.703763,1.79781,1.7234,0.0191163,0.0269729,4.45841,5.07229,0.832905,-0.389914,-0.255503,0.0206665
0.4,4.44868,4.3614,5.08132,5.1244,0.851312,0.868361,-0.985282,-0.933799,0.922087,1.19184,1.83746,1.80919,-0.396613,-0.398667,-0.236918,-0.205903,0.0208603,-0.00267905,-0.654981,-0.676252,1.91488,1.84833,0.0196505,0.0276006,4.44868,5.08132,0.851312,-0.396613,-0.236918,0.0208603
0.41,4.43872,4.35315,5.09073,5.13263,0.86965,0.886744,-1.00705,-0.95294,0.960948,1.23144,1.82999,1.8,-0.403017,-0.404773,-0.217285,-0.187849,0.0210595,-0.00221969,-0.625967,-0.64994,2.0079,1.9454,0.0201853,0.0282212,4.43872,5.09073,0.86965,-0.403017,-0.217285,0.0210595
0.42,4.42854,4.34485,5.10054,5.1408,0.887908,0.904967,-1.02668,-0.969938,0.999851,1.2705,1.82135,1.78936,-0.409135,-0.410602,-0.196831,-0.169279,0.021264,-0.00170548,-0.597884,-0.624687,2.0796,2.01902,0.0207204,0.0288373,4.42854,5.10054,0.887908,-0.409135,-0.196831,0.021264
0.43,4.41819,4.33636,5.11073,5.14911,0.906073,0.923054,-1.04418,-0.984887,1.0388,1.30938,1.81163,1.77741,-0.414977,-0.416198,-0.175756,-0.150194,0.0214739,-0.00114911,-0.570736,-0.600306,2.13242,2.07295,0.0212558,0.0294525,4.41819,5.11073,0.906073,-0.414977,-0.175756,0.0214739
0.44,4.40767,4.32753,5.12131,5.15771,0.924137,0.941036,-1.05958,-0.997844,1.07779,1.34836,1.80089,1.76429,-0.420553,-0.421602,-0.154238,-0.130596,0.0216891,-0.000561425,-0.544526,-0.576611,2.16859,2.11022,0.0217914,0.0300707,4.40767,5.12131,0.924137,-0.420553,-0.154238,0.0216891
0.45,4.397,4.31825,5.13229,5.16678,0.942088,0.958944,-1.07291,-1.00884,1.11684,1.38771,1.7892,1.75013,-0.425871,-0.426846,-0.132433,-0.110498,0.0219097,4.80553e-05,-0.519252,-0.553428,2.19013,2.13321,0.0223271,0.0306948,4.397,5.13229,0.942088,-0.425871,-0.132433,0.0219097
0.46,4.38622,4.30849,5.14365,5.17643,0.959918,0.976798,-1.08422,-1.01787,1.15595,1.42759,1.77663,1.73504,-0.430941,-0.431954,-0.110478,-0.0899465,0.0221357,0.000671239,-0.494906,-0.530632,2.19884,2.14377,0.0228627,0.0313272,4.38622,5.14365,0.959918,-0.430941,-0.110478,0.0221357
0.47,4.37533,4.29823,5.15541,5.18674,0.977618,0.994609,-1.09355,-1.02492,1.19514,1.46809,1.76324,1.71916,-0.435772,-0.436942,-0.0884936,-0.0690156,0.022367,0.00130093,-0.471479,-0.50815,2.19637,2.14339,0.0233982,0.0319689,4.37533,5.15541,0.977618,-0.435772,-0.0884936,0.022367
0.48,4.36435,4.28748,5.16755,5.19774,0.99518,1.01237,-1.10095,-1.02999,1.23443,1.50923,1.74909,1.70258,-0.440374,-0.44182,-0.0665834,-0.0478091,0.0226036,0.00193125,-0.448957,-0.485969,2.18417,2.13331,0.0239335,0.0326197,4.36435,5.16755,0.99518,-0.440374,-0.0665834,0.0226036
0.49,4.35331,4.27631,5.1801,5.20941,1.0126,1.03008,-1.10649,-1.03306,1.27383,1.55096,1.73423,1.68542,-0.444754,-0.44659,-0.044838,-0.0264542,0.0228457,0.00255732,-0.427326,-0.464127,2.16359,2.11465,0.0244684,0.0332782,4.35331,5.1801,1.0126,-0.444754,-0.044838,0.0228457
0.5,4.34223,4.26478,5.19303,5.22173,1.02986,1.0477,-1.11022,-1.03415,1.31336,1.59319,1.71873,1.6678,-0.448923,-0.451254,-0.0233355,-0.00509044,0.023093,0.00317557,-0.406567,-0.442714,2.13581,2.08847,0.0250028,0.0339424,4.34223,5.19303,1.02986,-0.448923,-0.0233355,0.023093
0.51,4.33111,4.25298,5.20636,5.23462,1.04697,1.0652,-1.11218,-1.0333,1.35303,1.63578,1.70263,1.64982,-0.452889,-0.455811,-0.00214222,0.0161433,0.0233457,0.00378363,-0.386662,-0.421838,2.1019,2.0558,0.0255367,0.0346093,4.33111,5.20636,1.04697,-0.452889,-0.00214222,0.0233457
0.52,4.31999,4.24099,5.22009,5.248,1.06391,1.08254,-1.11244,-1.03056,1.39286,1.67859,1.68598,1.63156,-0.456659,-0.460258,0.0186852,0.0371172,0.0236037,0.00438015,-0.367591,-0.40163,2.06281,2.01763,0.02607,0.035276,4.31999,5.22009,1.06391,-0.456659,0.0186852,0.0236037
0.53,4.30887,4.2289,5.23422,5.26178,1.08069,1.0997,-1.11105,-1.02602,1.43287,1.72148,1.66882,1.61311,-0.460243,-0.464596,0.0390995,0.0577218,0.0238671,0.00496473,-0.34933,-0.382212,2.0194,1.97491,0.0266024,0.0359397,4.30887,5.23422,1.08069,-0.460243,0.0390995,0.0238671
0.54,4.29777,4.21677,5.24875,5.27589,1.09729,1.11664,-1.10806,-1.01975,1.47308,1.76435,1.65121,1.59454,-0.463648,-0.468825,0.0590613,0.0778721,0.0241358,0.00553721,-0.331859,-0.363698,1.97243,1.92854,0.0271341,0.0365978,4.29777,5.24875,1.09729,-0.463648,0.0590613,0.0241358
0.55,4.28672,4.20465,5.26368,5.29028,1.11371,1.13332,-1.10352,-1.01185,1.5135,1.80712,1.63318,1.57588,-0.466883,-0.47295,0.0785385,0.0975099,0.0244098,0.00609757,-0.315153,-0.346181,1.92258,1.8793,0.0276647,0.0372487,4.28672,5.26368,1.11371,-0.466883,0.0785385,0.0244098
0.56,4.27571,4.19259,5.27902,5.30491,1.12995,1.14973,-1.09748,-1.0024,1.55414,1.84977,1.61477,1.55717,-0.469954,-0.476978,0.0975053,0.116602,0.0246891,0.00664505,-0.29919,-0.32974,1.87045,1.82788,0.0281944,0.0378911,4.27571,5.27902,1.12995,-0.469954,0.0975053,0.0246891
0.57,4.26477,4.18059,5.29477,5.31975,1.146,1.16584,-1.08999,-0.991487,1.59502,1.89231,1.59603,1.53842,-0.472869,-0.480917,0.115942,0.135135,0.0249737,0.00717784,-0.283944,-0.314439,1.81659,1.77485,0.0287229,0.0385248,4.26477,5.29477,1.146,-0.472869,0.115942,0.0249737
0.58,4.25391,4.16869,5.31092,5.33482,1.16187,1.18163,-1.08109,-0.97918,1.63616,1.93478,1.57698,1.51963,-0.475635,-0.484781,0.133833,0.15311,0.0252635,0.00769264,-0.269392,-0.300337,1.76146,1.72067,0.0292502,0.0391498,4.25391,5.31092,1.16187,-0.475635,0.133833,0.0252635
0.59,4.24315,4.15687,5.32749,5.35013,1.17754,1.19709,-1.07083,-0.965544,1.67756,1.97726,1.55766,1.50078,-0.478259,-0.488583,0.151168,0.170537,0.0255587,0.00818422,-0.255511,-0.287491,1.70548,1.66572,0.0297761,0.0397668,4.24315,5.32749,1.17754,-0.478259,0.151168,0.0255587
0.6,4.2325,4.14514,5.34447,5.36571,1.19302,1.21219,-1.05925,-0.950642,1.71925,2.01984,1.53811,1.48187,-0.480748,-0.492336,0.167941,0.187423,0.025859,0.00864528,-0.242274,-0.275956,1.64902,1.61029,0.0303007,0.0403765,4.2325,5.34447,1.19302,-0.480748,0.167941,0.025859
0.61,4.22197,4.1335,5.36188,5.38158,1.20831,1.22691,-1.0464,-0.934536,1.76122,2.06259,1.51836,1.46287,-0.483107,-0.496055,0.184148,0.203769,0.0261647,0.00906654,-0.22966,-0.265783,1.5924,1.55466,0.0308237,0.04098,4.22197,5.36188,1.20831,-0.483107,0.184148,0.0261647
0.62,4.21158,4.12198,5.3797,5.39775,1.22339,1.24123,-1.03231,-0.917294,1.80349,2.1056,1.49842,1.4438,-0.485343,-0.499748,0.199789,0.219561,0.0264755,0.00943717,-0.217644,-0.257001,1.5359,1.49905,0.0313451,0.0415775,4.21158,5.3797,1.22339,-0.485343,0.199789,0.0264755
0.63,4.20133,4.11059,5.39795,5.41422,1.23827,1.25509,-1.01702,-0.898992,1.84607,2.14887,1.47834,1.42467,-0.487461,-0.503415,0.214867,0.234767,0.0267916,0.00974546,-0.206203,-0.249585,1.47976,1.44374,0.0318649,0.0421692,4.20133,5.39795,1.23827,-0.487461,0.214867,0.0267916
0.64,4.19124,4.09939,5.41662,5.43094,1.25296,1.26846,-1.00058,-0.879711,1.88897,2.1924,1.45814,1.40553,-0.489469,-0.507041,0.229386,0.249337,0.0271128,0.00998082,-0.195314,-0.2434,1.42419,1.38901,0.0323829,0.0427547,4.19124,5.41662,1.25296,-0.489469,0.229386,0.0271128
0.65,4.18132,4.08842,5.43573,5.44785,1.26744,1.2813,-0.983005,-0.859536,1.9322,2.23608,1.43784,1.38649,-0.49137,-0.51059,0.243353,0.263206,0.0274392,0.010136,-0.184955,-0.238118,1.36937,1.33517,0.0328991,0.0433327,4.18132,5.43573,1.26744,-0.49137,0.243353,0.0274392
0.66,4.17159,4.07774,5.45527,5.46489,1.28171,1.29359,-0.964344,-0.838547,1.97575,2.27977,1.41747,1.36764,-0.493169,-0.513996,0.256777,0.276311,0.0277708,0.0102102,-0.175104,-0.233113,1.31545,1.28252,0.0334133,0.0439019,4.17159,5.45527,1.28171,-0.493169,0.256777,0.0277708
0.67,4.16204,4.06742,5.47524,5.482,1.29578,1.30532,-0.944627,-0.816799,2.01965,2.32334,1.39705,1.34911,-0.494873,-0.517159,0.269666,0.288605,0.0281075,0.0102117,-0.16574,-0.227348,1.26257,1.23135,0.0339256,0.0444609,4.16204,5.47524,1.29578,-0.494873,0.269666,0.0281075
0.68,4.1527,4.05749,5.49566,5.49922,1.30965,1.31656,-0.923887,-0.794315,2.06389,2.36667,1.37659,1.33096,-0.496486,-0.519937,0.282032,0.30008,0.0284493,0.0101601,-0.156841,-0.219288,1.21082,1.18181,0.0344357,0.0450093,4.1527,5.49566,1.30965,-0.496486,0.282032,0.0284493
0.69,4.14357,4.04796,5.51652,5.51666,1.32332,1.3274,-0.902156,-0.771066,2.10847,2.40975,1.35612,1.31318,-0.498011,-0.522158,0.293886,0.310781,0.0287962,0.0100855,-0.148276,-0.206889,1.1603,1.13393,0.0349437,0.0455483,4.14357,5.51652,1.32332,-0.498011,0.293886,0.0287962
0.7,4.13466,4.03885,5.53783,5.53461,1.33678,1.33802,-0.879465,-0.746976,2.15341,2.45273,1.33566,1.29568,-0.499455,-0.523625,0.305242,0.320802,0.0291482,0.0100253,-0.140825,-0.187748,1.11107,1.08761,0.0354494,0.0460806,4.13466,5.53783,1.33678,-0.499455,0.305242,0.0291482
0.71,4.12598,4.0301,5.55959,5.55342,1.35003,1.3486,-0.855842,-0.721936,2.1987,2.49583,1.31523,1.27826,-0.500816,-0.524144,0.316112,0.330275,0.0295052,0.010019,-0.129123,-0.159423,1.0632,1.04264,0.0359528,0.0466105,4.12598,5.55959,1.35003,-0.500816,0.316112,0.0295052
0.72,4.11754,4.02168,5.58181,5.57343,1.36308,1.3593,-0.831318,-0.695833,2.24434,2.53935,1.29484,1.26073,-0.501977,-0.523552,0.326511,0.33934,0.0298672,0.0101009,-0.100062,-0.119892,1.01673,0.998792,0.0364538,0.0471425,4.11754,5.58181,1.36308,-0.501977,0.326511,0.0298672
0.73,4.10936,4.01358,5.60448,5.59493,1.37593,1.37024,-0.80592,-0.668589,2.29031,2.58351,1.2745,1.24288,-0.502764,-0.521751,0.336452,0.34812,0.0302342,0.0102948,-0.0549857,-0.0680154,0.971674,0.955876,0.0369524,0.0476803,4.10936,5.60448,1.37593,-0.502764,0.336452,0.0302342
0.74,4.10143,4.00578,5.62761,5.618,1.38857,1.38148,-0.779673,-0.640187,2.33657,2.62838,1.25423,1.22461,-0.503032,-0.518723,0.345949,0.356701,0.0306062,0.010611,0.00341937,-0.00380469,0.928067,0.913812,0.0374483,0.0482255,4.10143,5.62761,1.38857,-0.503032,0.345949,0.0306062
0.75,4.09376,3.99827,5.65121,5.64252,1.40101,1.39298,-0.752603,-0.610678,2.38306,2.67388,1.23405,1.20593,-0.502659,-0.514525,0.355018,0.365123,0.0309832,0.0110464,0.072787,0.0716125,0.885914,0.872621,0.0379417,0.0487775,4.09376,5.65121,1.40101,-0.502659,0.355018,0.0309832
0.76,4.08638,3.99108,5.67528,5.66823,1.41325,1.40467,-0.724733,-0.580167,2.42972,2.71976,1.21397,1.18691,-0.501547,-0.509272,0.363672,0.373389,0.0313651,0.0115875,0.151043,0.156319,0.84522,0.832412,0.0384324,0.0493342,4.08638,5.67528,1.41325,-0.501547,0.363672,0.0313651
0.77,4.07927,3.98423,5.69981,5.69482,1.42529,1.41644,-0.696086,-0.548785,2.47646,2.76575,1.194,1.16768,-0.499615,-0.503105,0.371927,0.381477,0.0317518,0.012216,0.236376,0.248078,0.805978,0.793328,0.0389203,0.0498923,4.07927,5.69981,1.42529,-0.499615,0.371927,0.0317518
0.78,4.07246,3.97771,5.72481,5.72197,1.43713,1.42819,-0.666683,-0.516666,2.52319,2.81153,1.17414,1.14836,-0.496801,-0.49616,0.379797,0.38935,0.0321435,0.0129118,0.327212,0.34476,0.76818,0.755516,0.0394054,0.0504487,4.07246,5.72481,1.43713,-0.496801,0.379797,0.0321435
0.79,4.06594,3.97155,5.75027,5.74945,1.44877,1.43982,-0.636544,-0.483923,2.56981,2.85687,1.15442,1.12908,-0.493057,-0.488545,0.387295,0.39697,0.0325399,0.0136567,0.422191,0.444614,0.731808,0.719092,0.0398876,0.0510008,4.06594,5.75027,1.44877,-0.493057,0.387295,0.0325399
0.8,4.05973,3.96575,5.7762,5.77711,1.46022,1.45127,-0.60569,-0.450646,2.61623,2.9016,1.13484,1.10993,-0.488347,-0.480336,0.394438,0.4043,0.0329412,0.0144354,0.520142,0.546368,0.696843,0.684142,0.0403669,0.0515468,4.05973,5.7762,1.46022,-0.488347,0.394438,0.0329412
